LGA_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
LGA54340,9,11,3,4,5,0,0,38,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,20,6,6,9,4,0,60,3,0,6,7,6,0,0,14,0,9,3,0,3,0,0,12,3,7,4,4,8,0,0,26,15,25,11,8,17,5,0,91,31,26,21,5,10,0,0,95,0,0,0,0,0,0,0,0,51,51,29,15,29,0,0,185
LGA54410,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,19,5,4,8,7,0,0,0,17,0,0,0,0,0,0,0,0,4,5,13,7,5,0,0,37
LGA54480,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA54550,6,3,6,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,11,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,8,0,5,11,3,3,0,0,27,8,9,3,7,0,0,0,22,0,0,0,0,0,0,0,0,15,16,13,9,3,0,0,50
LGA54620,0,3,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,12,7,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,4,10,4,5,6,0,0,26
LGA54690,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10
LGA54760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,8
LGA54830,117,174,113,81,96,22,18,619,17,13,6,7,4,0,0,51,15,10,10,5,5,0,3,47,219,348,260,190,217,66,40,1332,27,31,9,13,11,5,0,97,18,47,17,10,11,0,0,110,44,81,24,32,24,3,0,203,262,421,282,221,237,66,43,1534,327,290,141,96,75,13,9,953,0,8,8,0,6,0,0,21,590,719,424,326,316,87,49,2505
LGA54900,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,11,4,0,0,0,0,18
LGA54970,0,8,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,0,0,0,19,9,7,5,6,0,0,0,28,0,0,0,0,0,0,0,0,9,17,7,7,0,0,0,49
LGA55040,5,3,3,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,4,4,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,3,4,4,0,0,31,7,3,3,3,0,0,0,20,0,0,0,0,0,0,0,0,13,18,7,9,4,0,0,51
LGA55110,193,448,325,180,207,46,22,1414,20,25,13,11,25,9,0,102,0,14,8,10,3,0,0,39,311,706,558,380,462,121,55,2592,20,47,32,23,25,4,5,162,45,73,46,28,30,0,0,222,66,123,75,51,55,9,3,386,378,832,630,432,515,128,60,2974,559,544,267,188,164,30,17,1769,12,16,15,7,7,0,0,51,951,1389,915,632,684,162,72,4799
LGA55180,5,21,21,18,25,0,0,96,0,0,0,0,0,0,0,5,0,0,6,0,0,0,0,6,17,36,49,37,45,0,0,189,0,5,3,0,0,0,0,7,0,3,0,0,0,0,0,7,0,5,3,0,0,0,0,18,23,45,50,43,52,3,0,206,47,31,12,9,17,0,0,119,0,0,0,0,0,0,0,0,68,77,59,53,66,4,0,324
LGA55250,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,7,0,0,14,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,7,0,0,21,15,9,10,5,4,0,0,51,0,0,0,0,0,0,0,5,22,19,15,4,10,0,0,71
LGA55320,108,231,198,165,200,95,39,1048,8,10,9,10,16,5,3,58,6,9,3,3,3,0,0,27,179,455,439,383,534,262,128,2379,7,14,13,5,12,4,0,51,8,20,21,13,8,3,5,88,17,40,38,21,21,6,5,144,196,486,474,401,556,272,137,2523,113,153,111,94,98,43,34,642,0,7,9,8,6,0,0,34,314,646,592,503,655,313,171,3194
LGA55390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
LGA55460,5,7,8,0,6,0,0,17,0,0,4,0,0,0,0,11,0,0,0,3,0,0,0,3,3,16,17,7,9,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,3,4,13,20,10,10,0,0,63,16,11,5,3,0,0,0,34,0,0,0,0,0,0,0,7,17,27,22,12,15,0,0,101
LGA55530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6
LGA55600,3,11,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,11,0,5,10,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,5,12,16,5,9,10,0,0,49,15,19,10,0,4,0,0,52,0,4,0,0,0,0,0,4,26,44,20,14,12,0,0,108
LGA55670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,3,5,3,0,12,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,3,0,0,3,5,3,0,19
LGA55740,9,15,10,18,20,8,10,85,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,28,28,26,41,21,17,175,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,4,0,3,0,3,5,0,0,14,9,32,33,30,40,26,17,193,9,17,8,16,13,5,5,68,0,0,0,0,0,0,0,4,15,52,46,43,52,29,19,262
LGA55810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,5,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,6,6,6,3,0,0,0,0,16,0,0,0,0,0,0,0,0,5,13,4,0,0,0,0,19
LGA55880,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,0,0,10
LGA55950,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,11,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,4,6,5,0,0,16
LGA56090,45,95,85,56,78,19,9,393,9,0,4,5,10,5,0,28,0,0,4,0,3,0,0,18,85,183,177,136,186,53,30,850,5,9,0,0,3,0,0,23,0,15,11,8,5,0,0,38,0,25,12,8,9,0,0,56,89,204,188,141,197,56,28,904,85,95,63,37,37,5,5,320,0,4,3,0,0,0,0,7,176,295,253,176,233,66,34,1238
LGA56160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,9
LGA56230,33,78,42,29,32,0,0,220,3,5,0,8,0,0,0,12,3,0,0,0,0,0,0,3,51,118,88,65,77,13,9,415,0,5,10,3,0,0,0,19,6,15,8,0,3,0,0,34,8,26,14,4,0,0,0,54,61,139,104,66,77,17,8,474,72,85,48,41,32,3,0,279,3,0,4,3,0,0,0,10,134,231,149,113,114,17,8,767
LGA56300,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,3,10,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,3,6,0,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,9,6,11,0,0,31
LGA56370,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,4,3,0,0,0,17
LGA56460,4,29,9,8,10,0,0,60,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,4,9,43,26,17,29,0,0,125,0,10,3,0,3,0,0,24,0,6,0,0,0,0,0,11,5,9,3,0,3,5,0,29,14,52,30,22,32,5,4,156,15,25,15,6,6,0,0,68,0,0,0,0,0,0,0,5,33,80,42,32,44,5,4,232
LGA56580,19,52,29,25,38,27,14,197,5,0,4,0,5,0,3,18,0,0,0,0,0,0,0,0,25,90,65,55,106,87,48,475,0,0,0,0,0,0,0,9,0,4,0,0,6,0,0,14,0,4,0,6,7,0,0,19,27,96,64,57,112,88,55,491,17,22,22,8,19,15,10,110,0,3,0,0,0,0,0,3,52,122,82,69,126,96,61,606
LGA56620,0,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,13,3,0,0,0,6,0,0,9,0,4,0,0,0,0,0,4,3,4,0,0,6,0,0,8,3,12,0,5,7,0,0,18,22,32,22,10,13,0,0,101,0,0,0,0,0,0,0,3,27,46,26,14,13,0,0,127
LGA56730,11,36,35,23,32,0,0,144,4,0,0,0,0,0,0,7,3,3,4,0,0,0,0,14,36,72,62,43,77,5,0,287,6,8,3,4,0,0,0,25,3,13,5,0,0,0,0,25,9,24,8,4,4,0,0,51,44,91,75,46,80,5,0,335,76,86,28,27,20,0,0,238,3,0,0,0,0,0,0,3,120,180,100,76,102,5,0,582
LGA56790,0,8,6,0,0,0,0,19,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,12,15,3,5,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,12,15,8,10,0,0,46,10,13,7,8,5,0,0,38,0,0,0,0,0,0,0,0,12,24,20,13,11,0,0,81
LGA56860,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,8
LGA56930,0,5,5,3,3,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,7,5,5,5,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,7,5,5,5,3,36,0,0,0,0,6,9,3,18,0,0,0,0,0,0,0,0,0,7,8,6,11,9,4,51
LGA57000,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
LGA57080,9,34,18,9,15,14,3,107,3,5,4,4,0,0,0,8,0,0,0,0,0,0,0,0,29,70,52,39,47,40,19,299,0,0,0,0,0,0,3,8,0,5,0,3,3,0,3,11,0,3,0,7,4,0,5,17,30,75,52,47,50,37,24,318,12,17,8,18,15,16,9,94,0,0,0,0,0,0,0,0,39,96,62,64,69,48,32,417
LGA57140,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,7,4,6,0,0,20,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,3,7,3,6,0,0,24,5,11,4,3,0,0,0,26,0,0,0,0,0,0,0,0,6,20,10,12,6,0,0,43
LGA57210,3,29,13,16,7,0,0,61,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,3,9,34,17,21,17,8,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,7,9,34,19,24,13,8,0,101,17,29,8,9,10,5,0,86,0,0,0,3,0,0,0,4,28,67,30,37,27,6,0,196
LGA57280,12,32,12,18,9,0,0,81,0,0,0,0,0,0,0,4,10,7,0,0,3,0,0,18,62,121,65,50,51,9,0,357,8,4,0,8,0,0,0,17,0,3,0,0,0,0,0,11,6,10,7,10,0,0,0,28,66,133,65,55,53,9,0,382,56,58,38,14,15,4,0,179,5,3,0,0,0,0,0,17,135,193,105,70,68,14,0,577
LGA57350,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,0,0,8,6,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,4,8,3,5,3,0,0,19
LGA57420,3,5,0,0,0,0,0,7,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,7,14,5,4,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,6,4,6,0,0,33,8,0,5,4,0,0,0,13,3,0,0,0,0,0,0,3,13,18,12,7,3,0,0,51
LGA57490,314,612,421,317,316,72,32,2075,49,51,32,22,26,4,0,182,14,18,17,7,13,0,0,66,580,1131,909,664,793,185,114,4376,41,64,46,34,36,9,0,225,55,82,62,33,18,0,0,260,99,144,107,67,55,13,3,483,680,1278,1015,732,849,198,114,4859,766,777,410,285,267,37,26,2574,29,19,14,14,3,0,0,76,1473,2071,1441,1029,1116,237,138,7516
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,76,153,76,53,67,11,4,442,11,17,11,8,0,0,0,36,5,3,5,0,4,0,0,14,154,276,168,132,134,21,15,906,3,12,10,6,10,3,0,38,7,17,5,0,8,0,0,37,16,23,16,7,11,4,0,75,170,303,189,138,148,26,15,982,151,120,58,32,24,3,4,395,4,0,0,0,0,0,0,6,323,424,245,172,173,33,19,1380
LGA57770,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,10,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,6,9,8,0,4,0,0,21
LGA57840,39,77,70,37,51,38,14,318,3,7,3,0,0,0,0,18,0,0,0,3,0,0,0,12,84,159,144,102,130,93,57,768,0,4,3,9,0,4,5,27,5,4,9,4,4,0,0,21,8,8,11,15,10,4,5,49,87,168,152,108,136,97,61,814,57,83,54,34,45,20,15,305,0,3,0,0,0,4,0,9,148,254,208,146,182,114,81,1129
LGA57910,317,641,447,275,359,173,103,2313,38,25,27,22,22,9,6,143,14,23,14,10,10,8,4,81,588,1282,953,696,954,489,319,5286,14,55,38,20,35,13,9,191,43,86,47,31,42,15,5,276,59,143,95,53,84,29,19,476,643,1418,1043,750,1042,521,337,5758,530,580,305,216,246,92,75,2048,22,36,15,3,8,0,0,79,1192,2029,1364,973,1297,611,413,7880
LGA57980,17,36,35,29,28,9,15,169,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,4,34,76,80,65,95,44,40,429,0,7,5,3,0,0,0,15,5,3,3,3,3,0,0,19,5,8,7,8,6,3,0,32,35,86,83,71,98,46,39,462,11,12,17,6,11,8,3,72,0,0,0,0,0,0,0,0,48,93,99,81,112,53,43,531
LGA58050,320,628,368,281,310,90,49,2049,57,44,23,26,22,7,4,186,19,25,27,14,21,9,0,116,647,1254,885,658,852,265,150,4711,26,50,37,22,27,9,4,180,48,95,37,24,29,8,5,246,74,143,74,49,56,12,8,419,720,1398,958,706,911,281,156,5137,763,747,390,262,251,68,25,2503,17,23,14,8,9,0,4,72,1500,2172,1368,970,1167,356,189,7713
LGA58190,0,0,0,5,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,7,6,6,0,0,0,0,0,9,0,4,0,0,0,0,0,0,4,6,0,3,4,0,0,21
LGA58260,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,0,0,17,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,8,0,5,4,0,0,24
LGA58330,3,11,9,7,9,0,0,41,0,3,5,0,0,0,0,6,0,0,0,0,0,0,0,0,12,18,24,17,16,0,4,82,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,8,0,4,0,0,3,0,0,10,12,22,19,17,21,0,4,88,25,14,17,10,8,0,0,77,0,0,0,0,0,0,0,0,30,37,36,27,33,0,4,169
LGA58400,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,0,6,0,0,9,0,0,0,0,0,0,0,0,0,3,3,4,4,0,0,15
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,11
LGA58510,41,75,44,31,38,15,15,265,3,4,0,0,3,0,0,23,0,4,0,0,0,0,0,6,72,158,83,81,124,61,42,625,5,0,7,0,8,0,5,13,4,9,7,6,0,0,0,19,9,8,13,6,4,0,5,36,79,166,98,84,128,64,50,657,47,52,38,23,24,20,9,216,0,0,0,0,0,0,0,0,128,213,143,108,153,77,55,879
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA58570,28,86,54,37,43,23,11,281,4,0,0,3,0,3,0,18,0,0,0,0,0,0,3,5,62,180,122,94,125,61,38,681,0,5,0,0,3,0,0,8,4,8,0,0,0,0,0,15,4,12,6,0,6,0,0,20,63,187,130,98,134,61,38,705,34,39,22,26,25,9,5,160,0,0,0,0,0,0,0,0,103,226,152,116,156,70,43,870
LGA58610,0,8,8,3,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,10,9,9,0,0,38,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,8,11,13,10,6,9,0,0,43,4,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,12,15,15,12,8,0,0,57
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
LGA58760,453,922,613,426,490,142,73,3130,60,48,32,19,33,7,12,210,30,39,22,15,16,4,0,136,799,1667,1266,931,1201,396,259,6515,33,71,56,44,53,16,10,291,79,119,70,54,42,7,6,389,114,197,131,93,100,24,20,675,916,1862,1400,1027,1300,417,279,7192,979,966,510,360,377,105,52,3344,19,21,14,18,11,4,6,92,1908,2850,1917,1404,1688,521,338,10631
LGA58820,3,4,8,7,11,0,0,30,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,8,4,17,19,11,16,3,0,78,0,5,0,0,0,0,0,8,7,4,4,0,0,0,0,11,3,4,8,0,0,0,0,21,8,21,23,12,19,3,0,93,14,13,8,8,4,0,0,50,0,0,0,0,0,0,0,3,21,35,29,26,27,5,0,143
LGA58890,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,3,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,12
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6
LGA59100,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,3,0,0,0,17
LGA59170,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,3,0,0,13,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,4,3,5,6,0,0,24
