LGA_CODE_2021,NegNil_Inc_BE_WFT,NegNil_Inc_BE_WPT,NegNil_Inc_BE_BAW,NegNil_Inc_1EFT_OthPT,NegNil_Inc_1EFT_OthAW,NegNil_Inc_1EFT_OthNW,NegNil_Inc_1EPT_OthAW,NegNil_Inc_1EPT_OthNW,NegNil_Inc_1AW_OthNW,NegNil_Inc_BNW,NegNil_Inc_LFsta_NS,NegNil_Inc_Tot,I_1_149_BE_WFT,I_1_149_BE_WPT,I_1_149_BE_BAW,I_1_149_1EFT_OthPT,I_1_149_1EFT_OthAW,I_1_149_1EFT_OthNW,I_1_149_1EPT_OthAW,I_1_149_1EPT_OthNW,I_1_149_1AW_OthNW,I_1_149_BNW,I_1_149_LFsta_NS,I_1_149_Tot,I_150_299_BE_WFT,I_150_299_BE_WPT,I_150_299_BE_BAW,I_150_299_1EFT_OthPT,I_150_299_1EFT_OthAW,I_150_299_1EFT_OthNW,I_150_299_1EPT_OthAW,I_150_299_1EPT_OthNW,I_150_299_1AW_OthNW,I_150_299_BNW,I_150_299_LFsta_NS,I_150_299_Tot,I_300_399_BE_WFT,I_300_399_BE_WPT,I_300_399_BE_BAW,I_300_399_1EFT_OthPT,I_300_399_1EFT_OthAW,I_300_399_1EFT_OthNW,I_300_399_1EPT_OthAW,I_300_399_1EPT_OthNW,I_300_399_1AW_OthNW,I_300_399_BNW,I_300_399_LFsta_NS,I_300_399_Tot,I_400_499_BE_WFT,I_400_499_BE_WPT,I_400_499_BE_BAW,I_400_499_1EFT_OthPT,I_400_499_1EFT_OthAW,I_400_499_1EFT_OthNW,I_400_499_1EPT_OthAW,I_400_499_1EPT_OthNW,I_400_499_1AW_OthNW,I_400_499_BNW,I_400_499_LFsta_NS,I_400_499_Tot,I_500_649_BE_WFT,I_500_649_BE_WPT,I_500_649_BE_BAW,I_500_649_1EFT_OthPT,I_500_649_1EFT_OthAW,I_500_649_1EFT_OthNW,I_500_649_1EPT_OthAW,I_500_649_1EPT_OthNW,I_500_649_1AW_OthNW,I_500_649_BNW,I_500_649_LFsta_NS,I_500_649_Tot,I_650_799_BE_WFT,I_650_799_BE_WPT,I_650_799_BE_BAW,I_650_799_1EFT_OthPT,I_650_799_1EFT_OthAW,I_650_799_1EFT_OthNW,I_650_799_1EPT_OthAW,I_650_799_1EPT_OthNW,I_650_799_1AW_OthNW,I_650_799_BNW,I_650_799_LFsta_NS,I_650_799_Tot,I_800_999_BE_WFT,I_800_999_BE_WPT,I_800_999_BE_BAW,I_800_999_1EFT_OthPT,I_800_999_1EFT_OthAW,I_800_999_1EFT_OthNW,I_800_999_1EPT_OthAW,I_800_999_1EPT_OthNW,I_800_999_1AW_OthNW,I_800_999_BNW,I_800_999_LFsta_NS,I_800_999_Tot,I_1000_1249_BE_WFT,I_1000_1249_BE_WPT,I_1000_1249_BE_BAW,I_1000_1249_1EFT_OthPT,I_1000_1249_1EFT_OthAW,I_1000_1249_1EFT_OthNW,I_1000_1249_1EPT_OthAW,I_1000_1249_1EPT_OthNW,I_1000_1249_1AW_OthNW,I_1000_1249_BNW,I_1000_1249_LFsta_NS,I_1000_1249_Tot,I_1250_1499_BE_WFT,I_1250_1499_BE_WPT,I_1250_1499_BE_BAW,I_1250_1499_1EFT_OthPT,I_1250_1499_1EFT_OthAW,I_1250_1499_1EFT_OthNW,I_1250_1499_1EPT_OthAW,I_1250_1499_1EPT_OthNW,I_1250_1499_1AW_OthNW,I_1250_1499_BNW,I_1250_1499_LFsta_NS,I_1250_1499_Tot,I_1500_1749_BE_WFT,I_1500_1749_BE_WPT,I_1500_1749_BE_BAW,I_1500_1749_1EFT_OthPT,I_1500_1749_1EFT_OthAW,I_1500_1749_1EFT_OthNW,I_1500_1749_1EPT_OthAW,I_1500_1749_1EPT_OthNW,I_1500_1749_1AW_OthNW,I_1500_1749_BNW,I_1500_1749_LFsta_NS,I_1500_1749_Tot,I_1750_1999_BE_WFT,I_1750_1999_BE_WPT,I_1750_1999_BE_BAW,I_1750_1999_1EFT_OthPT,I_1750_1999_1EFT_OthAW,I_1750_1999_1EFT_OthNW,I_1750_1999_1EPT_OthAW,I_1750_1999_1EPT_OthNW,I_1750_1999_1AW_OthNW,I_1750_1999_BNW,I_1750_1999_LFsta_NS,I_1750_1999_Tot,I_2000_2499_BE_WFT,I_2000_2499_BE_WPT,I_2000_2499_BE_BAW,I_2000_2499_1EFT_OthPT,I_2000_2499_1EFT_OthAW,I_2000_2499_1EFT_OthNW,I_2000_2499_1EPT_OthAW,I_2000_2499_1EPT_OthNW,I_2000_2499_1AW_OthNW,I_2000_2499_BNW,I_2000_2499_LFsta_NS,I_2000_2499_Tot,I_2500_2999_BE_WFT,I_2500_2999_BE_WPT,I_2500_2999_BE_BAW,I_2500_2999_1EFT_OthPT,I_2500_2999_1EFT_OthAW,I_2500_2999_1EFT_OthNW,I_2500_2999_1EPT_OthAW,I_2500_2999_1EPT_OthNW,I_2500_2999_1AW_OthNW,I_2500_2999_BNW,I_2500_2999_LFsta_NS,I_2500_2999_Tot,I_3000_3499_BE_WFT,I_3000_3499_BE_WPT,I_3000_3499_BE_BAW,I_3000_3499_1EFT_OthPT,I_3000_3499_1EFT_OthAW,I_3000_3499_1EFT_OthNW,I_3000_3499_1EPT_OthAW,I_3000_3499_1EPT_OthNW,I_3000_3499_1AW_OthNW,I_3000_3499_BNW,I_3000_3499_LFsta_NS,I_3000_3499_Tot,I_3500_3999_BE_WFT,I_3500_3999_BE_WPT,I_3500_3999_BE_BAW,I_3500_3999_1EFT_OthPT,I_3500_3999_1EFT_OthAW,I_3500_3999_1EFT_OthNW,I_3500_3999_1EPT_OthAW,I_3500_3999_1EPT_OthNW,I_3500_3999_1AW_OthNW,I_3500_3999_BNW,I_3500_3999_LFsta_NS,I_3500_3999_Tot,I_4000more_BE_WFT,I_4000more_BE_WPT,I_4000more_BE_BAW,I_4000more_1EFT_OthPT,I_4000more_1EFT_OthAW,I_4000more_1EFT_OthNW,I_4000more_1EPT_OthAW,I_4000more_1EPT_OthNW
LGA20660,3,0,0,0,0,6,0,5,0,255,0,272,0,6,0,0,0,4,0,3,0,95,0,108,0,0,0,0,0,0,0,20,0,51,0,72,0,0,0,0,0,0,0,13,0,36,0,50,4,6,0,0,0,7,0,23,5,248,4,287,0,0,0,3,0,4,3,33,5,128,0,179,4,13,0,8,0,21,8,79,7,812,23,976,6,29,0,16,0,42,10,95,11,532,6,739,10,52,4,22,5,76,11,120,17,596,3,919,21,81,3,84,14,85,11,125,14,588,3,1037,22,37,3,102,9,116,19,92,14,223,3,636,61,54,3,134,17,93,4,55,10,229,0,658,357,92,12,370,56,181,25,109,26,263,7,1494,550,71,9,294,50,103,7,64,14,132,0,1301,505,39,7,193,36,93,11,41,7,70,0,996,470,20,4,131,26,33,0,15,5,34,0,744,939,54,19,238,46,172,7,57
LGA20740,0,0,0,4,0,0,0,0,0,115,6,129,3,4,0,0,0,0,0,3,0,50,0,68,0,0,0,0,0,0,0,15,3,37,0,61,0,0,0,0,0,0,0,11,0,37,0,51,3,3,6,0,0,0,0,20,4,186,0,225,4,4,0,0,0,6,0,17,10,98,0,142,3,13,3,0,0,18,0,57,3,690,15,807,0,28,0,8,0,29,0,73,18,396,6,576,16,58,3,25,3,36,7,72,18,372,0,607,17,62,6,66,8,46,13,72,12,313,4,622,19,30,6,69,3,33,3,35,9,50,6,259,41,34,6,85,6,39,12,32,9,111,3,372,139,47,11,137,18,73,7,35,10,101,0,567,97,23,7,81,9,22,10,18,3,34,0,313,72,13,7,57,12,20,6,11,0,29,0,227,56,3,5,26,3,3,4,0,0,16,0,112,108,20,0,50,13,36,5,18
LGA20830,4,5,0,6,0,0,0,0,0,118,0,136,0,8,0,0,0,0,0,7,0,55,0,67,3,0,0,0,0,0,0,9,3,26,0,39,0,0,0,0,0,0,0,9,4,18,0,33,4,3,0,6,0,0,0,15,4,150,10,199,0,7,0,0,0,4,0,30,7,81,0,132,5,13,4,12,0,17,3,62,14,709,9,846,14,32,0,19,4,33,9,80,11,391,8,592,15,45,6,27,0,76,4,82,13,357,4,631,44,57,3,101,4,78,9,70,16,295,5,668,27,22,3,84,3,68,11,38,13,77,3,352,79,41,7,105,15,55,11,33,4,88,5,450,293,47,7,218,16,98,14,32,19,97,4,845,244,24,7,151,21,37,5,22,5,37,0,551,190,14,0,94,15,24,0,9,10,18,4,375,91,7,6,51,3,7,4,6,0,10,0,178,187,20,3,87,14,47,0,20
LGA20910,3,0,0,0,0,5,0,4,0,163,0,176,0,0,0,0,0,3,0,6,0,67,0,82,0,0,0,0,0,5,0,11,0,55,0,68,0,0,0,0,0,0,0,12,0,17,0,37,0,8,0,0,0,0,0,11,3,138,4,159,0,4,0,0,0,5,0,29,0,81,0,126,4,10,0,0,0,8,0,34,4,397,0,464,3,22,0,3,0,28,5,61,8,328,0,460,14,35,0,10,0,28,0,78,17,429,0,622,15,46,3,43,6,75,13,112,4,454,8,784,18,25,0,49,3,49,4,93,5,212,0,451,28,37,11,52,6,57,11,84,6,282,0,562,153,64,4,180,12,135,12,131,16,357,3,1071,252,63,4,187,26,85,15,90,9,230,0,959,258,39,7,150,16,93,7,64,3,149,0,791,252,33,0,111,8,30,9,28,0,99,0,567,1057,128,10,439,44,362,19,169
LGA21010,0,0,0,0,0,0,0,0,0,26,0,28,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,11,0,18,0,0,0,0,0,5,0,5,0,48,0,73,0,0,0,0,0,0,0,12,3,16,0,39,4,0,0,9,0,5,0,16,0,251,7,291,7,11,0,6,0,14,0,28,5,130,4,207,7,16,0,8,0,19,0,26,5,105,0,196,15,27,3,36,0,25,10,22,4,87,0,225,10,11,3,29,0,13,0,10,3,19,0,109,26,15,4,31,3,14,0,6,4,21,0,120,60,18,0,59,11,24,6,7,0,18,0,214,75,9,7,41,5,13,3,4,0,9,0,161,41,4,5,26,7,3,0,0,0,13,0,91,33,4,0,12,0,0,0,0,0,5,0,57,48,7,0,19,3,5,0,0
LGA21110,3,6,0,3,0,7,0,5,4,368,0,392,0,0,0,0,0,0,0,6,0,114,0,130,0,0,0,0,0,0,0,13,0,57,0,76,0,0,0,0,0,0,0,5,0,37,3,47,3,8,0,0,0,0,0,31,0,199,3,245,3,7,0,3,0,11,3,47,3,119,0,199,5,19,0,3,0,15,6,77,14,557,5,702,0,39,0,14,0,38,7,71,24,398,5,599,11,86,4,31,5,67,17,117,24,497,5,864,29,113,5,95,6,96,9,124,17,596,5,1100,28,59,0,116,12,110,5,101,10,250,0,701,62,69,9,128,14,96,16,117,12,380,5,900,362,126,7,345,40,244,19,193,19,571,4,1925,536,89,10,297,33,124,13,108,12,356,0,1589,529,77,8,250,28,144,12,83,14,259,0,1401,508,32,4,160,22,53,10,67,0,126,0,987,1550,181,19,632,60,491,22,259
LGA21180,0,0,3,0,0,9,0,4,5,719,16,763,0,4,0,0,0,6,0,15,0,145,0,174,0,0,0,0,0,0,0,23,0,120,0,151,0,0,0,3,0,5,0,32,6,79,0,123,0,7,0,0,0,8,0,49,6,600,8,681,0,10,0,3,0,25,0,78,13,235,3,363,0,24,0,4,0,76,3,148,26,2162,30,2488,13,42,0,25,3,162,13,186,31,828,16,1327,14,104,6,43,7,251,11,152,31,514,9,1149,64,109,16,204,23,255,24,153,33,506,15,1400,77,71,6,178,22,178,9,66,13,102,6,731,162,60,10,173,17,161,10,42,18,104,4,766,587,94,17,389,62,221,34,60,24,105,6,1598,541,53,9,241,38,88,14,20,8,40,0,1045,368,24,3,157,31,63,4,19,4,18,3,697,304,7,0,82,17,11,6,4,0,4,0,438,442,23,4,103,16,64,3,18
LGA21270,0,0,0,0,0,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,25,0,0,0,0,0,0,0,4,0,9,0,18,4,0,0,3,0,8,0,9,0,96,0,126,7,4,0,6,0,14,0,19,4,45,0,88,3,15,0,11,0,8,0,11,4,24,0,83,5,12,0,23,0,5,0,8,0,31,0,83,5,5,0,14,0,7,0,4,0,5,0,40,16,3,0,25,0,13,3,0,0,9,0,63,25,5,6,38,0,8,0,3,0,5,0,85,23,3,0,13,0,8,0,3,0,0,0,55,12,0,0,6,0,0,0,0,0,0,0,27,16,0,0,8,0,0,0,0,0,0,0,22,14,4,0,3,0,0,0,0
LGA21370,4,4,5,0,0,0,0,0,0,89,3,109,4,0,0,0,0,0,0,10,0,38,0,50,0,0,0,0,0,0,0,7,0,17,0,27,0,0,0,0,0,0,0,7,0,27,3,29,12,3,0,5,0,0,0,15,4,137,0,174,0,4,0,0,0,5,0,29,9,53,0,103,13,15,0,13,0,18,0,63,4,571,10,717,16,18,0,20,4,39,0,60,11,276,0,435,26,44,5,28,3,56,6,54,9,213,7,447,37,52,9,75,5,59,4,39,13,198,6,500,37,18,0,69,11,47,5,11,11,43,4,253,65,28,6,77,14,36,3,17,3,45,0,302,195,33,13,165,27,47,16,26,0,41,0,573,137,16,3,102,6,19,0,4,0,20,3,315,98,8,0,63,10,20,7,9,0,19,0,228,58,0,0,23,0,7,0,0,4,3,0,97,88,11,5,33,7,24,0,5
LGA21450,3,3,0,0,0,5,0,4,4,242,7,271,0,5,0,0,0,4,0,9,3,61,6,84,0,0,0,0,0,0,0,18,5,35,4,60,0,0,0,0,0,0,0,11,0,41,0,58,4,0,0,3,0,0,3,10,0,157,0,189,0,6,0,7,0,11,0,39,4,97,0,169,5,21,4,4,0,27,0,79,14,833,16,1004,10,21,5,14,6,74,3,94,10,422,5,672,23,49,5,43,6,141,7,106,13,388,0,784,43,66,13,147,11,153,15,91,15,334,6,890,55,53,8,149,8,119,15,35,16,66,0,528,176,60,4,209,27,118,13,36,10,76,6,739,718,82,11,435,61,164,19,47,9,81,5,1643,632,36,5,326,38,68,25,23,5,41,0,1212,398,30,4,154,27,43,9,5,4,20,0,697,273,12,6,72,7,15,4,0,0,10,0,400,328,20,3,118,23,72,10,17
LGA21610,7,4,4,0,0,3,0,14,0,1044,13,1087,0,7,0,0,0,0,0,13,5,157,4,191,0,0,0,0,0,6,0,40,5,120,0,171,0,0,0,0,0,3,0,27,6,107,0,146,0,10,0,4,0,11,0,70,9,551,9,655,0,14,4,9,0,19,6,121,20,283,3,474,8,38,6,19,5,126,4,199,27,2333,35,2797,12,68,6,37,6,251,11,242,32,1168,15,1864,30,105,13,111,18,443,31,256,49,885,17,1951,136,167,23,349,39,473,34,247,48,740,18,2293,170,128,18,390,55,377,27,131,20,185,0,1508,433,127,18,485,62,352,26,103,16,198,11,1836,1691,201,26,1037,109,507,51,126,39,194,12,4003,1438,114,19,727,91,156,27,54,12,81,3,2726,959,52,11,368,52,118,7,18,7,49,6,1649,645,16,4,147,26,33,6,14,0,17,3,927,811,39,10,240,53,134,9,35
LGA21670,0,0,0,0,0,0,0,0,0,25,0,25,0,0,0,0,0,0,0,0,0,10,0,20,0,0,0,0,0,4,0,0,0,10,0,14,0,0,0,0,0,0,0,0,0,10,0,8,0,0,0,6,0,0,0,4,0,58,3,66,0,5,0,0,0,3,0,17,0,28,4,55,3,0,0,4,0,14,0,18,0,362,5,411,0,4,0,0,0,16,4,28,7,141,0,208,5,6,0,11,0,17,0,24,4,82,0,149,12,12,0,34,3,17,0,12,4,77,4,166,6,4,0,32,0,16,0,5,0,9,0,81,27,10,3,29,0,13,0,10,0,15,0,120,40,8,0,32,5,19,4,0,0,11,0,122,36,9,0,24,3,3,0,3,0,3,0,84,22,0,0,12,0,4,0,0,0,0,0,41,8,0,0,3,0,0,0,3,0,0,0,19,14,0,0,9,3,0,0,5
LGA21750,0,0,0,3,0,0,0,0,3,46,0,58,0,0,0,0,0,0,0,5,0,14,0,19,0,4,0,0,0,0,0,3,0,7,0,10,0,0,0,0,0,0,0,5,0,5,0,17,0,5,0,0,0,5,0,7,0,57,0,72,0,7,0,3,0,5,0,13,0,26,0,57,8,5,0,7,0,10,0,22,8,236,10,311,6,18,0,10,0,17,3,40,7,142,3,251,6,23,3,14,7,29,3,31,4,124,0,252,17,30,8,33,8,33,0,41,3,118,5,306,17,7,3,37,3,22,3,10,8,19,0,130,55,11,4,51,9,14,6,15,5,37,0,212,130,28,6,77,11,36,6,10,3,34,0,344,77,14,3,55,5,4,5,3,0,16,0,180,53,7,0,30,0,7,4,0,7,11,0,116,28,4,0,14,0,0,0,0,0,6,0,51,49,6,5,33,10,7,0,6
LGA21830,3,0,0,0,0,0,0,0,0,34,0,42,0,0,0,0,0,0,0,0,0,15,0,24,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,7,3,3,0,0,0,0,0,6,0,55,3,81,0,0,0,4,0,3,0,11,0,24,0,36,11,6,0,0,0,3,0,21,4,209,3,262,11,5,3,14,0,17,0,36,4,115,0,198,11,18,0,16,0,24,3,26,5,81,0,186,23,20,3,32,0,23,4,23,0,71,0,201,15,9,0,42,3,14,0,3,6,15,0,109,26,6,0,37,0,14,0,4,7,18,0,121,91,17,4,80,4,19,6,4,3,23,0,244,63,8,3,50,0,5,0,5,0,8,0,138,40,7,0,26,4,10,0,4,0,11,0,103,25,5,0,6,3,3,0,0,0,3,0,47,45,9,0,30,4,4,0,4
LGA21890,0,0,0,0,0,0,0,0,0,281,3,296,6,4,0,0,0,0,0,3,5,118,5,140,0,0,0,0,0,0,0,15,8,61,0,79,0,0,0,0,0,0,0,11,0,45,0,58,0,3,0,3,0,8,0,27,8,289,4,352,0,8,0,9,0,12,0,58,9,120,3,221,6,21,0,7,4,36,4,87,11,1208,16,1404,12,54,3,10,0,85,9,108,6,439,3,732,12,88,4,51,9,114,19,115,26,299,8,743,45,127,15,151,21,139,32,104,21,286,8,947,48,84,3,189,12,132,21,73,9,95,3,668,105,88,8,209,31,134,14,47,11,99,0,746,612,151,12,580,64,225,34,85,11,82,0,1851,776,65,17,421,47,113,14,52,10,58,0,1579,740,40,6,317,30,71,17,24,6,29,5,1285,691,24,6,150,26,30,0,13,0,20,0,958,1424,46,12,308,48,140,18,27
LGA22110,0,4,0,4,0,0,0,0,0,120,4,142,0,0,0,0,0,0,0,5,0,63,0,70,0,0,0,0,0,0,0,12,0,26,0,43,0,0,0,0,0,4,0,11,0,26,0,51,0,7,0,5,0,3,0,19,3,167,3,225,0,5,0,0,0,10,0,49,0,135,0,200,5,23,5,9,0,22,0,90,12,1019,20,1207,10,28,3,22,3,23,10,132,11,524,14,775,29,49,8,31,0,52,10,104,17,446,4,753,50,83,8,98,10,68,12,78,9,363,9,783,26,26,4,93,9,45,8,35,5,105,0,361,62,45,6,96,6,46,7,28,8,94,0,396,173,53,12,166,18,69,8,27,18,93,4,644,137,20,11,98,10,29,8,16,10,37,0,371,78,9,3,59,8,20,3,9,0,29,0,222,67,7,0,26,0,5,0,8,3,6,0,126,83,11,9,49,4,24,3,13
LGA22170,0,0,0,0,0,0,0,7,5,222,6,245,0,0,0,0,0,0,0,4,4,70,0,81,0,0,0,0,0,0,0,17,0,58,0,81,0,0,0,0,0,0,0,12,5,42,0,56,0,10,0,0,0,3,0,21,5,228,0,276,0,8,0,4,0,10,3,56,8,143,4,231,6,28,6,11,0,27,3,97,15,1068,14,1258,4,34,5,9,4,64,3,130,28,651,12,948,15,58,3,38,8,160,14,146,25,557,9,1015,41,91,7,151,16,152,24,135,26,465,3,1110,67,49,7,189,19,154,14,64,16,138,0,718,168,71,11,194,31,148,8,55,9,139,3,832,674,110,11,484,63,234,37,67,24,151,0,1852,791,67,10,359,50,76,15,26,3,46,3,1445,542,29,13,220,45,74,9,17,0,47,3,1001,341,10,3,94,23,31,6,4,0,14,0,533,538,25,3,153,26,82,6,9
LGA22250,0,0,0,0,0,0,0,0,0,26,0,32,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,8,0,8,9,0,0,0,0,4,0,5,0,53,0,73,0,0,0,0,0,0,0,6,0,20,0,29,3,6,0,4,0,12,0,19,3,197,13,255,13,12,3,3,0,13,0,24,3,94,5,161,16,17,0,15,0,14,0,22,0,63,0,145,12,13,5,31,4,16,4,12,3,68,3,158,8,4,0,30,0,7,0,6,3,14,0,76,28,7,0,28,0,8,0,5,0,15,0,87,47,9,4,39,3,12,3,5,4,15,0,138,32,5,0,23,0,0,5,0,0,5,0,80,15,0,0,16,3,4,0,0,0,4,0,46,15,0,0,8,0,0,0,0,0,7,0,21,19,0,0,9,3,5,0,0
LGA22310,0,0,0,0,0,0,0,8,3,300,4,329,0,0,0,0,0,0,0,5,7,100,3,119,0,0,0,0,0,0,4,20,3,58,0,86,0,0,0,0,0,0,0,14,3,31,0,48,0,12,0,4,0,5,0,29,3,223,0,278,3,15,0,0,0,9,7,55,5,105,3,194,5,27,6,12,0,25,0,91,16,772,7,963,5,46,5,12,0,42,3,117,14,388,6,634,5,100,0,46,7,105,8,138,12,446,0,869,45,123,4,140,18,116,12,126,12,455,5,1066,39,70,3,124,14,118,15,94,10,159,0,645,73,62,8,200,17,136,13,79,10,184,0,775,485,148,17,415,48,241,18,134,19,271,12,1802,674,78,10,353,43,114,14,72,11,121,0,1501,638,52,3,263,46,95,9,45,5,96,5,1263,566,21,4,145,31,41,8,33,3,43,3,905,1497,85,12,425,54,250,19,115
LGA22410,6,0,0,0,0,0,0,0,0,41,0,45,0,0,0,0,0,0,0,4,3,26,0,29,0,0,0,0,0,0,0,0,3,12,0,15,0,0,0,0,0,0,0,0,0,9,0,21,5,4,0,3,0,0,0,11,0,67,0,88,0,0,0,0,0,4,0,26,4,41,0,73,0,4,0,3,0,12,0,32,3,301,13,372,8,8,4,8,0,22,0,42,6,161,0,258,19,19,4,24,0,30,0,25,5,126,0,256,21,13,0,32,8,41,8,22,9,110,0,244,14,9,6,43,3,41,0,10,0,26,0,148,29,16,6,35,0,21,5,7,3,29,0,155,97,32,0,79,4,58,5,9,9,17,0,316,66,15,0,60,10,12,0,9,3,8,3,188,58,3,0,40,4,7,4,4,4,8,3,145,27,0,0,17,4,3,4,0,0,3,0,60,59,7,5,31,7,9,0,4
LGA22490,3,0,0,0,0,0,0,0,0,36,0,45,0,0,0,0,0,0,0,4,0,13,0,18,0,0,0,0,0,0,0,0,0,13,0,22,0,0,0,0,0,0,0,0,0,16,0,14,0,0,0,0,0,0,0,13,0,62,0,79,5,3,0,0,0,0,0,10,4,31,0,53,0,0,4,0,0,13,0,25,3,228,0,282,6,4,0,3,0,10,3,32,5,143,6,214,7,15,0,6,0,29,0,33,12,108,0,215,11,15,0,45,4,25,0,23,6,88,0,237,14,13,0,42,4,31,7,24,0,27,3,158,31,10,3,43,3,24,0,11,5,14,0,149,101,27,4,107,11,40,10,14,4,24,0,332,115,17,3,61,6,15,5,8,4,7,0,246,78,11,7,43,15,13,4,3,0,4,0,182,45,0,0,16,0,0,0,3,0,3,0,77,75,3,0,42,9,21,0,8
LGA22620,0,0,0,0,0,3,0,0,0,150,3,164,0,4,0,0,0,0,0,7,0,89,0,100,0,0,0,0,0,0,0,3,0,52,0,61,0,0,0,0,0,0,0,10,0,31,0,40,0,6,6,0,0,6,0,24,5,256,8,308,0,8,0,3,0,6,4,61,9,158,0,247,3,25,4,16,0,44,0,102,13,1368,25,1605,16,46,4,18,3,79,7,166,25,771,6,1128,22,74,7,57,9,157,14,147,26,680,10,1203,72,125,12,172,24,134,22,146,32,590,14,1337,74,71,0,186,22,122,10,83,19,143,0,737,154,54,7,220,22,85,24,63,13,174,3,810,558,104,13,473,48,218,23,79,30,185,4,1726,484,54,8,303,44,62,16,25,9,91,0,1097,364,36,12,190,25,36,14,13,3,50,0,754,226,16,4,97,10,9,3,3,0,17,0,392,312,26,9,147,23,57,5,30
LGA22670,5,0,0,3,0,5,0,0,4,586,11,610,0,0,0,0,0,0,0,9,0,125,0,137,0,3,0,0,0,4,0,16,4,61,4,97,0,0,0,0,0,0,0,20,3,72,4,101,0,5,0,5,0,0,0,52,4,432,3,509,0,9,0,3,0,24,0,68,5,163,3,289,4,36,8,4,0,72,3,99,23,1528,38,1808,8,45,5,13,4,195,6,165,18,579,11,1038,22,81,10,45,4,218,12,92,18,399,8,923,95,124,11,208,18,207,15,116,20,337,6,1153,96,73,5,195,16,149,12,61,13,86,0,696,177,88,9,192,23,121,8,24,7,64,8,726,582,108,12,344,49,157,18,46,12,60,7,1393,426,30,7,187,27,57,4,14,0,39,5,793,299,23,6,91,14,38,5,10,5,19,3,505,199,7,0,48,6,6,5,4,5,5,0,291,243,10,7,60,9,26,0,4
LGA22750,3,0,0,0,0,5,0,0,6,483,11,508,0,0,0,0,0,0,0,13,6,188,10,228,0,0,0,4,0,4,0,29,7,104,0,148,0,0,0,0,0,3,0,32,5,91,0,138,3,15,0,5,0,12,4,69,10,608,14,745,3,23,7,5,0,24,5,112,18,360,0,548,0,43,5,21,4,59,12,251,33,2785,49,3259,8,83,9,32,7,119,8,315,58,1651,9,2297,18,172,7,99,7,260,21,338,59,1588,22,2575,92,252,12,336,38,324,40,305,56,1404,14,2868,106,137,7,376,50,251,23,169,29,383,4,1528,231,129,18,437,44,218,24,142,26,430,5,1713,1087,254,26,993,105,426,55,186,46,436,10,3619,1140,139,24,726,117,145,49,86,25,219,0,2669,879,61,16,489,60,141,23,46,8,119,3,1847,630,40,18,216,42,54,8,33,4,49,0,1100,1086,88,21,442,81,258,21,88
LGA22830,0,7,0,8,0,0,0,0,0,141,6,170,0,0,0,0,0,0,0,3,0,52,5,62,0,0,0,0,0,0,0,3,0,24,0,32,0,0,0,0,0,5,0,6,0,28,0,40,4,3,0,7,0,4,0,20,5,145,0,189,0,4,0,4,0,8,3,21,3,90,3,149,7,14,4,11,0,21,5,71,14,741,12,889,12,18,0,17,3,58,0,77,16,378,10,577,24,35,3,31,0,85,5,77,10,311,5,588,58,54,6,99,3,122,10,72,16,269,8,703,45,18,4,85,7,61,5,36,10,53,0,323,112,34,4,143,8,50,6,25,7,81,5,465,303,54,7,242,24,91,18,39,12,69,0,860,273,19,4,164,22,33,11,16,4,41,0,585,174,7,3,84,12,25,3,6,5,15,0,338,102,9,4,38,6,11,3,0,0,7,0,185,162,14,8,90,8,34,7,11
LGA22910,0,0,0,0,0,0,0,0,0,42,0,51,3,0,0,0,0,0,0,3,0,14,0,16,0,0,0,0,0,0,0,4,0,10,0,12,0,0,0,0,0,0,0,0,0,17,0,22,0,5,0,0,0,0,0,3,0,52,0,66,0,5,0,0,0,0,0,3,4,34,0,46,6,7,0,0,0,8,0,26,0,232,0,279,0,12,0,4,0,21,0,19,3,121,0,185,14,16,4,16,4,18,4,39,8,106,0,231,15,22,0,23,6,20,3,26,5,107,0,232,5,16,0,27,7,18,0,21,6,33,0,137,18,18,3,30,6,28,3,10,0,36,0,153,52,31,3,68,14,37,8,29,5,25,0,278,38,10,8,55,10,14,4,5,0,13,0,154,33,7,0,35,0,17,0,6,0,11,0,113,37,7,0,9,0,3,0,7,0,5,0,69,73,11,4,58,11,36,0,3
