LGA_CODE_2021,C16_SH_3b_NPGH_4,C16_SH_3b_NPGH_5,C16_SH_3b_NPGH_6_mor,C16_SH_3b_Tot,C16_SH_4mb_NPGH_2,C16_SH_4mb_NPGH_3,C16_SH_4mb_NPGH_4,C16_SH_4mb_NPGH_5,C16_SH_4mb_NPGH_6_mor,C16_SH_4mb_Tot,C16_SH_NB_NS_NPGH_2,C16_SH_NB_NS_NPGH_3,C16_SH_NB_NS_NPGH_4,C16_SH_NB_NS_NPGH_5,C16_SH_NB_NS_NPGH_6_mor,C16_SH_NB_NS_Tot,C16_SH_Tot_NPGH_2,C16_SH_Tot_NPGH_3,C16_SH_Tot_NPGH_4,C16_SH_Tot_NPGH_5,C16_SH_Tot_NPGH_6_mor,C16_SH_Tot_Tot,C16_SDRTHT_0b_s_a_b_NPGH_2,C16_SDRTHT_0b_s_a_b_NPGH_3,C16_SDRTHT_0b_s_a_b_NPGH_4,C16_SDRTHT_0b_s_a_b_NPGH_5,C16_SDRTHT_0b_s_a_b_NPGH_6mor,C16_SDRTHT_0b_s_a_b_Tot,C16_SDRTHT_1b_NPGH_2,C16_SDRTHT_1b_NPGH_3,C16_SDRTHT_1b_NPGH_4,C16_SDRTHT_1b_NPGH_5,C16_SDRTHT_1b_NPGH_6_mor,C16_SDRTHT_1b_Tot,C16_SDRTHT_2b_NPGH_2,C16_SDRTHT_2b_NPGH_3,C16_SDRTHT_2b_NPGH_4,C16_SDRTHT_2b_NPGH_5,C16_SDRTHT_2b_NPGH_6_mor,C16_SDRTHT_2b_Tot,C16_SDRTHT_3b_NPGH_2,C16_SDRTHT_3b_NPGH_3,C16_SDRTHT_3b_NPGH_4,C16_SDRTHT_3b_NPGH_5,C16_SDRTHT_3b_NPGH_6_mor,C16_SDRTHT_3b_Tot,C16_SDRTHT_4mb_NPGH_2,C16_SDRTHT_4mb_NPGH_3,C16_SDRTHT_4mb_NPGH_4,C16_SDRTHT_4mb_NPGH_5,C16_SDRTHT_4mb_NPGH_6_mor,C16_SDRTHT_4mb_Tot,C16_SDRTHT_NB_NS_NPGH_2,C16_SDRTHT_NB_NS_NPGH_3,C16_SDRTHT_NB_NS_NPGH_4,C16_SDRTHT_NB_NS_NPGH_5,C16_SDRTHT_NB_NS_NPGH_6_mor,C16_SDRTHT_NB_NS_Tot,C16_SDRTHT_Tot_NPGH_2,C16_SDRTHT_Tot_NPGH_3,C16_SDRTHT_Tot_NPGH_4,C16_SDRTHT_Tot_NPGH_5,C16_SDRTHT_Tot_NPGH_6_mor,C16_SDRTHT_Tot_Tot,C16_F_a_0b_s_a_b_NPGH_2,C16_F_a_0b_s_a_b_NPGH_3,C16_F_a_0b_s_a_b_NPGH_4,C16_F_a_0b_s_a_b_NPGH_5,C16_F_a_0b_s_a_b_NPGH_6_mor,C16_F_a_0b_s_a_b_Tot,C16_F_a_1b_NPGH_2,C16_F_a_1b_NPGH_3,C16_F_a_1b_NPGH_4,C16_F_a_1b_NPGH_5,C16_F_a_1b_NPGH_6_mor,C16_F_a_1b_Tot,C16_F_a_2b_NPGH_2,C16_F_a_2b_NPGH_3,C16_F_a_2b_NPGH_4,C16_F_a_2b_NPGH_5,C16_F_a_2b_NPGH_6_mor,C16_F_a_2b_Tot,C16_F_a_3b_NPGH_2,C16_F_a_3b_NPGH_3,C16_F_a_3b_NPGH_4,C16_F_a_3b_NPGH_5,C16_F_a_3b_NPGH_6_mor,C16_F_a_3b_Tot,C16_F_a_4mb_NPGH_2,C16_F_a_4mb_NPGH_3,C16_F_a_4mb_NPGH_4,C16_F_a_4mb_NPGH_5,C16_F_a_4mb_NPGH_6_mor,C16_F_a_4mb_Tot,C16_F_a_NB_NS_NPGH_2,C16_F_a_NB_NS_NPGH_3,C16_F_a_NB_NS_NPGH_4,C16_F_a_NB_NS_NPGH_5,C16_F_a_NB_NS_NPGH_6_mor,C16_F_a_NB_NS_Tot,C16_F_a_Tot_NPGH_2,C16_F_a_Tot_NPGH_3,C16_F_a_Tot_NPGH_4,C16_F_a_Tot_NPGH_5,C16_F_a_Tot_NPGH_6_mor,C16_F_a_Tot_Tot,C16_OD_0b_s_a_b_NPGH_2,C16_OD_0b_s_a_b_NPGH_3,C16_OD_0b_s_a_b_NPGH_4,C16_OD_0b_s_a_b_NPGH_5,C16_OD_0b_s_a_b_NPGH_6_mor,C16_OD_0b_s_a_b_Tot,C16_OD_1b_NPGH_2,C16_OD_1b_NPGH_3,C16_OD_1b_NPGH_4,C16_OD_1b_NPGH_5,C16_OD_1b_NPGH_6_mor,C16_OD_1b_Tot,C16_OD_2b_NPGH_2,C16_OD_2b_NPGH_3,C16_OD_2b_NPGH_4,C16_OD_2b_NPGH_5,C16_OD_2b_NPGH_6_mor,C16_OD_2b_Tot,C16_OD_3b_NPGH_2,C16_OD_3b_NPGH_3,C16_OD_3b_NPGH_4,C16_OD_3b_NPGH_5,C16_OD_3b_NPGH_6_mor,C16_OD_3b_Tot,C16_OD_4mb_NPGH_2,C16_OD_4mb_NPGH_3,C16_OD_4mb_NPGH_4,C16_OD_4mb_NPGH_5,C16_OD_4mb_NPGH_6_mor,C16_OD_4mb_Tot,C16_OD_NB_NS_NPGH_2,C16_OD_NB_NS_NPGH_3,C16_OD_NB_NS_NPGH_4,C16_OD_NB_NS_NPGH_5,C16_OD_NB_NS_NPGH_6_mor,C16_OD_NB_NS_Tot,C16_OD_Tot_NPGH_2,C16_OD_Tot_NPGH_3,C16_OD_Tot_NPGH_4,C16_OD_Tot_NPGH_5,C16_OD_Tot_NPGH_6_mor,C16_OD_Tot_Tot,C16_DS_NS_NPGH_2,C16_DS_NS_NPGH_3,C16_DS_NS_NPGH_4,C16_DS_NS_NPGH_5,C16_DS_NS_NPGH_6_mor,C16_DS_NS_Tot,C16_Tot_NPGH_2,C16_Tot_NPGH_3,C16_Tot_NPGH_4,C16_Tot_NPGH_5,C16_Tot_NPGH_6_mor,C16_Tot_Tot,C21_SH_0b_s_a_b_NPGH_2,C21_SH_0b_s_a_b_NPGH_3,C21_SH_0b_s_a_b_NPGH_4,C21_SH_0b_s_a_b_NPGH_5,C21_SH_0b_s_a_b_NPGH_6_mor,C21_SH_0b_s_a_b_Tot,C21_SH_1b_NPGH_2,C21_SH_1b_NPGH_3,C21_SH_1b_NPGH_4,C21_SH_1b_NPGH_5,C21_SH_1b_NPGH_6_mor,C21_SH_1b_Tot,C21_SH_2b_NPGH_2,C21_SH_2b_NPGH_3,C21_SH_2b_NPGH_4,C21_SH_2b_NPGH_5,C21_SH_2b_NPGH_6_mor,C21_SH_2b_Tot,C21_SH_3b_NPGH_2,C21_SH_3b_NPGH_3,C21_SH_3b_NPGH_4,C21_SH_3b_NPGH_5,C21_SH_3b_NPGH_6_mor,C21_SH_3b_Tot,C21_SH_4mb_NPGH_2,C21_SH_4mb_NPGH_3,C21_SH_4mb_NPGH_4,C21_SH_4mb_NPGH_5,C21_SH_4mb_NPGH_6_mor,C21_SH_4mb_Tot,C21_SH_NB_NS_NPGH_2,C21_SH_NB_NS_NPGH_3,C21_SH_NB_NS_NPGH_4,C21_SH_NB_NS_NPGH_5,C21_SH_NB_NS_NPGH_6_mor,C21_SH_NB_NS_Tot,C21_SH_Tot_NPGH_2,C21_SH_Tot_NPGH_3,C21_SH_Tot_NPGH_4,C21_SH_Tot_NPGH_5
LGA10850,0,0,0,22,3,0,0,0,0,9,0,0,0,0,0,0,39,4,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,4,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,21,0,0,0,0,19,11,0,0,0,0,12,0,0,0,0,0,0,43,4,0,0
LGA10900,0,5,0,357,132,33,14,7,3,191,26,0,0,0,0,26,652,72,16,8,3,754,0,0,0,0,0,0,4,0,0,0,0,4,21,0,0,0,0,21,16,0,0,0,0,21,0,0,0,0,0,3,0,0,0,0,0,0,41,0,0,0,0,52,0,0,0,0,0,0,5,3,0,0,0,5,22,5,0,0,0,24,8,4,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,4,34,8,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,736,78,26,14,3,851,5,0,0,0,0,5,3,4,0,0,0,8,134,6,0,0,0,137,288,32,9,0,0,328,145,33,16,4,0,202,0,0,0,0,0,5,580,71,29,4
LGA10950,0,0,0,13,6,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0
LGA11150,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,9,6,0,0
LGA11200,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,21,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0
LGA11250,0,0,0,96,21,0,0,0,0,21,6,0,0,0,0,12,163,12,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,16,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,45,79,11,0,0,0,92,10,4,0,0,0,20,6,0,0,0,0,6,138,14,0,0
LGA11300,12,3,8,100,26,16,30,22,27,113,9,7,0,0,3,18,105,65,40,22,34,268,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,5,0,19,20,14,0,0,0,42,5,7,6,10,4,31,5,0,0,0,0,5,48,24,13,15,3,97,3,5,3,0,0,8,46,7,0,0,0,57,302,179,60,24,6,567,40,80,63,11,15,215,0,3,13,10,4,25,22,8,7,5,3,37,412,279,145,47,26,917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12,0,0,0,0,11,580,366,199,81,72,1299,3,0,0,0,0,3,4,0,0,0,0,3,8,3,0,0,0,20,37,23,0,0,4,56,27,28,26,23,17,119,3,0,0,3,0,14,78,50,31,28
LGA11350,9,11,0,325,94,50,38,24,8,212,21,10,0,0,0,35,463,147,55,32,3,703,0,0,0,0,0,0,0,0,0,0,0,0,21,6,0,0,0,27,43,26,9,4,0,73,0,0,0,0,0,5,0,0,0,0,0,5,67,34,7,4,0,106,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,16,5,0,0,0,25,0,0,0,0,0,0,3,0,0,0,0,3,48,8,0,0,0,54,0,0,0,0,0,0,5,0,0,0,0,5,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,21,9,0,0,0,0,17,597,194,69,38,8,899,6,0,0,0,0,8,21,9,3,0,0,30,119,8,3,0,0,130,205,120,26,6,5,361,123,87,63,34,11,317,8,8,3,0,0,16,482,222,96,49
LGA11400,0,0,0,29,17,4,0,0,0,20,4,0,0,0,0,4,63,7,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,13,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,37,0,0,0,0,37,13,7,0,0,0,18,0,0,0,0,0,0,65,7,0,0
LGA11450,0,0,0,133,117,26,11,3,4,164,4,4,0,0,0,11,258,46,14,3,4,326,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,11,0,4,0,0,0,5,0,0,0,0,0,0,21,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,286,46,14,3,4,363,4,0,0,0,0,4,9,0,0,0,0,9,31,0,0,0,0,30,141,12,3,0,0,155,214,67,30,13,6,333,5,5,0,0,0,13,405,83,32,8
LGA11500,14,5,0,491,145,44,27,13,7,240,17,9,0,0,0,26,643,115,44,21,9,825,0,0,0,0,0,0,6,0,0,0,0,6,105,0,0,0,0,105,76,13,4,3,0,97,7,5,3,0,0,18,7,0,0,0,0,10,200,22,8,0,0,231,3,0,0,0,0,3,6,0,0,0,0,6,68,0,0,0,0,74,9,5,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,92,7,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,942,136,56,22,9,1164,0,0,0,0,0,0,10,0,0,0,0,8,72,6,0,0,0,80,461,56,7,4,0,526,234,56,33,20,12,358,16,9,0,0,0,30,795,129,44,21
LGA11520,7,0,5,122,26,14,23,11,13,92,14,6,8,0,0,23,160,75,37,16,12,302,0,0,0,0,0,0,0,0,0,0,0,0,30,3,0,0,0,34,24,21,8,0,0,43,4,6,0,0,0,8,5,0,0,0,0,5,59,26,7,0,7,91,7,7,0,0,0,10,84,14,0,0,0,99,781,198,64,8,11,1065,115,179,50,20,0,369,5,4,8,4,3,24,28,8,9,3,0,48,1027,403,130,35,15,1609,0,0,0,0,0,0,0,0,0,0,0,4,22,0,4,0,0,25,4,3,3,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,25,9,4,0,0,42,7,4,0,0,0,10,1280,511,173,54,36,2055,0,0,0,0,0,0,0,0,0,0,0,5,37,0,0,0,0,37,62,42,8,5,0,109,35,26,25,15,8,114,4,0,5,0,0,9,140,60,31,19
LGA11570,36,25,19,599,170,81,62,47,36,396,45,12,8,14,11,92,855,239,109,84,75,1369,0,0,0,0,0,0,17,3,0,0,0,22,110,14,3,0,0,121,122,35,9,3,4,175,55,22,20,6,13,113,21,3,4,3,0,35,327,76,30,17,18,469,13,0,0,0,0,15,60,7,4,0,0,72,863,204,129,35,25,1257,73,62,42,13,17,204,9,5,5,7,0,21,53,13,11,9,6,100,1068,293,194,72,52,1670,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,0,0,23,9,7,4,0,0,23,0,0,0,0,0,0,0,0,0,0,0,6,26,14,4,0,4,52,12,5,4,0,0,22,2290,626,344,178,148,3587,6,0,0,0,0,10,15,8,4,0,0,27,241,26,6,0,0,277,427,143,46,13,20,659,238,88,143,62,68,599,25,12,8,5,12,68,955,273,206,90
LGA11600,0,0,0,12,9,0,0,0,0,11,3,0,0,0,0,3,26,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,32,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,13,3,4,0,0,0,12,0,0,0,0,0,3,14,9,0,0
LGA11650,22,3,0,1259,517,129,77,38,11,775,85,16,4,0,0,107,2241,329,108,42,17,2729,0,0,0,0,0,0,3,0,0,0,0,3,181,6,0,0,0,184,207,33,0,3,0,249,11,7,0,6,0,26,15,0,0,0,0,21,424,50,0,3,3,484,0,0,0,0,0,3,20,0,0,0,0,20,236,9,3,0,0,250,103,24,4,0,0,139,12,0,4,0,0,14,6,0,0,0,0,11,380,39,9,0,0,435,3,0,0,0,0,3,12,0,0,0,0,12,24,3,0,0,0,28,0,3,0,0,0,5,0,0,0,0,0,5,4,0,0,0,0,4,48,3,0,0,0,55,13,0,0,0,0,15,3097,426,118,51,14,3712,10,0,0,0,0,10,40,3,0,0,0,50,517,28,4,0,0,550,1065,141,26,4,0,1236,610,155,92,30,19,902,48,13,0,0,0,65,2293,343,122,38
LGA11700,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,8,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0
LGA11720,0,0,0,235,65,13,6,4,0,89,13,0,0,0,0,14,399,40,10,9,0,452,0,0,0,0,0,0,5,0,0,0,0,5,27,0,0,0,0,27,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,49,4,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,463,42,10,9,0,521,0,0,0,0,0,0,9,0,0,0,0,9,94,7,0,0,0,104,212,31,3,0,0,245,99,22,4,5,7,129,10,0,0,0,0,6,416,60,10,3
LGA11730,3,0,0,248,84,12,4,0,0,100,23,7,0,0,0,26,462,40,8,0,0,508,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,0,0,21,17,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,41,0,0,0,0,0,0,4,0,0,0,0,4,23,0,0,0,0,26,8,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,37,6,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,21,5,0,0,0,27,5,0,0,0,0,5,557,47,11,0,0,615,3,0,0,0,0,0,10,0,0,0,0,13,124,3,0,0,0,132,259,23,3,0,0,285,121,16,3,0,4,140,19,3,0,4,0,25,528,49,9,0
LGA11750,0,0,0,20,5,0,0,0,0,10,3,0,0,0,0,3,31,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,10,0,0,0,0,10,9,0,0,0,0,12,0,0,0,0,0,0,22,3,0,0
LGA11800,10,4,0,313,136,29,18,9,8,198,19,3,5,0,0,31,522,76,29,15,11,648,0,0,0,0,0,0,3,0,0,0,0,3,67,3,0,0,0,65,53,13,5,0,0,64,4,0,3,0,0,6,4,0,0,0,0,3,131,14,7,0,0,157,0,0,0,0,0,0,11,0,0,0,0,11,104,13,0,0,0,116,29,8,0,0,3,41,5,0,0,0,0,9,7,0,0,0,0,8,150,22,5,0,3,185,0,0,0,0,0,0,3,0,0,0,0,3,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,22,12,0,0,0,0,16,840,115,43,17,14,1025,3,0,0,0,0,3,8,3,0,0,0,10,86,8,3,0,0,99,251,47,6,0,0,305,179,42,27,11,7,264,11,0,0,0,0,20,534,100,35,10
LGA12000,0,0,0,21,3,3,0,0,0,5,0,0,0,0,0,0,27,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,15,16,0,3,0,0,19,6,0,0,0,0,6,33,0,3,0
LGA12150,0,0,0,19,4,4,0,0,0,11,0,0,0,0,0,0,34,4,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,21,0,0,0,0,21,14,0,0,0,0,11,0,0,0,0,0,0,36,0,0,0
LGA12160,0,0,0,48,8,4,0,0,0,10,7,0,0,0,0,7,84,6,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,90,6,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,14,37,3,0,0,0,33,11,4,0,0,0,20,0,0,0,0,0,0,59,8,0,0
LGA12350,0,0,0,43,16,0,0,0,0,16,0,0,0,0,0,5,86,8,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,8,0,0,0,104,0,0,0,0,0,0,6,0,0,0,0,6,24,4,0,0,0,29,59,4,0,0,0,69,20,5,0,0,0,21,3,0,0,0,0,6,108,12,3,0
LGA12380,63,46,69,550,84,71,91,60,105,408,53,18,17,17,29,137,570,225,185,129,221,1329,0,0,0,0,0,0,11,0,0,0,0,11,80,3,8,5,4,104,79,42,22,13,20,174,34,15,18,9,18,87,13,7,0,4,3,26,213,72,44,34,42,408,4,0,0,0,0,9,30,4,7,4,0,47,478,202,146,78,55,956,54,84,50,33,56,269,5,0,4,7,4,26,46,23,17,15,16,113,611,306,221,149,138,1421,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,8,4,4,3,0,3,15,0,0,0,0,3,6,0,0,0,0,0,0,11,4,7,4,8,34,18,5,0,0,0,32,1429,617,460,307,406,3217,3,0,0,0,0,6,17,3,0,3,3,28,153,40,16,4,0,210,275,159,71,34,24,561,157,96,124,96,91,569,27,21,9,6,7,64,628,321,231,145
