LGA_CODE_2021,C21_CF_1P1NW_Tot,C21_CF_1A1NW_Neg_ni_inc,C21_CF_1A1NW_1_149,C21_CF_1A1NW_150_399,C21_CF_1A1NW_400_649,C21_CF_1A1NW_650_799,C21_CF_1A1NW_800_1249,C21_CF_1A1NW_1250_1999,C21_CF_1A1NW_2000_2499,C21_CF_1A1NW_2500_2999,C21_CF_1A1NW_3000_3999,C21_CF_1A1NW_4000more,C21_CF_1A1NW_Ns,C21_CF_1A1NW_Tot,C21_CF_BA_Neg_ni_inc,C21_CF_BA_1_149,C21_CF_BA_150_399,C21_CF_BA_400_649,C21_CF_BA_650_799,C21_CF_BA_800_1249,C21_CF_BA_1250_1999,C21_CF_BA_2000_2499,C21_CF_BA_2500_2999,C21_CF_BA_3000_3999,C21_CF_BA_4000more,C21_CF_BA_Ns,C21_CF_BA_Tot,C21_CF_BNW_Neg_ni_inc,C21_CF_BNW_1_149,C21_CF_BNW_150_399,C21_CF_BNW_400_649,C21_CF_BNW_650_799,C21_CF_BNW_800_1249,C21_CF_BNW_1250_1999,C21_CF_BNW_2000_2499,C21_CF_BNW_2500_2999,C21_CF_BNW_3000_3999,C21_CF_BNW_4000more,C21_CF_BNW_Ns,C21_CF_BNW_Tot,C21_CF_LFns_Neg_ni_inc,C21_CF_LFns_1_149,C21_CF_LFns_150_399,C21_CF_LFns_400_649,C21_CF_LFns_650_799,C21_CF_LFns_800_1249,C21_CF_LFns_1250_1999,C21_CF_LFns_2000_2499,C21_CF_LFns_2500_2999,C21_CF_LFns_3000_3999,C21_CF_LFns_4000more,C21_CF_LFns_Ns,C21_CF_LFns_Tot,C21_C_f_c_Tot_Fi_Neg_ni_inc,C21_C_f_c_Tot_Fi_1_149,C21_C_f_c_Tot_Fi_150_399,C21_C_f_c_Tot_Fi_400_649,C21_CF_c_Tot_Fi_650_799,C21_CF_c_Tot_Fi_800_1249,C21_CF_c_Tot_Fi_1250_1999,C21_CF_c_Tot_Fi_2000_2499,C21_CF_c_Tot_Fi_2500_2999,C21_CF_c_Tot_Fi_3000_3999,C21_CF_c_Tot_Fi_4000more,C21_C_f_with_c_TotFI_Ns,C21_C_f_with_c_Tot_Tot,C21_1PF_F_Neg_ni_inc,C21_1PF_F_1_149,C21_1PF_F_150_399,C21_1PF_F_400_649,C21_1PF_F_650_799,C21_1PF_F_800_1249,C21_1PF_F_1250_1999,C21_1PF_F_2000_2499,C21_1PF_F_2500_2999,C21_1PF_F_3000_3999,C21_1PF_F_4000more,C21_1PF_F_Ns,C21_1PF_F_Tot,C21_1PF_P_Neg_ni_inc,C21_1PF_P_1_149,C21_1PF_P_150_399,C21_1PF_P_400_649,C21_1PF_P_650_799,C21_1PF_P_800_1249,C21_1PF_P_1250_1999,C21_1PF_P_2000_2499,C21_1PF_P_2500_2999,C21_1PF_P_3000_3999,C21_1PF_P_4000more,C21_1PF_P_Ns,C21_1PF_P_Tot,C21_1PF_A_Neg_ni_inc,C21_1PF_A_1_149,C21_1PF_A_150_399,C21_1PF_A_400_649,C21_1PF_A_650_799,C21_1PF_A_800_1249,C21_1PF_A_1250_1999,C21_1PF_A_2000_2499,C21_1PF_A_2500_2999,C21_1PF_A_3000_3999,C21_1PF_A_4000_more,C21_1PF_A_Ns,C21_1PF_A_Tot,C21_1PF_U_Neg_ni_inc,C21_1PF_U_1_149,C21_1PF_U_150_399,C21_1PF_U_400_649,C21_1PF_U_650_799,C21_1PF_U_800_1249,C21_1PF_U_1250_1999,C21_1PF_U_2000_2499,C21_1PF_U_2500_2999,C21_1PF_U_3000_3999,C21_1PF_U_4000_more,C21_1PF_U_Ns,C21_1PF_U_Tot,C21_1PF_N_lf_Fi_Neg_ni_inc,C21_1PF_N_lf_Fi_1_149,C21_1PF_N_lf_Fi_150_399,C21_1PF_N_lf_Fi_400_649,C21_1PF_N_lf_Fi_650_799,C21_1PF_N_lf_Fi_800_1249,C21_1PF_N_lf_Fi_1250_1999,C21_1PF_N_lf_Fi_2000_2499,C21_1PF_N_lf_Fi_2500_2999,C21_1PF_N_lf_Fi_3000_3999,C21_1PF_N_lf_Fi_4000_more,C21_1PF_N_lf_Fi_Ns,C21_1PF_N_the_lf_Tot,C21_1PF_LFns_Neg_ni_inc,C21_1PF_LFns_1_149,C21_1PF_LFns_150_399,C21_1PF_LFns_400_649,C21_1PF_LFns_Fi_650_799,C21_1PF_LFns_Fi_800_1249,C21_1PF_LFns_Fi_1250_1999,C21_1PF_LFns_Fi_2000_2499,C21_1PF_LFns_Fi_2500_2999,C21_1PF_LFns_Fi_3000_3999,C21_1PF_LFns_4000more,C21_1PF_LFns_Ns,C21_1PF_LFns_Tot,C21_1PF_TotFI_Neg_ni_inc,C21_1PF_TotFI_1_149,C21_1PF_TotFI_150_399,C21_1PF_TotFI_400_649,C21_1PF_TotFI_650_799,C21_1PF_TotFI_800_1249,C21_1PF_TotFI_1250_1999,C21_1PF_TotFI_2000_2499,C21_1PF_TotFI_2500_2999,C21_1PF_TotFI_3000_3999,C21_1PF_TotFI_4000more,C21_One_par_f_TotFI_Ns,C21_One_parent_f_Tot_Tot,C21_TotFI_Neg_ni_inc,C21_TotFI_1_149,C21_TotFI_150_399,C21_TotFI_400_649,C21_TotFI_650_799,C21_TotFI_800_1249,C21_TotFI_1250_1999,C21_TotFI_2000_2499,C21_TotFI_2500_2999,C21_TotFI_3000_3999,C21_TotFI_4000_more,C21_TotFI_Ns,C21_Tot_Tot
LGA57910,1246,0,0,0,11,10,21,72,27,20,35,44,29,260,0,0,0,0,3,0,21,23,26,22,66,34,197,88,12,64,130,112,299,384,193,106,126,107,133,1759,0,0,0,6,0,7,13,9,3,3,9,1491,1544,109,25,99,278,315,1270,3439,2910,2412,4559,8018,2483,25915,5,0,3,33,55,384,916,579,229,248,286,257,2994,3,10,66,238,241,566,512,198,70,70,56,144,2161,4,0,4,14,20,37,53,24,13,13,3,34,224,20,6,62,106,42,65,36,10,11,4,0,31,392,108,31,180,540,253,729,568,177,97,59,58,209,3015,3,0,0,4,0,3,5,4,0,0,0,66,87,140,47,321,929,615,1786,2094,987,416,388,408,740,8871,685,227,637,2082,2748,5945,9760,6777,5025,7943,11803,5018,58636
LGA57980,76,0,0,0,0,0,4,0,0,0,0,3,0,9,0,0,0,0,0,0,0,3,0,0,4,0,8,0,0,0,4,4,10,15,6,5,5,7,0,55,0,0,0,0,0,0,0,0,0,0,0,93,97,0,0,4,9,6,35,103,139,105,258,982,143,1791,0,0,0,0,0,12,60,47,15,19,57,24,236,0,0,5,14,9,28,32,21,4,8,8,10,142,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,5,5,0,6,3,0,0,0,0,3,26,14,0,7,15,5,18,16,10,4,5,4,12,122,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,11,35,24,66,121,72,25,34,78,53,539,44,16,34,92,114,283,520,406,325,579,1599,326,4340
LGA58050,922,5,0,3,4,7,24,64,48,30,41,41,39,305,0,0,0,0,0,6,17,17,24,37,29,36,163,38,7,34,102,95,217,277,114,59,69,33,119,1158,3,0,3,8,4,9,13,7,4,3,7,1899,1958,55,7,63,186,229,1104,3597,3202,2634,3296,2928,2802,20120,8,0,7,38,64,428,840,458,212,177,95,192,2514,5,7,41,195,219,499,367,144,70,35,22,102,1702,4,0,7,25,18,39,56,26,12,8,4,44,257,12,7,43,100,47,51,38,11,6,11,0,15,343,102,38,157,432,253,533,399,117,55,34,20,174,2313,3,0,3,0,0,7,3,0,0,0,0,45,74,136,49,263,785,597,1559,1703,754,355,271,145,577,7196,484,155,433,1448,2052,4330,7755,5861,4356,5148,4070,4647,40737
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,8,3,6,0,0,20,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,16,0,0,0,9,6,14,18,6,9,4,0,17,85
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,8,4,6,5,14,57,0,0,0,0,0,0,3,0,0,0,0,3,10,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,4,3,0,0,0,0,4,18,9,0,5,13,11,19,25,15,11,12,19,25,145
LGA58330,15,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,10,15,4,0,0,3,6,39,0,0,0,0,0,0,0,0,0,0,0,58,59,0,0,0,4,4,22,72,43,42,50,35,93,374,0,0,0,0,0,6,14,3,0,5,0,5,38,0,0,0,8,6,12,6,0,0,0,0,5,30,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,0,0,0,7,4,0,10,16,3,11,13,0,0,0,0,8,64,0,0,0,0,0,0,0,0,0,0,0,3,10,4,0,10,25,15,33,28,5,0,3,0,18,148,16,5,14,71,112,188,218,128,90,125,82,197,1243
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,13,0,0,4,5,10,16,11,7,8,0,0,15,69
LGA58470,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,3,3,9,12,3,0,3,4,8,36
LGA58510,166,0,0,0,0,0,4,5,8,3,9,8,5,41,0,0,0,0,0,0,0,4,3,12,11,0,30,10,0,3,16,17,29,47,11,5,4,11,15,172,0,0,0,0,0,0,4,0,4,0,0,220,229,11,4,3,31,43,148,430,383,343,665,1012,319,3398,0,0,0,0,8,41,104,85,31,38,51,32,396,0,0,8,32,26,73,60,17,11,14,4,12,252,0,0,0,0,3,9,10,3,0,4,0,0,24,0,0,7,11,9,9,8,0,0,0,0,0,45,18,9,21,58,43,82,59,27,7,7,7,31,367,0,0,0,0,0,0,0,0,0,0,0,4,5,20,9,34,100,85,203,245,132,56,60,59,90,1092,96,21,76,236,338,748,1406,1048,856,1327,1821,734,8716
LGA58540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,3,0,5,17,11,7,8,14,18,80,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,8,0,0,0,7,14,21,35,18,21,33,28,36,206
LGA58570,97,0,0,0,0,0,0,7,3,0,5,0,0,18,0,0,0,0,0,0,0,0,3,3,7,0,21,7,0,9,15,7,37,35,19,15,7,8,14,170,0,0,0,0,0,0,0,4,0,0,0,170,174,7,0,13,26,22,91,250,243,291,654,1626,263,3488,0,0,0,5,5,35,109,94,21,44,76,31,422,3,0,4,31,27,73,74,23,3,10,11,13,265,0,0,0,0,8,3,3,3,4,0,0,0,26,4,0,9,7,5,0,8,0,0,0,0,4,27,14,6,14,32,37,66,59,16,15,10,12,21,305,0,0,0,0,0,0,0,0,0,0,0,4,5,23,7,19,74,74,182,252,137,51,61,101,73,1051,77,22,59,178,259,582,1094,861,824,1416,2812,664,8843
LGA58610,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,0,5,8,23,21,21,15,14,32,131,0,0,0,0,3,7,5,4,0,0,0,0,19,0,0,0,0,0,3,0,0,4,0,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,12,0,0,0,0,0,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,10,22,9,4,4,0,0,9,65,5,5,8,21,48,62,80,52,47,39,30,57,427
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,10,4,3,9,7,17,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,12,0,0,0,3,12,17,25,19,7,15,20,27,138
LGA58760,1326,0,0,3,7,13,54,113,79,38,41,39,45,428,0,0,5,0,0,4,36,30,55,66,57,88,336,80,15,43,109,137,288,408,182,84,96,41,143,1627,0,0,0,5,0,10,21,8,5,6,15,2775,2845,101,22,78,232,323,1344,4734,4217,3819,5217,4725,4178,28985,3,3,8,27,69,549,1111,599,261,255,142,308,3334,4,11,84,310,321,679,587,191,76,66,25,183,2536,6,0,8,28,21,59,69,36,21,20,9,58,334,25,4,56,156,47,85,56,29,16,9,11,36,517,144,27,189,600,370,728,510,163,80,57,28,235,3139,3,0,3,4,4,3,0,7,0,0,0,53,81,178,48,348,1127,837,2103,2338,1019,453,404,214,873,9937,693,183,628,2110,2878,5920,10353,7645,6035,7649,6219,6724,57037
LGA58820,19,0,0,0,0,0,0,5,0,4,0,3,0,17,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,3,0,10,6,4,6,6,0,8,42,0,0,0,0,0,0,0,0,0,0,0,56,56,0,0,0,3,4,21,65,53,48,67,67,105,434,0,0,0,0,0,10,8,0,0,4,0,9,32,0,0,0,4,9,8,9,0,0,0,0,6,29,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,11,0,3,7,9,0,18,4,0,4,0,0,9,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,22,9,30,25,7,3,9,3,28,144,20,15,17,50,102,146,174,110,88,109,105,178,1118
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,9,9,3,8,9,12,73,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,18,3,3,0,8,13,31,37,20,9,22,25,34,204
LGA59030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,3,23,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,0,0,0,3,5,12,15,4,3,6,5,7,66
LGA59100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,10,9,12,3,5,13,57,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,0,0,0,0,16,0,0,0,4,12,28,36,18,12,11,12,26,164
LGA59170,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,6,23,16,12,20,18,17,106,0,0,0,0,0,0,4,3,0,0,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,6,7,0,0,0,0,24,3,0,0,3,18,16,58,40,25,36,38,27,265
LGA59250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,3,0,0,0,0,0,0,17,0,0,10,10,3,8,8,0,0,3,0,4,55
LGA59310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,13,13,0,0,0,0,4,6,21,18,18,11,12,25,118,0,0,0,0,0,0,0,0,3,0,0,7,12,0,0,0,3,0,5,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,8,6,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,3,10,10,0,3,0,0,8,59,0,4,5,21,31,44,51,40,27,36,25,41,332
LGA59320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,4,3,3,6,53,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,3,0,0,0,0,0,13,0,0,0,3,9,16,27,20,3,11,10,19,115
LGA59330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,4,0,8,0,33,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,6,0,0,0,0,0,16,0,0,0,11,17,9,20,15,6,8,9,6,106
LGA59340,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,4,21,14,29,7,8,4,3,0,7,96,0,0,0,0,0,0,3,0,0,0,0,64,73,5,5,4,25,20,46,66,72,64,99,89,117,605,0,0,0,0,5,13,35,18,4,0,0,9,97,0,0,0,10,3,13,11,3,0,0,0,8,48,0,0,0,4,0,4,0,0,0,0,0,5,9,0,0,0,4,0,3,0,0,0,0,0,0,11,3,8,32,37,17,32,29,10,0,0,0,17,185,0,0,0,0,0,0,0,0,0,0,0,16,20,8,8,33,59,24,62,75,30,8,5,0,47,358,20,12,49,103,67,150,205,184,145,204,158,234,1546
LGA59350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,11,0,0,0,0,0,5,14,6,0,3,0,9,29
LGA59360,3,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,5,5,5,5,12,0,20,63,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,5,0,0,8,25,0,0,0,12,14,29,30,21,24,25,16,38,210
LGA59370,14,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,8,0,0,0,0,5,4,10,0,4,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,14,0,0,0,3,4,17,64,39,40,38,29,39,269,0,0,0,6,0,9,12,10,0,0,6,3,41,0,0,0,9,3,10,4,4,3,0,0,5,33,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,0,0,5,0,0,0,0,0,0,11,0,0,0,11,8,14,4,0,0,0,0,4,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,21,8,28,24,14,6,0,6,15,133,16,0,19,54,95,144,177,100,78,63,69,108,930
LGA59499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA59799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA60210,47,0,0,0,4,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,16,15,16,4,0,0,0,9,79,0,0,0,0,0,0,0,0,0,0,0,41,44,3,0,0,14,22,71,134,69,37,43,26,82,503,0,0,0,4,6,12,12,3,0,0,0,3,35,0,0,5,9,15,12,10,0,0,0,0,0,63,0,0,0,0,0,4,0,0,0,0,0,4,12,0,0,3,0,0,0,0,0,0,0,0,0,9,0,5,10,29,11,45,13,0,0,0,0,21,139,0,0,0,0,0,0,0,0,0,0,0,3,5,3,3,17,48,35,74,36,5,0,3,4,33,261,35,17,35,155,288,388,384,155,77,73,54,192,1857
LGA60410,113,0,0,0,0,4,3,12,5,0,0,0,6,30,0,0,0,0,0,0,5,3,0,0,3,4,19,7,0,5,23,24,47,52,21,12,4,4,21,213,0,0,0,0,0,0,3,0,0,0,0,80,87,7,6,0,37,43,147,513,371,290,285,196,209,2093,0,0,0,9,12,79,99,37,10,13,7,26,282,0,0,11,47,63,86,59,17,7,6,0,20,318,0,0,4,13,10,15,17,3,0,0,5,3,58,3,0,14,43,13,12,7,0,0,0,0,8,97,16,5,48,178,99,132,68,16,9,4,7,46,626,0,0,0,0,0,0,0,0,0,0,0,11,15,17,5,74,281,198,328,245,74,32,23,17,116,1403,45,8,99,374,485,783,1174,711,463,426,267,403,5242
LGA60610,103,0,0,0,0,0,6,12,3,0,0,0,4,23,0,0,0,0,0,0,0,6,6,5,0,5,16,3,0,4,10,17,55,54,14,3,0,4,13,174,0,0,0,0,0,0,0,0,4,0,0,140,145,3,0,7,24,34,158,471,331,236,286,191,253,1992,0,0,0,7,12,44,91,35,10,12,9,25,236,0,0,8,44,45,70,50,13,3,0,5,17,249,0,0,3,3,0,6,13,3,0,0,0,0,35,3,0,7,25,7,9,10,0,0,0,0,0,61,10,3,29,111,65,123,64,20,3,0,10,29,469,0,0,0,0,0,0,0,0,0,0,0,15,13,17,7,49,186,125,254,227,64,17,14,19,85,1070,39,20,68,322,520,779,1184,704,410,453,311,493,5308
