LGA_CODE_2021,C11_1_74_CF_NC,C11_1_74_CF_Cu15DS_,C11_1_74_CF_CU15_NDS,C11_1_74_CF_NCU15_DS,C11_1_74_CF_NDCO,C11_1_74_Tot,C11_75_99_CF_NC,C11_75_99_CF_Cu15DS_,C11_75_99_CF_CU15_NDS,C11_75_99_CF_NCU15_DS,C11_75_99_CF_NDCO,C11_75_99_Tot,C11_100_149_CF_NC,C11_100_149_CF_Cu15DS_,C11_100_149_CF_CU15_NDS,C11_100_149_CF_NCU15_DS,C11_100_149_CF_NDCO,C11_100_149_Tot,C11_150_199_CF_NC,C11_150_199_CF_Cu15DS_,C11_150_199_CF_CU15_NDS,C11_150_199_CF_NCU15_DS,C11_150_199_CF_NDCO,C11_150_199_Tot,C11_200_224_CF_NC,C11_200_224_CF_Cu15DS_,C11_200_224_CF_CU15_NDS,C11_200_224_CF_NCU15_DS,C11_200_224_CF_NDCO,C11_200_224_Tot,C11_225_274_CF_NC,C11_225_274_CF_Cu15DS_,C11_225_274_CF_CU15_NDS,C11_225_274_CF_NCU15_DS,C11_225_274_CF_NDCO,C11_225_274_Tot,C11_275_349_CF_NC,C11_275_349_CF_Cu15DS_,C11_275_349_CF_CU15_NDS,C11_275_349_CF_NCU15_DS,C11_275_349_CF_NDCO,C11_275_349_Tot,C11_350_449_CF_NC,C11_350_449_CF_Cu15DS_,C11_350_449_CF_CU15_NDS,C11_350_449_CF_NCU15_DS,C11_350_449_CF_NDCO,C11_350_449_Tot,C11_450_549_CF_NC,C11_450_549_CF_Cu15DS_,C11_450_549_CF_CU15_NDS,C11_450_549_CF_NCU15_DS,C11_450_549_CF_NDCO,C11_450_549_Tot,C11_550_649_CF_NC,C11_550_649_CF_Cu15DS_,C11_550_649_CF_CU15_NDS,C11_550_649_CF_NCU15_DS,C11_550_649_CF_NDCO,C11_550_649_Tot,C11_650_749_CF_NC,C11_650_749_CF_Cu15DS_,C11_650_749_CF_CU15_NDS,C11_650_749_CF_NCU15_DS,C11_650_749_CF_NDCO,C11_650_749_Tot,C11_750_849_CF_NC,C11_750_849_CF_Cu15DS_,C11_750_849_CF_CU15_NDS,C11_750_849_CF_NCU15_DS,C11_750_849_CF_NDCO,C11_750_849_Tot,C11_850_949_CF_NC,C11_850_949_CF_Cu15DS_,C11_850_949_CF_CU15_NDS,C11_850_949_CF_NCU15_DS,C11_850_949_CF_NDCO,C11_850_949_Tot,C11_950over_CF_NC,C11_950over_CF_Cu15DS_,C11_950over_CF_CU15_NDS,C11_950over_CF_NCU15_DS,C11_950over_CF_NDCO,C11_950over_Tot,C11_Rns_CF_NC,C11_Rns_CF_Cu15DS_,C11_Rns_CF_CU15_NDS,C11_Rns_CF_NCU15_DS,C11_Rns_CF_NDCO,C11_Rns_Tot,C11_Tot_CF_NC,C11_Tot_CF_Cu15DS_,C11_Tot_CF_CU15_NDS,C11_Tot_CF_NCU15_DS,C11_Tot_CF_NDCO,C11_Tot_Tot,C16_1_74_CF_NC,C16_1_74_CF_Cu15DS_,C16_1_74_CF_CU15_NDS,C16_1_74_CF_NCU15_DS,C16_1_74_CF_NDCO,C16_1_74_Tot,C16_75_99_CF_NC,C16_75_99_CF_Cu15DS_,C16_75_99_CF_CU15_NDS,C16_75_99_CF_NCU15_DS,C16_75_99_CF_NDCO,C16_75_99_Tot,C16_100_149_CF_NC,C16_100_149_CF_Cu15DS_,C16_100_149_CF_CU15_NDS,C16_100_149_CF_NCU15_DS,C16_100_149_CF_NDCO,C16_100_149_Tot,C16_150_199_CF_NC,C16_150_199_CF_Cu15DS_,C16_150_199_CF_CU15_NDS,C16_150_199_CF_NCU15_DS,C16_150_199_CF_NDCO,C16_150_199_Tot,C16_200_224_CF_NC,C16_200_224_CF_Cu15DS_,C16_200_224_CF_CU15_NDS,C16_200_224_CF_NCU15_DS,C16_200_224_CF_NDCO,C16_200_224_Tot,C16_225_274_CF_NC,C16_225_274_CF_Cu15DS_,C16_225_274_CF_CU15_NDS,C16_225_274_CF_NCU15_DS,C16_225_274_CF_NDCO,C16_225_274_Tot,C16_275_349_CF_NC,C16_275_349_CF_Cu15DS_,C16_275_349_CF_CU15_NDS,C16_275_349_CF_NCU15_DS,C16_275_349_CF_NDCO,C16_275_349_Tot,C16_350_449_CF_NC,C16_350_449_CF_Cu15DS_,C16_350_449_CF_CU15_NDS,C16_350_449_CF_NCU15_DS,C16_350_449_CF_NDCO,C16_350_449_Tot,C16_450_549_CF_NC,C16_450_549_CF_Cu15DS_,C16_450_549_CF_CU15_NDS,C16_450_549_CF_NCU15_DS,C16_450_549_CF_NDCO,C16_450_549_Tot,C16_550_649_CF_NC,C16_550_649_CF_Cu15DS_,C16_550_649_CF_CU15_NDS,C16_550_649_CF_NCU15_DS,C16_550_649_CF_NDCO,C16_550_649_Tot,C16_650_749_CF_NC,C16_650_749_CF_Cu15DS_,C16_650_749_CF_CU15_NDS,C16_650_749_CF_NCU15_DS,C16_650_749_CF_NDCO,C16_650_749_Tot,C16_750_849_CF_NC,C16_750_849_CF_Cu15DS_,C16_750_849_CF_CU15_NDS,C16_750_849_CF_NCU15_DS,C16_750_849_CF_NDCO,C16_750_849_Tot,C16_850_949_CF_NC,C16_850_949_CF_Cu15DS_,C16_850_949_CF_CU15_NDS,C16_850_949_CF_NCU15_DS,C16_850_949_CF_NDCO,C16_850_949_Tot,C16_950over_CF_NC,C16_950over_CF_Cu15DS_,C16_950over_CF_CU15_NDS,C16_950over_CF_NCU15_DS,C16_950over_CF_NDCO,C16_950over_Tot,C16_Rns_CF_NC,C16_Rns_CF_Cu15DS_,C16_Rns_CF_CU15_NDS,C16_Rns_CF_NCU15_DS,C16_Rns_CF_NDCO,C16_Rns_Tot,C16_Tot_CF_NC,C16_Tot_CF_Cu15DS_,C16_Tot_CF_CU15_NDS,C16_Tot_CF_NCU15_DS,C16_Tot_CF_NDCO,C16_Tot_Tot,C21_1_74_CF_NC,C21_1_74_CF_Cu15DS_,C21_1_74_CF_CU15_NDS,C21_1_74_CF_NCU15_DS,C21_1_74_CF_NDCO,C21_1_74_Tot,C21_75_99_CF_NC,C21_75_99_CF_Cu15DS_
LGA55740,0,0,0,0,0,3,0,0,0,0,0,0,17,0,5,0,0,23,7,0,4,0,0,10,12,0,6,0,0,24,36,0,11,0,0,48,47,0,21,0,0,71,74,4,24,4,0,99,16,0,22,7,0,46,11,0,14,3,0,29,7,0,6,0,0,13,0,0,6,3,0,22,0,0,10,0,0,8,7,6,39,0,0,52,7,0,0,0,0,4,247,18,160,25,8,456,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,12,0,0,0,0,14,8,0,0,0,0,13,29,0,4,0,0,30,62,0,19,0,0,85,73,0,16,3,0,93,24,0,11,0,0,35,16,0,11,6,0,38,4,0,10,0,0,19,8,0,13,8,0,35,0,0,7,0,0,10,10,15,19,10,0,53,5,0,0,0,0,4,261,27,120,35,9,448,0,0,0,0,0,0,0,0
LGA55810,3,0,0,0,0,3,0,0,0,0,0,0,3,0,7,0,0,16,13,0,8,0,0,19,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,24,3,16,0,0,47,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,0,7,0,0,4,0,0,12,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,9,0,5,31,3,0,0,0,0,3,0,0
LGA55880,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,8,0,7,0,0,16,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,14,0,0,0,0,0,0,0,0
LGA55950,4,0,3,3,0,8,0,0,4,0,0,4,3,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,3,0,19,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,10,0,0,15,0,0,0,0,0,0,0,0
LGA56090,0,0,0,0,0,4,0,0,0,0,0,0,29,0,5,0,3,40,23,4,10,0,0,42,14,0,9,0,6,26,33,0,18,0,0,52,59,10,69,5,12,156,69,23,105,16,12,225,24,7,55,6,4,96,6,0,11,0,4,22,0,4,0,0,0,6,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,4,0,25,274,49,298,29,41,699,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,3,13,29,0,7,0,7,35,10,0,6,0,0,18,10,0,12,0,4,30,39,4,32,0,4,85,93,15,93,6,14,231,41,28,67,11,10,156,14,7,26,6,9,63,4,0,12,0,0,17,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,7,3,11,0,3,21,256,66,268,28,54,675,0,0,0,0,0,0,0,0
LGA56160,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,5,0,0,0,0,0,0,0,0
LGA56230,3,0,0,0,0,5,5,0,0,0,0,5,21,0,8,0,0,29,26,0,9,0,3,42,21,0,14,4,6,42,28,4,27,3,4,67,52,11,67,3,13,141,34,3,58,3,10,114,3,3,7,0,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,0,9,0,0,16,209,24,207,12,31,487,7,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,11,21,0,0,0,0,24,16,0,4,0,0,23,21,0,20,0,4,43,69,6,70,4,3,154,68,14,107,12,8,209,19,0,15,7,6,42,3,0,9,4,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,10,237,28,225,19,27,548,3,0,0,0,0,7,3,0
LGA56300,0,0,0,0,0,4,0,0,3,0,0,7,9,0,0,0,0,10,0,0,0,0,0,7,3,0,4,0,0,11,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,0,15,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,5,13,0,0,0,0,0,3,3,0,0,0,0,5,4,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,4,41,0,0,0,0,0,0,0,0
LGA56370,0,0,3,0,0,5,0,0,0,0,0,0,9,0,4,0,0,12,8,0,6,0,0,14,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,20,4,16,0,0,36,3,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,23,0,12,0,0,33,0,0,0,0,0,0,0,0
LGA56460,0,0,3,0,0,4,4,0,5,0,0,12,16,0,24,0,5,48,28,5,19,0,3,53,12,0,7,0,0,20,18,0,19,0,0,33,7,3,15,0,0,25,0,0,3,0,0,6,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,19,90,14,112,0,6,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,12,3,11,4,0,29,13,6,18,0,3,37,22,0,14,0,4,46,13,0,18,0,0,39,3,0,11,7,0,16,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,13,75,16,82,13,13,196,0,0,0,0,0,0,0,0
LGA56580,5,0,0,0,0,5,3,0,0,0,0,5,10,0,3,0,0,18,13,0,15,0,4,32,14,0,32,0,3,47,11,9,25,3,0,47,24,0,22,0,0,49,48,0,40,5,3,102,37,10,38,9,3,97,24,8,36,6,0,73,6,7,38,3,4,57,17,0,45,16,0,70,9,9,26,9,0,51,24,34,113,20,4,194,8,3,13,4,0,26,249,75,462,72,24,878,0,0,0,0,0,5,0,0,0,0,0,0,5,0,3,0,0,9,9,0,0,0,0,11,6,0,6,0,0,12,17,0,34,0,0,51,14,5,15,0,0,30,35,3,26,0,0,70,46,4,47,0,3,104,25,8,47,8,6,91,16,4,30,6,4,65,12,12,51,8,8,84,12,9,38,7,0,64,30,35,106,24,6,197,10,3,16,0,0,27,232,76,423,55,25,823,0,0,0,0,0,0,0,0
LGA56620,46,0,98,0,12,154,0,0,3,0,0,3,0,0,5,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,54,0,110,0,10,175,47,8,84,5,6,153,0,0,3,0,0,9,5,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,25,0,4,43,66,8,130,3,10,215,50,12,46,3,6,114,7,0
LGA56730,3,0,0,0,0,7,3,0,0,0,0,4,40,6,25,0,3,68,28,0,29,0,5,62,19,3,23,0,3,48,23,6,37,3,0,71,16,0,21,5,5,49,4,8,11,0,6,25,0,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,12,138,25,151,13,22,355,0,0,0,0,0,4,0,0,0,0,0,0,15,0,3,0,0,24,26,0,15,0,0,37,20,5,22,0,0,45,21,0,23,3,3,60,46,6,43,0,7,105,18,6,37,4,3,66,11,3,8,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,0,12,164,26,158,13,23,381,0,0,0,0,0,0,3,0
LGA56790,5,0,3,0,0,3,0,0,0,0,0,8,18,5,5,0,0,30,18,0,13,0,0,25,4,0,14,0,0,21,9,0,5,0,0,16,13,4,10,0,0,31,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,8,71,9,58,5,6,144,0,0,3,0,0,3,0,0,0,0,0,0,13,0,0,0,6,16,13,3,0,0,0,18,9,0,3,0,0,14,11,0,7,0,0,21,19,3,9,0,0,35,0,0,4,0,0,5,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,10,75,7,44,5,6,143,0,0,4,0,0,4,0,0
LGA56860,0,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,16,0,0,0,0,0,0,0,0
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,16,0,0,0,0,0,0,11,3,19,5,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,3,0,0,3,0,7,5,0,0,0,0,4,0,0,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,4,3,19,0,0,23,0,0,4,0,0,4,21,4,31,5,3,60,0,0,0,0,0,0,0,0
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,3,4,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,0,9,0,0,0,0,0,0,0,0
LGA57080,6,0,0,0,0,4,0,0,0,0,0,0,33,0,0,0,0,38,13,0,6,0,0,18,22,0,13,0,0,38,110,0,41,0,0,153,170,3,43,3,0,219,358,0,77,5,3,442,395,7,56,5,6,464,188,0,46,0,3,239,84,0,25,0,3,111,37,3,11,0,0,48,28,0,4,0,0,35,55,0,20,0,0,78,31,0,6,0,3,43,1530,17,344,28,30,1940,3,0,0,0,0,3,0,0,0,0,0,0,19,0,5,0,0,17,25,0,0,0,0,25,13,0,4,0,0,16,66,0,16,0,0,86,164,0,56,0,0,220,556,7,144,7,4,716,543,4,107,18,13,684,247,5,63,11,5,326,114,4,41,3,0,156,63,0,21,6,0,92,16,0,15,0,0,37,46,4,16,3,4,80,30,0,6,0,0,45,1914,20,494,52,35,2509,0,0,5,0,0,3,3,0
LGA57140,0,0,0,0,0,4,0,0,0,0,0,0,5,5,0,0,0,13,6,0,7,0,0,15,3,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,10,5,22,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,7,3,0,0,0,0,9,3,0,6,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,14,0,19,0,0,28,0,0,0,0,0,0,0,0
LGA57210,3,0,4,0,0,9,4,0,0,0,0,4,6,0,11,0,0,17,16,4,22,0,0,45,13,3,13,0,0,29,10,0,16,0,0,31,0,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,13,66,13,80,5,0,166,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,10,14,0,12,0,0,24,13,0,7,0,0,32,11,3,19,6,4,45,6,0,8,0,0,19,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,0,3,11,63,10,60,6,12,146,0,0,0,0,0,0,0,0
LGA57280,99,8,127,11,15,261,29,3,22,6,3,59,156,12,201,9,28,409,38,5,40,3,8,93,12,0,25,0,0,37,12,3,16,0,3,35,24,3,9,0,3,36,3,0,8,0,5,19,8,0,5,0,0,13,9,0,4,0,0,14,9,0,8,0,0,13,3,0,4,0,0,9,18,0,3,0,3,25,133,13,112,9,19,284,78,5,78,9,7,181,624,51,654,49,97,1478,120,15,139,10,9,290,13,0,26,0,0,41,102,19,231,14,17,388,42,4,41,3,10,101,37,0,37,3,5,78,68,8,65,8,4,158,99,6,48,5,5,158,119,3,59,7,3,197,79,5,57,9,11,157,33,6,33,3,5,83,23,5,34,0,5,64,10,0,18,0,0,36,4,0,8,0,0,9,14,0,31,0,3,53,69,13,90,11,14,191,844,89,920,71,84,2006,116,17,141,6,13,289,8,0
LGA57350,0,0,0,0,0,3,8,0,0,0,0,6,0,0,0,0,0,11,3,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,13,0,4,26,4,0,0,0,0,7,0,0,0,0,0,3,3,0,0,0,0,4,5,0,3,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,8,0,0,24,0,0,0,0,0,0,0,0
LGA57420,3,0,0,0,0,7,0,0,5,0,0,4,7,0,3,0,0,11,7,0,5,0,0,14,5,0,5,0,0,7,25,0,40,0,0,62,9,0,18,0,0,21,10,0,11,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,15,68,8,95,0,3,169,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,4,9,0,0,0,0,9,9,0,0,0,0,14,21,0,22,0,0,38,12,0,11,0,0,25,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,7,58,3,45,3,0,107,0,0,0,0,0,0,0,0
LGA57490,12,3,5,0,0,22,14,4,3,0,0,19,103,8,35,0,7,154,138,10,57,0,7,211,127,13,140,8,13,300,269,19,248,17,27,576,605,116,824,56,85,1689,453,138,876,66,84,1620,41,22,125,3,12,209,8,6,22,3,0,40,4,0,7,0,0,14,4,0,3,0,0,9,0,0,0,0,0,0,3,0,8,0,0,14,48,3,40,6,3,99,1837,341,2390,155,241,4963,3,0,0,0,0,9,3,0,0,0,0,9,36,0,12,0,0,54,108,0,26,8,7,148,53,7,22,0,3,94,202,12,199,13,18,434,491,37,407,21,57,1010,886,187,1359,120,153,2711,144,95,294,46,54,632,25,21,50,7,5,111,5,0,11,0,4,23,3,0,3,0,0,11,0,0,4,0,0,3,8,0,12,0,4,26,40,8,37,4,12,103,2009,370,2442,226,319,5361,6,0,5,0,0,11,7,0
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA57700,0,0,0,0,0,0,6,0,0,0,0,11,5,0,9,0,0,18,8,0,8,0,3,21,10,0,3,0,0,20,25,3,11,0,0,37,18,0,40,5,6,69,46,11,90,9,5,164,9,3,16,5,4,39,9,0,6,0,0,13,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,0,8,0,0,15,147,28,200,21,19,422,0,0,0,0,0,3,0,0,4,0,0,4,3,0,5,3,0,12,10,4,4,0,0,22,9,3,0,0,0,15,11,0,5,0,0,15,26,3,26,4,5,63,100,14,171,15,22,324,31,12,52,11,9,109,5,0,10,0,5,29,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,3,7,0,11,3,0,16,215,38,289,29,49,616,0,0,0,0,0,0,0,0
