LGA_CODE_2021,C11_1_74_REA,C11_1_74_ST_HA,C11_1_74_Co_ho_pr,C11_1_74_Per_no_sa_ho,C11_1_74_Oth_land_typ,C11_1_74_LLT_NS,C11_1_74_Tot,C11_75_99_REA,C11_75_99_ST_HA,C11_75_99_Co_ho_pr,C11_75_99_Pe_no_sa_ho,C11_75_99_Oth_lan_typ,C11_75_99_Lan_type_ns,C11_75_99_Tot,C11_100_149_REA,C11_100_149_ST_HA,C11_100_149_Co_ho_pr,C11_100_149_Pe_no_sa_ho,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Co_ho_pr,C11_150_199_Pe_no_sa_ho,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Co_ho_pr,C11_200_224_Pe_no_sa_ho,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Co_ho_pr,C11_225_274_Pe_no_sa_ho,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Co_ho_pr,C11_275_349_Pe_no_sa_ho,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Co_ho_pr,C11_350_449_Pe_no_sa_ho,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Co_ho_pr,C11_450_549_Pe_no_sa_ho,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Co_ho_pr,C11_550_649_Pe_no_sa_ho,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_749_REA,C11_650_749_ST_HA,C11_650_749_Co_ho_pr,C11_650_749_Pe_no_sa_ho,C11_650_749_Oth_lan_typ,C11_650_749_LLT_NS,C11_650_749_Tot,C11_750_849_REA,C11_750_849_ST_HA,C11_750_849_Co_ho_pr,C11_750_849_Pe_no_sa_ho,C11_750_849_Oth_lan_typ,C11_750_849_LLT_NS,C11_750_849_Tot,C11_850_950_REA,C11_850_949_ST_HA,C11_850_949_Co_ho_pr,C11_850_949_Pe_no_sa_ho,C11_850_949_Oth_lan_typ,C11_850_949_LLT_NS,C11_850_949_Tot,C11_950over_REA,C11_950over_ST_HA,C11_950over_Co_ho_pr,C11_950over_Pe_no_sa_ho,C11_950over_Oth_lan_typ,C11_950over_LLT_NS,C11_950over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Co_ho_pr,C11_R_NS_Pe_no_sa_ho,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_Tot_Co_ho_pr,C11_Tot_Pe_no_sa_ho,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_Tot_Tot,C16_1_74_REA,C16_1_74_ST_HA,C16_1_74_Co_ho_pr,C16_1_74_Per_no_sa_ho,C16_1_74_Oth_land_typ,C16_1_74_LLT_NS,C16_1_74_Tot,C16_75_99_REA,C16_75_99_ST_HA,C16_75_99_Co_ho_pr,C16_75_99_Pe_no_sa_ho,C16_75_99_Oth_lan_typ,C16_75_99_Lan_type_ns,C16_75_99_Tot,C16_100_149_REA,C16_100_149_ST_HA,C16_100_149_Co_ho_pr,C16_100_149_Pe_no_sa_ho,C16_100_149_Ot_lan_ty,C16_100_149_Lan_typ_ns,C16_100_149_Tot,C16_150_199_REA,C16_150_199_ST_HA,C16_150_199_Co_ho_pr,C16_150_199_Pe_no_sa_ho,C16_150_199_Ot_lan_ty,C16_150_199_Lan_ty_ns,C16_150_199_Tot,C16_200_224_REA,C16_200_224_ST_HA,C16_200_224_Co_ho_pr,C16_200_224_Pe_no_sa_ho,C16_200_224_Ot_lan_ty,C16_200_224_Lan_ty_ns,C16_200_224_Tot,C16_225_274_REA,C16_225_274_ST_HA,C16_225_274_Co_ho_pr,C16_225_274_Pe_no_sa_ho,C16_225_274_Ot_la_typ,C16_225_274_Lan_ty_ns,C16_225_274_Tot,C16_275_349_REA,C16_275_349_ST_HA,C16_275_349_Co_ho_pr,C16_275_349_Pe_no_sa_ho,C16_275_349_Ot_lan_ty,C16_275_349_Lan_ty_ns,C16_275_349_Tot,C16_350_449_REA,C16_350_449_ST_HA,C16_350_449_Co_ho_pr,C16_350_449_Pe_no_sa_ho,C16_350_449_Ot_lan_ty,C16_350_449_Lan_ty_ns,C16_350_449_Tot,C16_450_549_REA,C16_450_549_ST_HA,C16_450_549_Co_ho_pr,C16_450_549_Pe_no_sa_ho,C16_450_549_Oth_lan_typ,C16_450_549_Lan_ty_ns,C16_450_549_Tot,C16_550_649_REA,C16_550_649_ST_HA,C16_550_649_Co_ho_pr,C16_550_649_Pe_no_sa_ho,C16_550_649_Oth_lan_typ,C16_550_649_LLT_NS,C16_550_649_Tot,C16_650_749_REA,C16_650_749_ST_HA,C16_650_749_Co_ho_pr,C16_650_749_Pe_no_sa_ho,C16_650_749_Oth_lan_typ,C16_650_749_LLT_NS,C16_650_749_Tot,C16_750_849_REA,C16_750_849_ST_HA,C16_750_849_Co_ho_pr,C16_750_849_Pe_no_sa_ho,C16_750_849_Oth_lan_typ,C16_750_849_LLT_NS,C16_750_849_Tot,C16_850_950_REA,C16_850_949_ST_HA,C16_850_949_Co_ho_pr,C16_850_949_Pe_no_sa_ho
LGA17750,9,145,16,21,13,0,203,9,281,9,25,7,6,345,215,318,34,116,15,9,720,625,225,21,227,93,9,1200,332,91,8,187,183,4,792,865,36,10,270,81,7,1260,1026,8,0,245,49,7,1339,507,3,0,94,21,3,623,101,0,0,15,7,0,130,11,0,0,6,0,0,25,11,0,0,0,0,0,15,0,4,0,0,0,0,7,0,0,0,0,0,0,3,15,0,0,9,0,0,23,67,70,11,64,50,9,265,3796,1183,106,1286,524,47,6946,9,61,3,8,9,0,100,9,58,19,8,4,3,105,62,398,31,77,13,12,589,591,222,32,158,27,16,1042,318,80,11,144,24,10,573,748,106,9,246,190,6,1300,1591,39,0,356,82,9,2075,942,5,0,168,20,0,1138,193,6,0,38,3,0,242,23,0,0,10,7,0,40,4,0,0,5,3,0,15,6,0,0,0,0,0,9,0,0,0,0
LGA17850,0,0,0,3,6,0,13,6,10,0,3,0,0,19,19,16,5,37,7,3,85,27,3,0,24,4,5,60,11,0,0,15,0,0,18,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,10,0,24,58,39,6,95,35,7,227,0,0,0,4,7,0,8,0,0,0,6,0,0,8,9,9,0,16,11,4,57,13,8,3,24,8,0,66,13,12,0,14,0,0,41,13,0,0,12,0,0,31,4,0,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA17900,0,28,6,13,101,5,157,0,10,26,10,14,3,72,13,95,64,48,29,3,254,38,27,19,41,16,0,141,7,0,0,8,4,0,28,5,0,0,7,3,0,20,0,0,0,0,0,0,0,0,0,0,6,3,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,5,19,40,4,83,81,174,126,160,217,18,771,3,23,4,10,83,0,138,0,5,7,7,14,0,33,15,31,26,48,17,3,129,36,57,76,38,19,3,237,28,30,22,22,9,3,114,14,17,13,4,6,0,56,10,3,0,7,5,0,23,5,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0
LGA17950,0,8,0,4,13,0,29,4,3,9,11,4,0,41,9,32,10,63,23,0,138,12,3,0,25,4,0,44,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,10,7,3,24,30,54,27,120,55,3,287,0,5,0,5,5,0,9,0,0,0,3,4,0,12,10,12,21,29,11,3,75,11,11,3,33,10,0,61,14,9,0,13,4,0,30,9,0,0,11,0,0,24,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18020,3,8,7,28,24,0,74,10,22,0,27,8,0,59,57,41,6,145,33,3,282,102,15,6,83,19,0,228,14,4,0,10,0,0,30,11,0,0,9,0,0,17,5,0,0,3,0,0,8,0,0,3,0,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,23,17,0,51,201,92,25,331,101,13,759,0,4,6,11,21,0,39,0,3,4,13,4,5,29,35,32,7,79,14,4,167,99,28,3,106,20,0,270,57,17,0,54,9,0,134,39,5,0,19,13,0,72,8,0,0,7,3,4,22,5,0,0,0,0,0,8,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA18050,12,68,7,3,0,0,95,3,183,15,0,0,0,209,31,67,25,32,0,4,161,36,42,12,39,5,0,132,50,6,8,49,9,4,125,202,16,7,89,8,0,321,592,16,6,211,22,7,851,1618,10,5,405,12,14,2070,1986,9,6,471,20,11,2495,1432,3,3,342,17,0,1790,871,0,0,244,9,4,1138,515,5,0,182,3,5,708,297,7,3,92,0,3,399,546,0,0,204,7,6,764,156,26,21,124,13,36,385,8359,453,108,2488,130,99,11631,8,22,3,5,0,0,35,0,10,7,3,0,3,29,13,210,8,26,0,0,261,17,54,33,39,8,0,141,19,27,3,32,3,0,87,71,11,6,40,9,0,135,250,18,6,100,5,0,376,833,15,15,213,18,3,1101,1352,7,4,301,8,5,1685,1776,4,0,337,14,3,2133,1543,0,5,291,11,8,1854,989,0,0,244,7,3,1251,640,0,0,149
LGA18100,0,0,12,12,3,3,29,4,9,7,11,4,0,34,34,10,4,41,10,6,102,26,0,0,28,9,0,58,5,0,0,5,0,0,8,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,15,77,20,25,117,28,11,268,0,0,24,3,3,0,30,0,0,4,6,0,0,8,18,5,10,24,9,0,71,36,4,0,19,3,4,53,23,4,0,19,4,0,46,10,0,0,9,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA18200,0,9,7,15,35,0,67,0,4,3,5,8,0,21,58,7,12,55,25,0,157,80,11,41,42,17,0,203,23,3,0,10,0,0,43,25,0,0,17,0,0,45,12,0,0,5,0,0,19,8,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,10,0,25,208,41,76,160,105,7,593,5,0,11,5,25,0,50,0,4,0,3,4,0,15,17,4,36,37,8,0,107,72,11,10,54,16,7,169,27,7,9,26,4,0,68,31,9,0,17,3,0,56,20,4,0,5,0,0,34,16,0,0,7,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA18250,8,46,3,6,0,0,71,3,144,10,3,4,0,162,18,67,20,25,4,0,139,18,30,18,38,10,3,119,20,18,4,37,8,0,93,59,17,3,53,9,0,139,197,16,3,96,11,0,327,1282,12,8,230,10,3,1551,2045,7,3,290,17,6,2365,1002,3,0,182,6,5,1198,652,4,0,114,11,0,775,383,0,0,71,3,0,455,204,0,0,28,0,0,230,397,0,0,89,8,0,494,118,24,17,99,37,10,308,6412,396,95,1354,133,34,8422,6,20,3,5,0,0,36,0,20,0,0,0,0,26,8,161,6,14,5,0,206,11,54,26,30,3,0,135,18,20,5,37,3,0,90,32,16,9,42,9,0,101,108,25,8,68,18,6,224,516,20,17,119,9,3,676,1737,14,3,227,14,0,1990,1953,9,0,249,18,4,2229,1024,0,0,149,10,4,1182,701,0,0,107,17,0,825,440,0,0,69
LGA18350,8,14,11,13,10,0,55,0,13,11,9,6,0,39,43,100,43,59,19,3,273,156,104,32,105,23,11,436,139,34,8,88,18,0,277,361,68,21,128,7,5,585,494,36,12,147,26,4,715,459,0,0,78,6,0,546,156,0,0,31,0,0,185,65,3,0,10,0,0,76,14,0,0,0,0,0,19,8,0,0,0,0,0,17,7,0,0,0,0,0,12,13,0,0,6,3,0,19,27,18,12,40,37,7,139,1947,387,152,715,151,31,3387,0,5,0,6,4,0,22,0,9,6,3,0,0,17,16,16,6,30,19,0,90,31,121,39,55,10,0,260,68,46,23,60,17,0,206,147,35,11,79,9,0,280,340,78,21,150,9,4,595,706,28,5,152,12,5,905,394,0,0,78,4,0,478,169,0,0,33,0,0,206,53,0,0,13,0,0,64,35,4,0,7,0,0,39,12,0,0,4
LGA18400,3,10,25,6,17,0,63,0,10,3,3,4,0,25,7,32,12,40,22,0,119,71,26,20,59,12,0,182,78,9,5,67,12,0,169,240,20,10,94,14,0,371,378,13,3,84,11,3,494,266,5,0,65,7,0,350,106,0,0,18,0,0,127,41,0,0,13,0,0,57,15,0,0,4,5,0,14,7,0,0,3,3,4,20,0,0,0,0,0,0,0,7,0,0,5,0,0,14,24,8,6,41,20,6,109,1237,134,84,515,129,18,2108,5,0,0,4,3,0,13,3,7,0,4,3,0,15,4,3,0,13,18,0,46,13,67,16,27,28,4,155,24,19,8,30,13,0,102,51,10,0,62,4,0,138,231,11,3,92,12,0,348,554,11,7,114,9,4,696,286,0,0,40,3,0,334,126,0,0,19,0,0,146,45,0,0,15,0,0,58,17,0,0,0,0,0,20,4,0,0,3
LGA18450,24,640,38,45,11,7,761,35,1767,41,40,17,14,1918,296,1182,87,261,103,8,1941,1029,800,62,529,76,23,2530,830,301,29,406,52,8,1629,1813,424,30,619,76,22,2973,2968,277,18,827,69,25,4174,2315,35,8,540,24,7,2930,834,3,0,182,14,4,1038,278,11,0,62,0,0,359,70,3,0,21,7,0,98,23,19,0,26,0,3,81,14,3,0,0,0,0,23,40,0,0,20,9,0,82,154,348,44,165,53,34,794,10723,5821,369,3751,512,159,21327,17,281,22,11,6,0,329,7,212,29,22,3,3,280,79,2151,80,123,53,33,2514,355,928,79,266,36,15,1690,387,408,40,236,33,15,1122,1119,276,38,433,61,9,1934,2602,398,36,682,56,17,3791,4083,316,19,914,71,16,5413,2238,38,3,368,24,4,2679,847,8,5,137,5,0,1006,293,4,3,64,7,0,369,103,0,0,27,0,0,131,54,0,0,16
LGA18500,9,14,19,5,0,0,43,6,26,5,0,0,0,38,25,17,5,24,0,0,77,29,6,4,27,0,0,69,42,0,3,41,9,0,100,153,0,4,60,10,4,229,380,0,0,120,11,4,514,858,0,4,229,8,0,1110,1067,0,0,247,11,7,1326,872,0,0,255,3,3,1142,523,0,0,135,5,5,660,428,0,0,116,5,3,547,263,0,0,75,3,4,342,904,0,0,292,10,7,1213,132,0,15,80,18,16,262,5686,76,64,1715,81,47,7666,4,3,0,3,4,0,15,0,6,4,0,0,0,9,12,28,0,18,0,0,60,14,16,0,18,0,0,51,18,0,0,33,9,0,61,45,0,3,25,6,0,77,237,0,0,67,14,0,319,540,0,4,111,6,0,664,726,0,6,166,9,4,905,1051,0,0,199,5,5,1260,876,0,9,187,0,5,1081,568,0,0,147,8,3,725,403,0,0,96
LGA18710,0,4,17,9,10,3,47,0,8,0,3,4,0,11,5,19,13,28,11,0,84,25,14,3,53,10,0,107,37,8,0,30,13,0,87,61,11,0,47,9,0,132,116,4,0,61,0,0,178,54,0,0,57,11,0,121,28,0,0,25,6,0,57,11,0,0,3,0,0,15,4,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,8,0,6,0,18,19,4,47,351,73,42,343,87,7,900,0,0,0,6,7,0,16,0,0,18,0,10,0,20,3,5,8,21,4,0,32,9,24,8,23,8,0,75,10,5,0,26,11,0,48,38,18,0,45,8,0,106,128,20,0,90,6,0,242,128,0,0,62,7,0,204,36,0,0,31,4,3,71,20,0,0,7,0,0,32,6,0,0,3,0,0,7,0,0,0,4,0,0,4,5,0,0,0
LGA19399,0,3,0,0,26,0,26,0,0,0,4,6,0,12,0,3,6,8,4,0,20,0,0,0,8,5,0,10,0,0,0,9,3,0,8,0,0,0,3,0,0,4,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,19,0,10,6,38,51,0,100,0,0,0,0,13,0,12,0,0,0,0,4,0,0,0,9,0,4,4,0,15,0,0,0,3,0,0,3,0,0,0,4,4,0,5,0,0,0,0,0,0,4,0,4,0,5,4,0,4,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA19799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA20110,0,11,0,16,4,0,30,3,33,0,29,0,0,70,39,24,0,100,8,7,178,163,11,4,125,10,0,315,97,0,0,42,4,0,140,97,5,0,22,3,0,131,44,0,0,16,4,0,66,9,0,0,3,6,0,22,6,0,0,4,0,0,10,0,0,0,0,6,0,9,0,0,0,5,0,0,5,5,0,0,3,0,0,6,0,0,0,0,4,0,6,26,0,0,18,4,0,50,10,3,3,26,17,7,70,498,90,9,408,81,18,1095,0,0,0,8,5,0,17,0,3,0,18,5,0,28,24,38,0,48,6,4,118,101,20,3,90,7,0,218,83,3,0,64,3,0,149,143,0,0,51,8,0,203,113,0,0,38,3,0,155,49,0,0,20,0,0,72,3,0,0,0,9,0,16,0,0,0,6,0,0,7,0,0,0,3,3,0,9,0,0,0,3,5,0,3,4,0,0,3
LGA20260,0,19,4,17,0,0,42,6,48,5,14,0,0,74,77,24,3,79,13,3,198,167,33,0,81,11,0,293,53,0,0,23,0,0,79,57,3,0,14,0,0,78,29,0,0,15,5,0,41,13,0,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,10,9,5,11,11,8,55,412,142,16,257,56,11,895,0,7,5,20,6,0,34,4,8,0,8,0,0,25,36,53,4,54,18,4,169,121,13,0,63,13,7,221,67,17,3,49,7,0,138,129,10,0,26,0,0,172,63,4,0,24,4,0,92,21,0,0,3,4,0,30,12,0,0,0,0,0,17,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
LGA20570,18,133,32,26,19,4,229,31,448,29,48,11,5,568,557,443,83,313,50,5,1451,1206,356,76,433,54,16,2138,946,64,24,351,33,0,1416,1925,30,8,354,34,14,2358,1095,10,8,170,12,9,1298,349,7,3,59,3,0,422,36,7,0,18,3,0,65,15,0,0,6,8,0,32,0,0,0,3,0,0,7,9,3,0,0,0,0,12,0,0,0,0,0,0,0,20,0,0,11,9,0,42,108,111,21,89,32,23,380,6295,1601,278,1883,274,78,10417,11,71,12,14,12,0,125,16,68,19,28,3,4,142,273,670,63,167,18,19,1213,750,277,84,269,30,9,1432,724,137,47,306,19,4,1244,2580,141,34,488,34,14,3295,2483,28,8,294,28,12,2853,874,9,10,114,26,10,1042,121,0,4,32,7,0,171,17,0,0,10,6,5,37,17,0,0,4,3,0,30,8,0,0,6,0,0,6,3,0,0,5
LGA20660,11,156,12,18,3,0,208,0,457,48,20,15,9,546,31,352,49,125,18,9,583,84,228,51,169,40,0,570,150,93,12,158,82,3,496,760,142,32,266,58,8,1257,2457,120,14,453,36,10,3091,1824,26,5,259,19,7,2141,449,0,0,86,6,0,548,105,5,0,39,0,0,155,52,0,0,10,0,0,65,19,3,0,3,0,0,32,5,4,0,4,0,0,12,46,0,0,15,4,0,70,112,134,25,130,24,14,442,6127,1717,248,1747,309,58,10206,8,74,0,20,0,0,103,9,57,29,10,4,7,108,29,550,44,76,17,9,723,32,193,54,97,15,6,402,41,116,27,102,9,3,301,265,130,38,167,60,8,671,2095,139,32,432,65,8,2774,2964,77,6,407,34,11,3499,1063,18,0,165,11,9,1264,266,0,0,50,4,4,321,96,5,0,23,0,0,127,45,0,0,13,0,0,58,14,0,0,0
LGA20740,0,28,0,13,3,0,46,3,105,6,23,5,5,145,44,40,18,111,20,0,235,241,34,7,172,27,6,482,253,3,8,126,18,0,404,464,12,4,133,13,5,624,398,0,0,79,13,4,485,329,0,0,34,12,0,380,133,0,0,15,9,5,161,35,0,0,3,4,0,42,20,0,0,4,0,0,30,5,0,0,0,0,0,11,0,0,0,3,0,0,3,11,0,0,7,6,3,27,61,21,5,56,57,10,201,1999,239,40,784,185,33,3280,3,7,0,15,5,0,32,4,11,0,9,8,0,27,24,121,18,67,15,4,249,117,49,14,138,20,7,342,238,16,6,148,8,6,426,714,14,10,178,17,8,936,611,5,0,109,10,3,734,235,0,4,47,6,3,293,14,3,0,11,0,0,31,4,0,0,0,3,0,10,5,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,3
LGA20830,3,39,4,25,12,0,80,5,102,12,23,9,3,159,91,107,19,161,52,4,434,267,53,4,201,44,8,582,249,18,0,145,8,0,421,529,15,3,125,10,0,676,376,0,0,75,3,0,456,58,0,0,9,0,0,68,0,0,0,7,0,0,5,0,4,0,3,0,0,8,6,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,13,43,33,0,52,11,13,157,1632,371,42,827,152,31,3063,5,18,0,17,0,0,37,0,14,0,13,8,3,35,29,126,15,74,19,9,275,127,53,12,138,43,4,381,172,19,0,145,17,0,355,621,28,0,187,12,4,856,838,5,0,155,3,7,1004,295,4,0,49,4,0,342,22,0,0,10,0,0,36,8,0,0,3,0,0,14,3,0,0,3,0,0,5,0,0,0,3,0,0,6,0,0,0,0
LGA20910,7,88,8,14,0,4,121,3,315,4,15,3,6,355,21,195,56,72,13,7,365,42,107,12,71,11,4,248,63,25,0,70,3,0,156,211,27,0,112,3,0,359,700,47,0,218,6,3,976,1190,7,3,266,5,5,1475,740,3,0,153,3,4,911,459,0,0,95,0,0,564,288,3,0,58,0,0,355,233,0,0,37,0,0,274,154,0,0,24,0,0,183,403,0,0,100,5,0,509,94,67,15,73,12,10,259,4611,886,99,1377,84,45,7103,10,38,9,27,0,0,85,0,35,0,9,0,0,52,14,415,17,37,10,4,492,19,103,51,34,11,0,216,26,47,11,47,3,0,135,111,41,11,88,7,5,258,528,51,0,162,3,0,743,1278,24,3,230,10,8,1549,1087,7,3,221,4,3,1323,669,3,0,114,0,3,790,424,0,0,65,0,3,494,368,0,0,65,0,4,436,255,0,0,39
LGA21010,3,19,0,8,5,0,33,3,84,3,11,4,0,103,91,77,3,55,8,4,239,257,56,0,78,4,3,399,149,18,0,41,0,0,212,134,4,0,35,3,0,175,60,3,0,10,0,0,76,5,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,0,16,0,3,38,716,272,5,268,29,16,1295,4,13,0,9,3,0,24,4,15,0,6,0,0,27,41,107,5,33,6,0,194,199,44,6,61,4,5,315,132,27,0,46,0,0,210,202,14,0,55,3,0,274,119,0,0,27,0,0,150,31,0,0,8,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
LGA21110,12,61,43,23,4,0,146,8,185,45,30,5,7,275,54,124,77,152,14,7,426,190,59,49,238,16,4,550,256,14,15,149,7,5,441,783,15,14,269,28,0,1109,2632,27,16,604,31,12,3331,3657,10,5,604,15,8,4304,1687,6,5,320,14,10,2046,848,0,3,147,6,0,1002,503,0,0,92,4,6,603,292,5,0,55,4,0,357,178,0,0,32,3,4,205,424,0,4,65,8,3,500,217,40,32,144,33,35,507,11727,554,302,2926,194,100,15803,16,25,12,15,0,0,77,9,26,24,9,0,4,69,41,220,33,83,6,0,389,131,61,61,150,9,4,419,207,47,29,126,14,6,426,480,24,28,198,21,8,756,1893,15,19,371,26,7,2326,4867,16,9,623,30,9,5546,2595,3,8,428,14,6,3052,1317,0,0,197,12,4,1531,800,0,3,129,4,0,947,511,0,3,70,5,0,590,333,0,0,50
