SA3_CODE_2021,C16_CF_1P1NW_150_399,C16_CF_1P1NW_400_649,C16_CF_1P1NW_650_799,C16_CF_1P1NW_800_1249,C16_CF_1P1NW_1250_1999,C16_CF_1P1NW_2000_2499,C16_CF_1P1NW_2500_2999,C16_CF_1P1NW_3000_3999,C16_CF_1P1NW_4000more,C16_CF_1P1NW_Ns,C16_CF_1P1NW_Tot,C16_CF_1A1NW_Neg_ni_inc,C16_CF_1A1NW_1_149,C16_CF_1A1NW_150_399,C16_CF_1A1NW_400_649,C16_CF_1A1NW_650_799,C16_CF_1A1NW_800_1249,C16_CF_1A1NW_1250_1999,C16_CF_1A1NW_2000_2499,C16_CF_1A1NW_2500_2999,C16_CF_1A1NW_3000_3999,C16_CF_1A1NW_4000more,C16_CF_1A1NW_Ns,C16_CF_1A1NW_Tot,C16_CF_BA_Neg_ni_inc,C16_CF_BA_1_149,C16_CF_BA_150_399,C16_CF_BA_400_649,C16_CF_BA_650_799,C16_CF_BA_800_1249,C16_CF_BA_1250_1999,C16_CF_BA_2000_2499,C16_CF_BA_2500_2999,C16_CF_BA_3000_3999,C16_CF_BA_4000more,C16_CF_BA_Ns,C16_CF_BA_Tot,C16_CF_BNW_Neg_ni_inc,C16_CF_BNW_1_149,C16_CF_BNW_150_399,C16_CF_BNW_400_649,C16_CF_BNW_650_799,C16_CF_BNW_800_1249,C16_CF_BNW_1250_1999,C16_CF_BNW_2000_2499,C16_CF_BNW_2500_2999,C16_CF_BNW_3000_3999,C16_CF_BNW_4000more,C16_CF_BNW_Ns,C16_CF_BNW_Tot,C16_CF_LFns_Neg_ni_inc,C16_CF_LFns_1_149,C16_CF_LFns_150_399,C16_CF_LFns_400_649,C16_CF_LFns_650_799,C16_CF_LFns_800_1249,C16_CF_LFns_1250_1999,C16_CF_LFns_2000_2499,C16_CF_LFns_2500_2999,C16_CF_LFns_3000_3999,C16_CF_LFns_4000more,C16_CF_LFns_Ns,C16_CF_LFns_Tot,C16_C_f_c_Tot_Fi_Neg_ni_inc,C16_C_f_c_Tot_Fi_1_149,C16_C_f_c_Tot_Fi_150_399,C16_C_f_c_Tot_Fi_400_649,C16_CF_c_Tot_Fi_650_799,C16_CF_c_Tot_Fi_800_1249,C16_CF_c_Tot_Fi_1250_1999,C16_CF_c_Tot_Fi_2000_2499,C16_CF_c_Tot_Fi_2500_2999,C16_CF_c_Tot_Fi_3000_3999,C16_CF_c_Tot_Fi_4000more,C16_C_f_with_c_TotFI_Ns,C16_C_f_with_c_Tot_Tot,C16_1PF_F_Neg_ni_inc,C16_1PF_F_1_149,C16_1PF_F_150_399,C16_1PF_F_400_649,C16_1PF_F_650_799,C16_1PF_F_800_1249,C16_1PF_F_1250_1999,C16_1PF_F_2000_2499,C16_1PF_F_2500_2999,C16_1PF_F_3000_3999,C16_1PF_F_4000more,C16_1PF_F_Ns,C16_1PF_F_Tot,C16_1PF_P_Neg_ni_inc,C16_1PF_P_1_149,C16_1PF_P_150_399,C16_1PF_P_400_649,C16_1PF_P_650_799,C16_1PF_P_800_1249,C16_1PF_P_1250_1999,C16_1PF_P_2000_2499,C16_1PF_P_2500_2999,C16_1PF_P_3000_3999,C16_1PF_P_4000more,C16_1PF_P_Ns,C16_1PF_P_Tot,C16_1PF_A_Neg_ni_inc,C16_1PF_A_1_149,C16_1PF_A_150_399,C16_1PF_A_400_649,C16_1PF_A_650_799,C16_1PF_A_800_1249,C16_1PF_A_1250_1999,C16_1PF_A_2000_2499,C16_1PF_A_2500_2999,C16_1PF_A_3000_3999,C16_1PF_A_4000more,C16_1PF_A_Ns,C16_1PF_A_Tot,C16_1PF_U_Neg_ni_inc,C16_1PF_U_1_149,C16_1PF_U_150_399,C16_1PF_U_400_649,C16_1PF_U_650_799,C16_1PF_U_800_1249,C16_1PF_U_1250_1999,C16_1PF_U_2000_2499,C16_1PF_U_2500_2999,C16_1PF_U_3000_3999,C16_1PF_U_4000more,C16_1PF_U_Ns,C16_1PF_U_Tot,C16_1PF_N_lf_Fi_Neg_ni_inc,C16_1PF_N_lf_Fi_1_149,C16_1PF_N_lf_Fi_150_399,C16_1PF_N_lf_Fi_400_649,C16_1PF_N_lf_Fi_650_799,C16_1PF_N_lf_Fi_800_1249,C16_1PF_N_lf_Fi_1250_1999,C16_1PF_N_lf_Fi_2000_2499,C16_1PF_N_lf_Fi_2500_2999,C16_1PF_N_lf_Fi_3000_3999,C16_1PF_N_lf_Fi_4000more,C16_1PF_N_lf_Fi_Ns,C16_1PF_N_the_lf_Tot,C16_1PF_LFns_Neg_ni_inc,C16_1PF_LFns_1_149,C16_1PF_LFns_150_399,C16_1PF_LFns_400_649,C16_1PF_Lfns_Fi_650_799,C16_1PF_LFns_800_1249,C16_1PF_LFns_1250_1999,C16_1PF_LFns_2000_2499,C16_1PF_LFns_2500_2999,C16_1PF_Lfns_Fi_3000_3999,C16_1PF_LFns_4000more,C16_1PF_LFns_Ns,C16_1PF_LFns_Tot,C16_1PF_TotFI_Neg_ni_inc,C16_1PF_TotFI_1_149,C16_1PF_TotFI_150_399,C16_1PF_TotFI_400_649,C16_1PF_TotFI_650_799,C16_1PF_TotFI_800_1249,C16_1PF_TotFI_1250_1999,C16_1PF_TotFI_2000_2499,C16_1PF_TotFI_2500_2999,C16_1PF_TotFI_3000_3999,C16_1PF_TotFI_4000more,C16_One_par_f_TotFI_Ns,C16_One_parent_f_Tot_Tot,C16_TotFI_Neg_ni_inc,C16_TotFI_1_149,C16_TotFI_150_399,C16_TotFI_400_649,C16_TotFI_650_799,C16_TotFI_800_1249,C16_TotFI_1250_1999,C16_TotFI_2000_2499,C16_TotFI_2500_2999,C16_TotFI_3000_3999,C16_TotFI_4000more,C16_TotFI_Ns,C16_Tot_Tot,C21_CFNC_BF_Neg_ni_inc,C21_CFNC_BF_1_149,C21_CFNC_BF_150_399,C21_CFNC_BF_400_649,C21_CFNC_BF_650_799,C21_CFNC_BF_800_1249,C21_CFNC_BF_1250_1999,C21_CFNC_BF_2000_2499,C21_CFNC_BF_2500_2999,C21_CFNC_BF_3000_3999,C21_CFNC_BF_4000more,C21_CFNC_BF_Ns,C21_CFNC_BF_Tot,C21_CFNC_BPT_Neg_ni_inc,C21_CFNC_BPT_1_149,C21_CFNC_BPT_150_399,C21_CFNC_BPT_400_649,C21_CFNC_BPT_650_799,C21_CFNC_BPT_800_1249,C21_CFNC_BPT_1250_1999
50603,28,69,68,170,195,69,39,43,38,63,796,4,0,0,5,3,27,36,24,4,24,12,29,179,0,0,0,0,0,0,3,8,6,7,8,13,58,95,20,56,132,75,167,223,86,44,51,37,82,1070,0,0,0,0,0,5,3,0,0,0,0,878,893,109,26,112,274,263,1082,2267,1624,1193,1610,1532,1562,11663,5,0,4,20,30,187,342,169,53,73,26,97,1008,0,9,47,125,87,165,112,35,23,19,12,72,713,0,0,0,5,5,18,24,9,4,6,0,13,92,21,8,28,47,18,26,18,3,4,0,0,13,184,94,21,84,183,122,212,187,43,30,11,11,99,1096,0,0,0,0,0,0,0,0,0,0,0,10,21,126,37,171,382,268,605,678,263,109,117,48,304,3111,449,155,424,1191,1432,3112,4543,2822,1938,2375,2015,2534,22995,0,0,0,0,4,14,127,326,327,420,371,10,1602,0,3,0,16,36,124,195
50604,41,107,75,263,246,101,37,46,27,63,1005,3,0,5,8,5,42,67,26,7,21,12,33,222,4,0,0,0,0,9,31,20,25,10,9,32,133,92,20,63,208,127,267,363,119,55,41,30,163,1541,0,0,3,4,0,3,7,0,0,7,0,1130,1160,114,30,120,412,366,1626,3703,2529,1675,1758,1126,2103,15565,3,0,6,33,70,334,453,222,96,79,28,149,1466,4,4,70,195,139,269,164,59,13,23,5,79,1020,0,0,3,13,9,32,19,11,7,3,0,22,115,33,5,67,112,36,50,25,9,3,3,0,41,390,141,29,189,399,224,361,243,71,27,19,9,148,1857,0,0,3,0,0,5,3,0,0,0,0,50,61,185,47,329,750,479,1051,910,370,154,128,41,479,4910,535,152,584,1784,2168,4377,6651,4176,2566,2507,1469,3479,30453,3,0,0,0,0,14,208,482,438,518,257,10,1939,0,6,4,9,20,120,165
50605,5,24,16,55,68,50,20,13,22,34,308,0,0,0,3,0,13,26,17,14,5,7,21,98,0,0,0,0,0,4,4,6,5,3,10,18,53,18,4,9,36,23,83,127,54,24,28,21,54,495,0,0,0,0,0,5,5,0,0,0,0,622,635,30,7,12,76,71,500,1390,1135,915,1090,919,1140,7291,0,0,0,8,20,151,255,118,59,51,34,92,790,0,0,23,95,62,157,96,28,16,9,0,55,548,0,0,0,0,6,10,19,6,3,0,0,12,57,8,4,13,35,14,17,11,6,3,3,0,15,127,25,13,77,142,69,140,85,27,26,5,9,75,691,0,0,4,0,0,0,0,0,0,0,0,16,21,34,16,122,276,161,480,467,193,111,73,35,261,2237,157,82,219,654,942,1986,3036,2084,1506,1695,1308,2034,15693,0,0,0,0,5,6,91,227,225,367,293,16,1228,0,0,3,6,6,56,95
50606,3,16,8,48,45,25,15,9,7,18,194,0,0,0,0,5,10,21,18,3,5,8,8,76,0,0,0,0,0,0,4,3,0,5,0,3,22,15,3,9,14,10,39,44,17,4,8,3,20,184,0,0,0,0,0,0,3,0,0,0,0,355,360,17,4,19,44,37,290,841,635,429,468,364,611,3755,0,0,0,6,15,56,101,45,14,10,6,29,282,0,6,17,45,24,69,35,13,5,0,3,14,225,0,0,0,0,3,3,5,3,0,3,0,8,28,4,0,11,11,6,13,12,0,0,0,0,8,69,16,9,31,55,20,44,34,6,10,5,0,28,263,0,0,0,0,0,0,0,0,0,0,0,7,9,28,6,68,113,74,177,185,66,26,21,10,102,877,91,31,130,279,341,801,1590,1094,719,712,515,990,7295,0,3,0,0,0,3,45,165,163,208,143,8,735,0,0,0,4,3,22,38
50607,5,28,7,26,37,26,10,26,48,14,227,0,0,0,3,0,7,3,3,4,11,10,3,48,0,0,0,0,0,0,0,3,0,4,5,5,27,22,5,14,24,24,28,49,35,12,25,27,26,294,0,0,0,0,0,0,0,0,0,0,0,312,310,41,6,19,66,48,171,439,419,339,733,1414,541,4245,0,0,5,4,9,61,113,62,26,35,27,54,394,0,0,16,37,29,95,55,22,7,9,5,25,314,0,0,0,4,0,8,5,0,0,0,3,3,23,4,3,12,17,9,12,4,3,3,0,0,0,76,37,5,44,74,48,87,47,23,8,10,9,46,456,0,0,0,0,0,0,0,0,0,0,0,13,20,48,13,83,143,97,251,226,115,51,59,43,141,1282,170,55,150,356,393,991,1429,1072,838,1363,2165,1157,10146,0,0,0,0,0,6,50,120,187,314,497,3,1185,0,0,0,5,9,37,81
50701,19,57,41,135,147,80,38,44,25,49,627,0,0,0,7,4,25,53,19,19,26,18,26,195,0,0,0,0,0,0,9,11,21,22,19,23,108,39,14,25,70,77,162,172,75,49,31,26,104,831,0,0,0,0,0,8,8,0,6,0,0,1098,1118,41,23,53,172,189,901,2457,2119,1698,2154,1692,1979,13485,0,0,6,25,46,252,395,214,85,59,44,167,1290,3,4,51,193,131,283,202,61,20,12,0,94,1055,0,0,4,14,13,17,22,9,6,8,0,13,104,14,6,40,77,19,52,26,12,6,0,0,24,270,69,24,130,281,151,262,137,48,28,16,9,138,1290,0,0,0,3,0,3,0,0,0,0,0,24,40,91,32,236,586,369,875,781,344,136,91,53,457,4043,281,132,394,1300,1568,3010,4898,3709,2824,3287,2351,3481,27238,0,0,0,4,4,12,176,541,591,947,681,16,2983,0,3,0,11,22,81,171
50702,8,10,9,28,37,16,17,21,18,18,183,0,0,3,0,0,0,13,8,4,3,4,8,50,0,0,0,0,0,0,4,5,3,4,11,6,37,13,0,7,19,15,36,56,14,9,13,24,29,245,0,0,0,0,0,0,0,0,0,0,0,300,303,20,6,20,34,52,145,475,409,359,638,977,559,3691,0,0,5,6,12,63,114,84,21,29,19,53,410,0,0,16,63,45,85,71,26,6,14,3,55,387,0,0,4,0,0,6,8,0,3,3,0,5,32,0,0,14,23,6,9,3,0,0,0,4,12,73,18,9,57,100,45,90,65,11,12,6,12,70,488,0,0,0,0,0,0,0,0,0,0,0,11,14,21,6,92,200,118,252,265,124,41,51,32,197,1405,82,32,145,407,467,854,1409,943,759,1189,1593,1209,9079,0,0,0,0,0,9,35,103,109,294,411,7,964,0,0,3,4,12,27,49
50703,4,21,12,77,72,17,20,7,6,19,270,0,0,0,6,3,15,22,20,12,0,5,12,90,0,0,0,0,0,6,8,4,3,5,5,9,34,14,4,5,41,39,85,82,29,7,13,10,53,381,0,0,0,0,0,0,5,0,0,0,0,399,408,16,10,14,98,87,523,1208,785,520,475,250,686,4668,3,0,3,12,15,138,155,74,24,11,12,50,491,0,0,20,78,59,82,72,18,5,4,0,26,369,0,0,0,7,10,5,4,7,0,0,0,4,41,11,0,37,62,31,31,13,5,0,0,0,12,204,27,12,106,204,94,128,68,20,9,6,0,61,730,0,0,0,6,4,0,0,0,0,0,0,15,20,42,11,167,370,201,384,312,121,43,24,15,175,1858,107,41,226,666,652,1376,2191,1414,895,750,374,1203,9886,0,0,0,0,0,13,79,207,202,244,119,5,877,0,0,0,8,5,31,66
50704,17,42,32,117,118,69,52,69,84,42,647,0,0,3,3,8,13,25,22,12,14,31,14,139,0,0,0,0,0,0,6,6,7,11,24,5,70,40,15,30,61,52,120,193,90,69,89,73,107,944,0,0,0,0,0,0,0,4,0,0,0,1136,1152,61,24,60,156,125,585,1462,1486,1404,2296,3491,2005,13149,6,0,8,27,38,162,365,222,65,107,66,138,1194,0,10,43,119,78,227,187,69,28,21,12,87,873,0,0,5,10,4,14,22,5,11,5,0,15,87,14,8,24,38,8,23,18,3,0,3,4,18,154,79,23,99,167,116,235,185,70,37,16,21,127,1180,0,0,0,0,0,0,0,0,0,0,0,14,25,100,34,174,356,247,657,780,361,141,156,95,407,3509,326,152,356,1031,1255,2882,4039,2924,2371,3544,4821,3317,27030,0,0,0,0,0,15,83,232,272,550,814,12,1977,4,0,5,12,19,82,146
50705,14,57,50,169,195,86,35,25,39,60,734,3,0,0,10,5,32,81,51,29,39,25,21,302,0,0,0,0,0,3,22,19,17,17,29,29,133,43,12,39,101,65,210,226,94,35,17,29,124,993,0,0,3,0,0,4,4,5,3,4,0,2034,2055,68,18,65,214,198,1069,3198,2607,1766,1994,1590,3055,15829,3,3,4,40,69,347,505,221,91,68,33,188,1570,0,10,76,278,177,361,181,40,15,12,3,91,1240,3,0,3,22,11,28,24,14,9,11,3,26,148,31,9,81,161,46,58,32,8,9,3,0,29,473,110,27,230,506,241,313,185,31,28,20,8,179,1880,0,0,0,5,5,0,5,0,0,0,0,31,49,154,48,398,1010,548,1109,927,314,142,116,54,542,5368,383,159,602,1915,2203,3932,6239,4369,2858,3109,2160,5043,32965,3,0,0,3,0,18,194,448,453,751,509,23,2412,0,0,3,10,13,79,156
50901,4,22,35,111,100,28,17,13,10,25,366,0,0,0,3,6,28,23,9,9,3,3,11,100,0,0,0,0,0,3,21,5,9,4,9,8,64,3,5,13,41,40,99,85,23,7,12,3,52,396,0,0,0,0,4,5,6,0,0,0,0,442,461,15,16,26,131,145,741,1458,812,600,543,417,954,5853,0,0,8,22,51,108,158,46,16,16,13,71,511,0,5,45,152,98,164,83,15,4,0,0,58,619,0,0,0,11,6,8,9,5,0,3,5,9,56,0,0,31,35,11,16,5,0,6,0,0,10,111,23,3,95,216,121,174,79,22,3,7,4,93,834,0,0,0,6,0,4,0,0,0,0,0,19,30,28,14,178,431,285,461,329,98,26,28,26,255,2163,125,89,295,1062,1468,2503,3313,1641,1074,953,718,1906,15143,8,4,4,10,8,48,205,281,247,238,182,15,1243,0,0,5,26,24,109,167
50902,5,27,11,68,63,22,12,7,6,31,256,0,0,0,0,3,12,30,17,7,9,8,14,104,0,0,0,0,0,4,7,6,6,11,7,6,52,4,11,9,49,48,97,67,19,7,16,9,71,413,0,0,0,0,0,5,6,5,0,0,0,565,579,17,27,26,137,135,580,1154,756,511,511,413,1148,5411,6,0,6,16,27,90,114,52,12,18,16,64,428,0,0,31,90,58,95,41,16,5,7,3,51,397,0,0,0,13,9,6,10,0,0,0,0,12,55,3,4,30,42,11,6,5,3,3,0,0,20,133,22,13,77,197,107,139,52,24,9,11,8,97,756,0,0,0,8,0,3,4,0,0,0,0,16,34,33,21,148,364,211,342,233,97,37,41,28,262,1801,176,130,250,1055,1350,2032,2761,1608,1010,1006,771,2219,14380,12,7,3,11,15,53,170,224,229,288,209,20,1242,6,0,0,21,32,83,109
50903,0,4,4,16,20,9,4,0,5,3,73,0,0,0,0,0,4,8,7,0,4,0,0,25,0,0,0,0,0,3,0,0,3,0,0,3,21,4,0,9,29,14,33,16,10,0,3,0,18,127,0,0,0,0,0,0,4,0,0,0,0,161,177,10,3,12,51,52,229,424,276,175,180,151,401,1968,0,0,0,3,17,36,45,14,3,8,0,21,158,0,0,14,31,26,31,13,0,3,0,0,5,128,0,0,0,0,0,6,4,0,0,0,0,9,14,0,0,8,15,3,12,0,0,0,0,0,4,47,3,0,34,61,48,58,23,6,0,0,0,35,289,0,0,0,0,0,0,4,0,0,0,0,5,14,8,4,60,118,97,146,88,26,9,12,6,75,651,54,32,97,338,435,782,998,602,359,364,300,749,5115,8,4,0,7,9,45,87,102,66,111,94,9,535,0,0,0,0,4,32,48
51001,7,14,13,35,23,11,3,0,0,12,121,0,0,0,0,3,3,8,9,0,3,0,9,41,0,0,0,0,0,5,8,3,9,3,3,11,45,0,4,27,159,81,132,45,7,0,0,3,89,561,0,0,0,3,0,3,3,0,0,0,0,255,272,6,11,38,207,126,319,425,400,330,381,262,548,3049,4,0,6,17,17,77,124,45,17,18,6,60,389,3,3,21,39,24,64,36,12,3,0,3,28,227,0,0,0,4,6,9,4,3,0,0,0,8,48,3,3,39,33,10,14,0,0,0,0,0,24,127,20,23,180,185,98,111,48,10,10,3,6,132,830,0,3,4,0,0,3,0,0,0,0,0,47,58,28,32,252,275,160,279,218,78,30,19,11,293,1665,54,59,310,640,398,829,1062,867,643,748,486,1168,7269,0,0,0,4,6,15,47,152,174,278,196,12,879,0,0,0,5,0,8,32
51002,0,4,4,6,6,4,4,3,3,11,55,0,0,0,0,3,5,13,19,7,6,5,6,64,0,0,0,0,0,0,7,5,6,6,14,8,43,0,4,3,28,16,23,14,5,0,5,0,17,130,0,0,0,0,0,0,0,8,0,5,0,152,164,0,4,3,42,32,77,225,324,220,445,569,308,2248,0,0,0,0,6,16,59,36,6,22,16,14,176,0,0,12,10,6,24,9,6,0,7,0,3,72,0,0,0,0,5,8,0,0,0,5,0,4,18,3,0,11,13,3,0,0,0,0,0,0,4,37,6,3,51,49,24,20,25,7,0,4,3,31,227,0,0,0,0,0,0,0,0,0,0,0,12,15,7,3,72,71,40,69,94,51,14,33,22,67,546,24,13,89,145,107,205,467,552,413,837,961,575,4384,0,0,0,0,4,0,15,43,97,245,312,9,718,0,0,0,0,3,4,6
51003,0,3,3,14,12,24,3,5,18,12,88,0,0,0,4,0,0,8,21,5,19,5,11,87,0,0,0,0,0,0,7,8,3,16,8,8,52,8,3,11,27,16,21,11,4,0,3,5,24,132,0,0,0,0,0,0,0,4,0,3,0,224,236,11,0,12,35,27,97,268,556,354,705,905,470,3432,0,0,0,0,14,40,74,59,22,36,16,22,290,0,0,7,13,14,7,19,8,0,7,0,4,75,0,0,5,0,3,5,7,5,0,0,0,3,27,7,3,13,16,0,4,0,0,0,0,0,3,55,10,8,31,57,28,21,11,4,6,6,3,29,211,0,0,0,0,0,0,0,0,0,0,0,7,13,21,10,59,84,49,72,113,78,24,52,23,81,664,39,18,79,148,101,232,589,899,646,1180,1450,769,6145,0,0,0,4,0,7,24,91,105,287,417,5,934,0,0,0,0,0,6,14
51101,4,0,5,18,10,7,0,3,0,0,47,0,0,0,6,0,4,4,6,3,5,0,3,20,0,0,0,0,0,0,6,4,6,3,0,4,20,3,0,5,5,6,16,13,3,3,0,4,22,79,0,0,0,0,0,0,0,0,0,0,0,152,159,4,4,5,30,22,143,356,240,199,174,139,308,1631,0,0,3,7,10,27,36,19,3,9,4,17,135,0,3,17,33,21,26,26,0,0,0,4,11,131,0,0,0,0,0,3,0,0,0,0,0,0,12,0,0,6,10,0,3,0,0,0,0,0,0,24,3,7,22,40,32,44,17,0,4,0,3,15,195,0,0,0,5,0,0,0,0,0,0,0,10,12,10,3,43,87,68,107,84,28,12,12,10,60,515,31,21,62,234,274,492,785,457,340,304,243,565,3829,11,0,0,0,4,12,51,94,64,85,80,4,400,0,0,0,4,5,17,21
51102,0,0,0,8,10,0,0,3,0,4,37,0,0,0,0,0,0,3,7,0,3,0,0,19,0,0,0,0,0,0,6,0,3,0,0,0,11,0,0,5,18,13,16,14,4,5,0,0,14,87,0,0,0,0,0,0,0,0,0,0,0,82,83,7,3,6,28,22,82,189,116,98,89,67,164,865,0,0,0,3,5,15,24,13,0,0,3,18,90,0,0,6,18,15,12,7,0,0,3,0,10,66,0,0,0,0,0,3,5,0,0,0,0,6,13,0,0,5,4,4,0,0,0,0,0,0,3,21,3,3,17,38,13,10,9,0,0,0,0,25,121,0,0,0,0,0,0,0,0,0,0,0,9,12,7,3,28,66,36,48,45,13,0,0,3,67,322,28,16,38,132,157,255,422,238,174,166,128,361,2127,0,0,0,4,7,8,45,67,50,64,46,0,288,0,0,0,0,3,11,20
51103,6,13,10,23,30,18,6,11,5,13,131,0,0,0,0,3,9,19,17,5,14,6,13,87,0,0,0,0,0,0,3,3,4,10,9,17,54,3,3,6,60,30,52,33,13,3,8,10,43,268,0,0,0,0,0,4,5,0,0,0,0,421,435,10,9,14,86,70,200,643,693,533,774,629,698,4351,0,0,0,17,23,89,127,72,29,31,13,55,465,0,0,23,37,34,44,28,9,6,5,0,26,222,0,0,0,11,3,10,6,3,0,0,0,6,38,4,8,20,20,10,19,9,9,0,4,0,12,104,19,14,94,107,49,76,51,19,3,5,5,56,500,0,0,3,0,0,0,0,0,0,0,0,45,49,24,17,140,193,119,235,226,106,40,43,14,202,1369,68,39,188,403,378,700,1334,1252,923,1325,954,1303,8865,0,0,0,0,0,0,52,140,186,346,398,4,1136,0,0,0,0,0,14,23
51104,5,25,14,48,63,13,12,13,5,13,211,0,0,3,5,0,21,21,21,3,5,5,20,94,0,0,0,6,0,0,12,5,9,5,5,12,51,17,7,18,61,64,71,68,30,9,10,5,62,425,0,0,0,0,0,3,7,5,0,0,3,658,672,31,13,35,123,114,415,1092,772,559,605,449,1120,5318,3,0,8,16,30,123,214,88,15,24,7,74,596,0,6,43,111,64,113,64,19,6,3,4,53,487,0,0,8,13,10,6,10,0,3,4,0,9,62,8,6,50,48,18,23,9,5,4,4,0,12,186,30,11,110,210,115,150,73,15,5,11,10,115,848,0,0,0,5,0,0,0,0,0,0,0,31,35,36,20,214,403,230,423,368,126,31,41,20,300,2216,161,95,320,926,1128,1712,2534,1548,1003,1070,777,2204,13464,7,0,0,4,6,40,147,234,217,308,233,11,1210,3,0,0,8,12,71,90
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,0,8,9,43,28,8,3,0,0,16,124,0,0,0,3,0,17,3,3,0,0,0,3,32,0,0,0,0,0,0,0,6,0,0,0,3,20,5,0,3,24,25,63,44,14,0,5,0,27,209,0,0,0,0,0,0,0,0,0,0,0,77,83,7,0,6,43,52,287,573,322,168,160,53,234,1902,0,0,0,15,26,77,50,12,0,3,0,16,208,0,0,18,61,42,82,26,6,4,0,0,31,267,0,0,4,6,3,11,4,0,0,0,0,0,34,0,3,17,33,10,8,0,0,0,0,0,4,76,4,3,79,157,77,99,49,9,0,10,0,58,548,0,0,0,0,0,0,0,0,0,0,0,9,12,9,8,122,280,161,270,127,31,9,18,0,118,1147,25,17,140,410,473,847,1073,546,254,230,79,484,4583,0,0,0,0,0,4,49,118,82,63,39,0,358,0,0,0,3,4,15,29
60102,0,20,21,85,82,29,20,15,7,30,313,0,0,0,0,3,6,14,9,0,5,0,11,45,0,0,0,0,0,0,5,10,8,6,5,7,41,8,0,3,36,35,113,116,30,19,8,4,52,441,0,0,0,0,0,7,6,0,0,0,0,280,285,7,8,10,70,88,495,1311,948,769,779,494,706,5690,0,0,3,27,38,167,248,94,28,17,10,114,745,0,0,32,119,85,203,116,21,4,5,0,70,653,7,0,6,10,9,18,16,7,0,3,5,10,78,0,0,28,31,5,8,0,0,0,0,0,11,104,12,8,84,240,135,215,119,31,10,7,4,100,963,0,0,0,4,0,0,3,0,0,0,0,11,23,23,10,152,432,279,609,498,152,49,33,17,319,2569,78,41,204,833,1090,2278,3160,1822,1267,1207,706,1457,14142,4,0,0,0,0,4,101,307,226,300,266,0,1210,4,4,0,8,10,69,127
60103,3,40,39,128,82,18,9,0,0,17,345,0,0,0,0,10,14,23,7,3,0,0,12,82,0,0,0,0,0,4,14,8,0,0,3,6,36,17,8,18,110,71,171,133,32,19,6,6,71,664,0,0,0,0,0,4,0,0,0,0,0,190,206,19,8,21,191,183,776,1510,815,499,376,138,570,5112,0,0,0,23,52,199,260,81,29,19,5,77,738,0,3,46,203,126,209,112,19,6,0,0,77,806,4,0,6,18,14,24,14,0,0,5,0,19,91,3,0,45,75,28,18,3,3,0,0,0,12,182,17,12,167,380,217,325,139,20,6,16,5,126,1419,0,0,0,0,0,0,6,0,0,0,0,31,41,23,15,263,694,429,775,533,131,37,39,4,334,3280,94,51,333,1242,1467,2556,3240,1534,824,585,216,1320,13448,0,0,0,0,0,9,187,308,248,256,93,4,1100,0,0,0,9,19,106,151
60104,6,20,12,53,46,22,8,15,5,24,204,0,0,0,0,0,6,7,0,4,0,0,3,34,0,0,0,0,0,0,3,4,9,4,3,4,31,5,0,0,21,14,47,56,30,17,0,8,18,218,0,0,0,0,0,3,4,0,0,0,4,228,236,10,3,9,49,51,342,884,708,520,571,366,488,4010,0,0,0,4,17,110,184,74,17,10,5,57,477,0,4,19,87,58,126,73,16,0,3,0,42,428,0,0,0,4,7,4,11,3,0,0,0,5,40,0,0,13,21,4,7,0,0,0,0,0,13,69,15,5,40,112,56,101,55,8,6,0,0,25,433,0,0,0,0,4,0,0,0,0,0,0,8,10,13,5,77,238,152,348,314,102,22,14,7,159,1456,52,29,116,474,610,1399,2046,1278,793,836,490,916,9040,0,0,0,0,0,0,62,127,130,171,151,5,653,0,0,4,8,12,58,106
