SA3_CODE_2021,C21_650_799_1PF_1C,C21_650_799_1PF_2C,C21_650_799_1PF_3C,C21_650_799_1PF_4mC,C21_650_799_Tot,C21_800_999_1PF_1C,C21_800_999_1PF_2C,C21_800_999_1PF_3C,C21_800_999_1PF_4mC,C21_800_999_Tot,C21_1000_1499_1PF_1C,C21_1000_1499_1PF_2C,C21_1000_1499_1PF_3C,C21_1000_1499_1PF_4mC,C21_1000_1499_Tot,C21_1500_1999_1PF_1C,C21_1500_1999_1PF_2C,C21_1500_1999_1PF_3C,C21_1500_1999_1PF_4mC,C21_1500_1999_Tot,C21_2000_2499_1PF_1C,C21_2000_2499_1PF_2C,C21_2000_2499_1PF_3C,C21_2000_2499_1PF_4mC,C21_2000_2499_Tot,C21_2500_2999_1PF_1C,C21_2500_2999_1PF_2C,C21_2500_2999_1PF_3C,C21_2500_2999_1PF_4mC,C21_2500_2999_Tot,C21_3000_3999_1PF_1C,C21_3000_3999_1PF_2C,C21_3000_3999_1PF_3C,C21_3000_3999_1PF_4mC,C21_3000_3999_Tot,C21_4000more_1PF_1C,C21_4000more_1PF_2C,C21_4000more_1PF_3C,C21_4000more_1PF_4mo_ch,C21_4000more_Tot,C21_Par_inc_st_1PF_1C,C21_Par_inc_st_1PF_2C,C21_Par_inc_st_1PF_3C,C21_Par_inc_st_1PF_4mC,C21_Par_inc_st_Tot,C21_All_inc_ns_1PF_1Ch,C21_All_inc_ns_1PF_2C,C21_All_inc_ns_1PF_3C,C21_All_inc_ns_1PF_4mC,C21_All_inc_ns_Tot,C21_Tot_1PF_1C,C21_Tot_1PF_2C,C21_Tot_1PF_3C,C21_Tot_1PF_4mC,C21_Tot_Tot
10304,122,79,35,23,260,167,67,21,23,279,315,172,49,29,569,198,109,42,14,356,132,75,30,3,247,53,27,13,3,97,39,31,16,0,93,37,16,6,0,57,69,50,30,6,161,24,13,3,3,50,1381,783,290,150,2598
10401,147,80,33,21,285,206,86,31,20,344,364,153,66,30,615,159,76,29,9,272,89,34,13,7,144,35,16,0,3,58,22,19,0,0,41,20,9,5,5,34,95,51,24,13,179,53,19,12,0,80,1487,701,274,126,2590
10402,238,149,58,20,469,355,143,42,20,562,678,299,108,47,1136,333,188,69,19,606,202,92,41,3,341,65,35,11,6,113,43,36,9,5,100,42,18,9,7,83,152,123,46,23,350,50,27,7,3,84,2646,1366,464,180,4663
10501,64,33,13,17,124,66,25,7,12,115,110,47,27,8,185,55,24,3,3,85,30,23,0,7,59,9,9,0,4,21,22,0,3,5,27,11,6,3,0,22,33,15,10,14,77,29,8,4,4,44,545,240,106,82,976
10502,52,32,17,4,99,84,31,18,13,149,131,66,25,16,242,79,34,18,4,130,50,31,13,4,100,16,10,0,0,30,19,8,4,5,38,6,5,4,0,14,45,30,6,6,87,20,10,3,5,37,659,329,132,58,1177
10503,144,91,51,26,307,209,108,44,20,391,457,193,96,38,789,222,137,59,25,440,140,75,33,9,259,66,32,8,4,111,34,26,13,4,73,38,15,10,0,67,120,70,35,19,241,62,28,7,8,102,1813,961,439,202,3409
10601,240,175,83,33,526,366,142,73,41,629,611,298,129,51,1090,327,168,57,21,578,225,136,45,15,422,102,58,25,11,191,60,51,20,13,143,33,35,10,11,92,149,93,53,31,330,64,29,13,7,102,2694,1490,624,290,5094
10602,164,120,73,21,383,279,128,60,35,499,562,315,92,33,1000,305,205,70,29,607,229,162,53,14,455,89,67,16,6,178,61,62,17,11,151,34,32,20,3,95,103,77,36,18,233,35,20,3,3,60,2206,1402,496,198,4302
10603,178,96,38,26,337,291,95,48,23,447,514,226,70,42,846,252,117,40,13,430,144,72,35,7,262,62,27,13,8,118,51,43,11,4,107,27,24,13,0,64,139,71,46,10,265,35,13,7,0,60,2031,984,380,159,3559
10604,65,31,15,11,119,100,38,23,4,163,144,73,35,11,258,74,49,7,8,134,69,32,15,8,116,26,4,4,0,34,23,16,0,5,46,13,7,0,4,25,38,37,9,10,95,19,6,4,0,34,727,376,152,73,1326
10701,175,124,56,12,365,322,113,53,30,515,575,246,100,44,965,341,168,57,22,583,209,138,35,16,399,76,48,14,4,138,62,77,21,6,160,31,29,14,3,82,92,73,40,13,229,52,11,8,4,64,2332,1246,479,196,4256
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10703,213,134,40,14,402,348,124,57,21,555,612,295,90,37,1035,360,196,56,26,634,247,151,48,14,461,115,59,17,5,204,89,82,26,9,206,50,42,15,3,104,148,87,44,15,294,56,18,12,3,85,2668,1411,493,171,4745
10704,231,121,33,11,395,358,140,38,9,544,754,280,79,22,1129,429,234,56,14,734,338,225,40,10,608,170,72,15,3,254,125,108,20,5,255,82,88,28,6,201,160,143,65,20,389,39,14,5,0,55,3195,1625,426,125,5366
10801,83,53,23,11,166,137,47,21,7,210,243,73,27,21,361,95,45,16,6,161,49,25,9,4,80,30,13,0,0,40,13,7,3,0,24,5,0,4,0,9,62,43,16,11,140,20,9,4,0,36,899,391,148,66,1506
10802,156,104,33,21,311,215,85,48,26,367,345,157,73,41,615,143,67,23,10,244,88,42,15,9,159,26,6,12,6,52,25,10,3,0,41,17,3,5,3,29,91,93,28,28,233,41,16,9,7,80,1500,733,312,182,2723
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10
10804,211,104,50,16,386,335,99,42,20,490,630,249,85,49,1008,281,147,44,16,489,196,100,30,11,336,68,27,8,4,109,31,28,10,4,73,40,19,7,0,66,117,77,25,13,243,37,10,12,0,58,2370,1070,366,163,3965
10805,153,102,41,16,306,272,97,36,24,432,426,165,84,26,701,178,95,34,12,315,71,64,15,6,157,32,16,3,3,59,11,15,8,0,33,12,12,0,4,32,109,63,36,18,226,34,16,9,12,83,1666,816,317,151,2948
10901,156,94,48,21,321,217,85,36,20,350,399,197,79,29,701,227,122,35,10,401,162,75,29,10,276,53,23,13,4,91,33,22,8,5,66,19,13,10,4,46,88,59,35,5,183,36,11,4,0,55,1728,883,342,151,3093
10902,21,11,7,0,47,33,22,4,8,56,49,23,0,3,75,29,12,0,3,42,25,9,5,0,43,3,0,0,0,8,6,6,0,0,8,6,0,0,0,13,22,7,7,5,36,10,4,3,0,21,252,123,51,24,449
10903,69,50,9,7,140,106,56,21,13,186,201,80,36,11,336,99,61,16,11,187,72,32,11,0,117,16,13,4,0,35,9,7,3,0,26,8,4,0,0,19,53,42,14,12,115,21,4,0,0,28,831,415,143,58,1452
11001,70,44,23,12,148,118,33,27,18,201,182,79,33,18,314,96,43,20,13,171,78,27,12,4,123,18,8,3,0,36,13,10,0,0,24,16,12,0,0,25,48,32,14,3,99,12,5,3,0,16,832,385,165,95,1475
11002,79,62,31,16,187,155,75,34,14,274,219,100,25,19,359,93,43,14,7,158,53,32,4,4,95,20,11,0,0,31,10,4,4,0,17,6,5,0,0,14,57,31,21,14,120,25,12,7,6,46,967,521,187,106,1778
11003,48,28,13,7,96,81,22,18,12,131,113,52,29,17,203,55,39,12,3,110,55,21,3,4,83,16,7,3,0,25,13,4,3,0,21,10,0,3,0,13,40,24,18,7,83,31,10,4,11,49,570,282,131,67,1051
11004,215,135,77,27,457,273,121,75,30,497,566,240,91,55,952,258,128,56,15,452,175,74,43,18,308,65,29,3,5,98,38,34,8,6,83,32,21,8,6,71,102,91,42,19,249,78,21,4,8,105,2216,1112,528,230,4093
11101,250,162,52,16,481,440,165,62,25,694,926,370,116,39,1453,509,289,85,23,909,376,235,46,9,671,182,91,31,13,315,97,97,38,8,236,68,44,21,3,133,180,169,61,16,429,50,18,8,0,77,3621,1877,616,196,6313
11102,170,114,52,11,350,280,145,50,25,501,566,276,76,37,960,324,161,52,13,558,216,107,41,10,369,101,59,11,7,191,56,51,20,3,125,31,17,10,8,66,118,100,36,13,267,46,7,6,3,66,2289,1249,432,161,4137
11103,344,187,48,26,602,574,189,52,47,855,1095,451,119,31,1697,728,381,89,22,1224,518,281,71,17,887,222,108,27,11,368,171,121,31,5,333,104,84,22,6,222,244,187,76,23,528,68,17,3,8,95,4758,2274,641,236,7906
11201,210,102,26,11,346,310,124,40,9,482,614,234,67,23,934,331,174,41,8,550,203,112,17,6,332,80,27,8,4,121,45,33,11,4,90,57,32,10,0,98,160,119,42,11,324,38,8,8,6,60,2449,1118,312,95,3969
11202,194,114,56,14,380,301,110,55,30,490,564,205,66,38,875,297,132,49,19,498,138,71,34,8,251,77,43,12,4,137,38,35,14,6,87,35,10,11,5,63,138,89,43,19,285,37,15,9,4,68,2245,1050,415,162,3875
11203,249,122,39,15,422,378,125,54,15,570,754,270,95,27,1140,356,183,61,28,626,181,126,30,16,346,85,59,13,4,153,45,32,11,4,94,45,27,7,4,78,171,120,55,22,361,62,24,10,4,101,2780,1293,434,146,4655
11301,78,60,34,9,182,147,63,29,17,256,246,112,46,27,432,121,60,27,4,216,104,57,13,5,172,30,20,9,0,54,32,27,8,11,78,13,9,0,0,25,53,52,26,5,135,28,19,4,0,54,1071,567,249,117,2008
11302,31,16,10,7,65,61,18,6,4,90,76,32,18,4,129,37,13,8,0,61,28,16,0,0,41,11,3,0,0,13,6,4,0,0,14,4,0,0,0,4,27,17,3,5,49,13,4,0,0,17,357,174,70,28,626
11303,172,109,53,34,368,284,128,60,32,505,532,261,99,44,939,322,157,48,30,554,169,119,35,8,325,85,26,12,5,129,43,47,21,0,109,32,17,14,4,64,106,92,44,21,266,49,28,10,5,90,2272,1228,488,223,4212
11401,256,135,61,29,478,422,154,56,35,667,698,304,124,49,1173,340,172,53,19,579,187,99,33,8,333,85,41,18,3,151,53,45,10,3,107,34,23,10,3,72,161,91,48,21,324,57,18,7,0,82,2833,1325,506,209,4872
11402,82,37,16,9,143,115,46,16,8,181,267,96,38,17,416,184,86,31,10,312,108,60,20,4,191,53,26,18,0,97,56,29,17,10,100,43,31,5,3,82,82,63,24,10,172,20,3,6,0,24,1148,547,204,66,1963
11501,108,66,20,4,199,177,64,14,10,269,403,174,60,7,643,362,205,42,9,610,344,198,56,7,600,215,112,34,8,371,194,172,41,13,414,190,198,54,12,458,112,107,39,7,258,24,16,0,5,42,2416,1468,393,85,4367
11502,15,9,0,5,33,43,13,3,0,60,76,46,15,0,134,67,41,14,6,120,53,38,4,3,97,39,17,3,0,61,20,23,3,0,47,39,30,7,4,84,23,19,11,3,62,0,0,0,0,7,410,273,84,24,790
11503,28,16,8,8,61,36,18,7,3,67,90,31,13,3,141,70,36,8,0,113,50,30,4,3,91,21,16,0,0,33,32,12,5,9,57,11,7,7,0,27,38,23,14,0,68,4,4,0,3,14,436,221,79,33,772
11504,42,33,3,0,88,60,32,14,0,107,135,97,30,9,269,124,72,29,8,231,100,76,32,3,210,63,35,13,7,113,50,63,14,3,131,60,66,22,8,156,36,61,28,0,132,14,3,3,0,21,786,590,197,52,1631
11601,248,134,47,30,458,395,123,59,30,603,817,308,125,59,1321,539,246,91,23,901,392,221,50,24,691,208,106,38,8,361,137,124,40,9,316,67,69,35,11,181,157,116,57,25,354,61,28,13,7,102,3652,1775,670,280,6373
11602,101,65,38,14,221,165,91,36,15,300,453,223,79,40,801,356,216,57,24,651,315,234,68,17,636,140,102,32,11,285,148,138,43,11,340,89,104,38,12,243,81,92,45,12,226,42,15,0,6,61,2170,1441,493,193,4304
11603,287,173,91,77,624,410,179,102,66,751,733,369,141,79,1322,426,199,90,67,787,343,151,60,36,590,133,103,32,17,286,98,99,44,25,266,46,49,34,15,140,139,111,51,39,343,88,38,15,11,154,3373,1872,878,560,6684
11701,85,26,10,7,126,128,47,11,4,195,268,103,25,10,404,205,92,18,0,321,199,87,17,0,313,75,38,5,0,117,70,76,13,3,154,49,40,20,0,110,56,42,14,7,118,25,0,4,0,32,1370,644,156,44,2217
11702,51,31,7,4,98,124,26,5,3,159,249,98,13,3,354,206,75,10,0,294,173,84,16,0,272,66,24,7,3,99,65,45,8,0,120,78,64,17,5,165,60,38,16,14,121,22,0,0,0,21,1271,541,108,36,1955
11703,221,48,15,10,292,311,69,11,9,397,519,154,34,10,712,402,149,30,5,588,408,159,23,3,589,145,38,7,0,193,186,75,12,4,274,353,143,17,3,511,146,106,26,4,286,42,17,0,0,55,3329,1147,211,52,4744
11801,92,33,7,0,128,110,54,11,3,170,346,139,21,4,511,291,128,22,0,440,289,163,36,4,496,101,51,4,0,158,199,88,14,3,304,394,272,63,13,742,158,115,41,11,320,38,11,0,0,53,2264,1151,246,42,3707
11802,194,61,21,6,281,275,67,26,4,374,552,180,30,10,776,446,173,27,0,646,386,179,34,7,608,177,67,19,7,269,190,112,31,0,329,220,200,45,3,471,167,100,40,9,315,39,11,3,0,46,3048,1302,310,70,4730
11901,365,200,90,50,700,500,162,104,76,840,964,443,188,100,1690,623,304,108,65,1101,479,260,108,41,891,248,159,50,29,491,153,185,70,36,445,88,126,57,36,297,193,142,85,65,485,96,55,24,9,182,4674,2545,1126,622,8969
11902,271,122,52,26,465,404,115,34,22,573,885,261,97,35,1266,491,216,73,35,818,376,179,52,19,626,183,104,30,14,316,137,131,40,9,325,66,87,46,18,218,154,109,48,27,341,63,18,7,4,96,3698,1660,601,263,6214
11903,237,101,33,8,379,323,96,34,15,466,688,247,60,22,1018,456,206,53,12,727,387,192,48,10,639,215,99,9,8,341,158,152,35,14,358,110,118,43,6,284,113,97,46,18,267,41,18,7,0,72,3303,1556,434,124,5421
11904,238,110,22,16,387,350,91,30,13,483,784,256,71,18,1131,560,216,50,17,843,453,196,41,11,696,215,112,17,10,353,140,153,35,13,334,111,137,42,12,300,148,103,52,11,318,36,18,11,5,75,3618,1614,427,146,5797
12001,83,32,10,0,128,160,45,10,0,221,353,114,23,7,496,304,97,20,0,422,283,118,19,0,424,140,53,8,0,207,139,98,22,8,260,187,114,35,4,336,93,79,20,0,191,23,10,5,0,36,2018,863,188,31,3100
12002,49,14,6,0,69,79,13,4,3,102,182,63,10,3,261,164,79,8,0,251,173,104,10,5,290,61,24,0,0,89,85,62,3,0,155,165,128,20,0,317,63,56,15,4,133,9,3,0,0,16,1195,601,98,23,1905
12003,225,72,15,7,327,345,84,24,4,455,739,222,51,6,1011,552,207,34,7,803,498,187,32,5,725,202,83,12,4,299,207,122,29,16,367,179,166,43,14,408,151,112,33,19,317,48,17,6,0,71,3774,1484,327,100,5689
12101,92,39,7,0,140,160,43,13,0,222,388,141,23,6,559,359,144,15,3,514,340,138,41,0,513,142,44,13,0,197,176,95,19,7,296,290,208,49,9,555,97,91,35,4,221,24,0,3,0,32,2444,1144,240,28,3859
12102,102,52,19,0,172,168,46,15,3,237,386,149,35,7,584,299,165,37,8,509,266,136,31,0,439,99,59,6,4,168,111,66,17,4,204,78,78,25,0,183,96,73,28,4,203,16,4,0,0,19,1887,955,232,41,3117
12103,94,46,11,4,155,115,40,13,0,169,373,154,27,9,562,289,149,27,6,477,302,193,43,3,541,160,68,19,3,251,185,115,13,0,315,267,214,53,10,548,107,116,41,10,270,23,8,0,0,31,2258,1314,295,54,3917
12104,70,20,4,0,90,99,34,9,0,138,246,93,21,0,352,227,95,14,5,338,297,103,18,0,413,115,35,6,0,155,161,70,7,0,235,348,232,44,10,633,80,88,22,3,197,19,10,3,0,31,1840,853,149,19,2870
12201,22,15,0,0,37,43,17,5,0,65,105,47,7,3,157,86,53,4,0,147,107,54,6,0,166,50,13,0,0,70,65,32,12,3,100,89,89,19,0,204,51,56,21,0,121,8,3,0,0,14,694,390,85,16,1183
12202,56,38,8,0,99,80,30,7,5,121,215,98,26,6,347,174,106,21,3,309,159,104,22,4,287,88,45,9,3,142,77,63,24,0,170,98,93,27,8,222,67,70,31,6,176,13,6,0,0,22,1114,738,182,39,2069
12203,149,63,17,5,240,252,74,18,4,348,622,238,60,12,926,547,252,72,7,877,463,236,56,15,766,197,107,20,6,332,197,141,48,9,386,198,247,62,5,515,159,142,69,5,375,46,26,0,0,64,3154,1667,440,70,5331
12301,79,64,30,9,183,122,83,52,12,264,337,166,75,27,605,256,175,53,25,509,189,158,52,19,421,109,70,31,8,219,101,74,26,11,219,48,56,21,6,135,75,59,22,11,170,31,19,7,0,50,1538,1031,409,158,3138
12302,361,259,132,71,823,598,226,110,69,1002,1085,523,217,110,1936,714,334,137,67,1246,531,264,88,32,916,242,132,38,25,438,178,154,61,25,415,78,84,40,17,221,229,138,98,50,515,99,54,23,11,187,5079,2719,1170,576,9545
12303,55,41,13,14,120,104,53,13,16,186,185,96,43,16,333,135,74,34,6,252,95,59,19,11,184,65,28,7,3,105,31,24,10,8,68,23,12,9,4,52,44,39,33,9,121,16,7,0,3,26,888,510,207,84,1687
12401,155,65,12,6,242,206,67,24,11,310,451,203,57,20,726,297,133,39,12,481,214,120,51,14,393,109,52,17,3,181,82,47,8,7,147,67,36,7,3,113,106,88,39,14,239,15,10,0,0,30,1987,928,289,82,3284
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12403,341,189,89,42,655,432,187,91,42,754,977,411,155,68,1610,666,352,95,34,1144,497,313,78,30,918,245,131,43,22,442,193,166,42,22,414,99,100,45,27,266,177,130,61,23,382,61,35,10,4,114,4337,2387,829,368,7924
12404,74,53,22,9,151,109,43,20,14,184,245,103,41,12,403,174,79,29,8,286,130,54,16,3,201,63,28,7,0,106,52,41,14,0,104,26,16,0,0,46,63,45,23,6,137,23,7,0,8,28,1141,566,211,64,1986
12405,131,85,41,22,286,200,58,32,23,312,411,187,56,25,677,260,119,43,25,443,208,90,22,18,339,100,50,21,13,177,67,60,13,11,152,27,28,4,12,70,76,61,36,15,188,36,18,10,5,63,1814,915,344,203,3281
12501,145,54,27,9,238,188,78,21,22,310,448,161,44,22,670,284,107,33,20,440,229,71,20,13,338,127,40,16,10,188,74,69,21,8,166,60,49,20,7,129,80,48,17,13,159,31,20,7,3,52,2118,889,278,152,3441
12502,121,56,15,5,195,156,71,14,5,246,343,156,23,8,525,256,114,19,6,398,242,111,30,0,384,120,56,11,4,192,71,63,21,8,163,64,61,25,3,154,60,54,24,7,145,24,12,0,0,46,1756,902,232,65,2957
12503,303,144,77,41,564,425,127,78,52,681,793,372,131,98,1391,509,276,94,45,924,355,225,72,45,697,208,126,40,37,411,147,144,54,36,378,77,79,65,26,255,142,139,59,41,387,79,28,28,4,135,3841,2072,902,537,7355
12504,189,83,27,16,311,299,98,32,17,446,664,200,46,21,933,475,207,36,20,742,384,153,42,11,587,194,86,27,6,302,165,114,34,5,319,101,77,19,14,204,121,75,40,17,251,39,23,3,0,68,3161,1318,363,135,4978
12601,47,39,7,0,89,79,25,10,0,105,203,61,16,4,283,156,50,6,0,213,137,76,13,3,232,86,24,3,0,124,69,44,19,4,135,56,62,9,0,131,49,38,18,4,105,15,0,0,0,15,1102,503,113,21,1738
12602,196,71,17,5,288,262,70,19,3,353,596,211,35,8,849,433,177,27,8,644,390,210,28,3,633,196,84,18,0,294,179,152,22,3,355,200,142,36,13,393,129,99,35,10,278,35,12,0,0,47,3064,1399,275,61,4809
12701,204,174,91,40,505,275,137,82,52,541,612,360,174,58,1204,400,235,132,55,820,325,254,86,40,698,137,137,56,23,357,112,177,56,32,374,44,100,55,24,221,119,127,69,36,351,57,28,17,7,99,2785,2094,983,463,6319
12702,432,251,115,39,845,728,271,120,64,1183,1390,687,233,89,2390,763,461,169,60,1452,507,345,124,53,1035,246,241,82,29,596,170,234,90,47,547,80,134,74,37,323,207,174,84,51,517,115,63,15,15,204,5918,3645,1352,579,11492
12703,250,143,69,34,499,412,143,68,36,654,757,315,86,55,1221,490,243,77,40,850,358,186,53,18,622,169,111,44,22,343,112,128,41,29,303,59,90,35,11,198,128,101,55,30,311,69,35,17,4,121,3405,1823,691,357,6276
12801,134,67,13,4,223,230,87,21,10,343,514,204,48,16,779,416,178,55,11,661,354,195,51,5,606,192,77,23,8,298,181,116,22,5,327,125,134,41,8,306,163,96,55,12,326,27,14,0,0,47,2630,1287,368,93,4379
12802,106,66,17,8,197,194,76,34,3,307,468,192,59,18,739,339,196,65,11,606,327,184,53,9,572,184,96,21,4,306,144,133,30,7,317,99,112,34,5,244,110,121,40,14,291,29,5,0,0,37,2244,1297,376,93,4005
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,298,177,82,39,582,442,184,77,40,738,747,408,155,50,1361,384,240,75,32,726,251,129,46,16,447,107,54,15,13,186,69,55,22,4,151,42,27,7,8,92,155,139,60,21,369,64,20,12,0,103,3145,1758,639,251,5785
20102,59,37,9,6,100,84,25,5,3,117,147,65,22,8,236,90,50,18,0,159,59,26,5,0,96,22,7,3,0,34,8,5,7,0,26,18,6,3,0,28,41,32,14,5,98,11,6,3,0,18,657,311,103,31,1100
20103,64,31,19,11,129,113,33,11,7,165,179,67,24,14,280,66,36,10,5,117,32,13,7,0,62,9,5,5,0,18,8,3,3,0,13,7,5,0,0,13,45,22,11,9,88,26,9,0,0,31,716,295,123,57,1183
20201,251,163,71,20,506,391,169,72,42,676,709,354,121,47,1230,388,221,81,30,721,247,168,41,19,480,104,48,6,3,165,81,54,15,0,150,25,25,4,4,60,107,96,64,23,290,42,25,7,3,76,2866,1589,590,228,5278
20202,104,51,14,4,181,156,52,18,0,230,257,81,34,10,383,150,95,19,12,267,101,55,14,5,163,48,20,5,6,80,32,15,4,4,58,21,19,3,0,45,86,63,21,5,171,30,9,0,0,41,1148,540,161,50,1905
20203,28,13,3,4,50,42,9,3,0,56,64,10,9,3,87,22,16,0,0,34,12,6,0,4,27,6,0,0,0,6,0,0,0,0,6,0,0,0,0,6,9,13,3,0,33,6,3,0,0,11,257,89,38,15,396
20301,33,18,9,0,59,37,24,3,5,67,77,52,21,8,152,50,23,9,0,84,23,21,4,0,56,12,4,3,0,23,14,16,0,0,30,13,6,0,0,23,22,24,14,3,57,11,0,0,0,14,360,227,78,18,685
20302,428,272,95,30,821,655,301,100,34,1097,1252,600,189,63,2107,721,411,116,34,1282,503,286,104,18,908,218,130,38,8,395,144,131,34,12,324,85,109,22,10,220,264,244,106,40,653,98,33,9,4,147,5271,2991,985,315,9561
20303,112,76,27,7,223,200,91,37,9,338,400,207,64,18,685,259,118,51,11,435,170,124,34,10,333,73,44,8,0,125,60,49,15,0,125,61,31,17,0,114,114,90,53,7,273,26,17,3,0,40,1693,984,362,79,3121
20401,142,74,15,13,245,224,61,12,11,312,334,133,39,19,521,188,86,18,5,297,109,51,22,6,187,53,34,9,3,95,45,22,8,0,76,20,16,6,0,40,96,62,33,9,202,46,17,8,7,69,1493,693,213,76,2476
20402,105,74,20,9,208,180,54,20,15,267,315,110,44,20,483,143,69,22,12,246,100,42,21,3,172,26,16,10,0,56,29,10,3,0,42,25,12,10,6,45,75,58,33,11,175,21,9,4,0,31,1230,546,211,91,2075
20403,153,122,42,11,329,218,100,43,22,383,454,215,70,25,765,248,110,29,14,405,142,91,25,3,265,58,28,5,3,93,41,26,7,4,79,16,17,7,0,50,97,63,40,16,212,33,17,6,3,58,1810,936,354,128,3220
