SA3_CODE_2021,C16_CFNC_BF_4000more,C16_CFNC_BF_Ns,C16_CFNC_BF_Tot,C16_CFNC_BPT_Neg_ni_inc,C16_CFNC_BPT_1_149,C16_CFNC_BPT_150_399,C16_CFNC_BPT_400_649,C16_CFNC_BPT_650_799,C16_CFNC_BPT_800_1249,C16_CFNC_BPT_1250_1999,C16_CFNC_BPT_2000_2499,C16_CFNC_BPT_2500_2999,C16_CFNC_BPT_3000_3999,C16_CFNC_BPT_4000more,C16_CFNC_BPT_Ns,C16_CFNC_BPT_Tot,C16_CFNC_1F1P_Neg_ni_inc,C16_CFNC_1F1P_1_149,C16_CFNC_1F1P_150_399,C16_CFNC_1F1P_400_649,C16_CFNC_1F1P_650_799,C16_CFNC_1F1P_800_1249,C16_CFNC_1F1P_1250_1999,C16_CFNC_1F1P_2000_2499,C16_CFNC_1F1P_2500_2999,C16_CFNC_1F1P_3000_3999,C16_CFNC_1F1P_4000more,C16_CFNC_1F1P_Ns,C16_CFNC_1F1P_Tot,C16_CFNC_1E1A_Neg_ni_inc,C16_CFNC_1E1A_1_149,C16_CFNC_1E1A_150_399,C16_CFNC_1E1A_400_649,C16_CFNC_1E1A_650_799,C16_CFNC_1E1A_800_1249,C16_CFNC_1E1A_1250_1999,C16_CFNC_1E1A_2000_2499,C16_CFNC_1E1A_2500_2999,C16_CFNC_1E1A_3000_3999,C16_CFNC_1E1A_4000more,C16_CFNC_1E1A_Ns,C16_CFNC_1E1A_Tot,C16_CFNC_1F1NW_Neg_ni_inc,C16_CFNC_1F1NW_1_149,C16_CFNC_1F1NW_150_399,C16_CFNC_1F1NW_400_649,C16_CFNC_1F1NW_650_799,C16_CFNC_1F1NW_800_1249,C16_CFNC_1F1NW_1250_1999,C16_CFNC_1F1NW_2000_2499,C16_CFNC_1F1NW_2500_2999,C16_CFNC_1F1NW_3000_3999,C16_CFNC_1F1NW_4000more,C16_CFNC_1F1NW_Ns,C16_CFNC_1F1NW_Tot,C16_CFNC_1P1NW_Neg_ni_inc,C16_CFNC_1P1NW_1_149,C16_CFNC_1P1NW_150_399,C16_CFNC_1P1NW_400_649,C16_CFNC_1P1NW_650_799,C16_CFNC_1P1NW_800_1249,C16_CFNC_1P1NW_1250_1999,C16_CFNC_1P1NW_2000_2499,C16_CFNC_1P1NW_2500_2999,C16_CFNC_1P1NW_3000_3999,C16_CFNC_1P1NW_4000more,C16_CFNC_1P1NW_Ns,C16_CFNC_1P1NW_Tot,C16_CFNC_1A1NW_Neg_ni_inc,C16_CFNC_1A1NW_1_149,C16_CFNC_1A1NW_150_399,C16_CFNC_1A1NW_400_649,C16_CFNC_1A1NW_650_799,C16_CFNC_1A1NW_800_1249,C16_CFNC_1A1NW_1250_1999,C16_CFNC_1A1NW_2000_2499,C16_CFNC_1A1NW_2500_2999,C16_CFNC_1A1NW_3000_3999,C16_CFNC_1A1NW_4000more,C16_CFNC_1A1NW_Ns,C16_CFNC_1A1NW_Tot,C16_CFNC_BA_Neg_ni_inc,C16_CFNC_BA_1_149,C16_CFNC_BA_150_399,C16_CFNC_BA_400_649,C16_CFNC_BA_650_799,C16_CFNC_BA_800_1249,C16_CFNC_BA_1250_1999,C16_CFNC_BA_2000_2499,C16_CFNC_BA_2500_2999,C16_CFNC_BA_3000_3999,C16_CFNC_BA_4000more,C16_CFNC_BA_Ns,C16_CFNC_BA_Tot,C16_CFNC_BNW_Neg_ni_inc,C16_CFNC_BNW_1_149,C16_CFNC_BNW_150_399,C16_CFNC_BNW_400_649,C16_CFNC_BNW_650_799,C16_CFNC_BNW_800_1249,C16_CFNC_BNW_1250_1999,C16_CFNC_BNW_2000_2499,C16_CFNC_BNW_2500_2999,C16_CFNC_BNW_3000_3999,C16_CFNC_BNW_4000more,C16_CFNC_BNW_Ns,C16_CFNC_BNW_Tot,C16_CFNC_LFns_Neg_ni_inc,C16_CFNC_LFns_1_149,C16_CFNC_LFns_150_399,C16_CFNC_LFns_400_649,C16_CFNC_LFns_650_799,C16_CFNC_LFns_800_1249,C16_CFNC_LFns_1250_1999,C16_CFNC_LFns_2000_2499,C16_CFNC_LFns_2500_2999,C16_CFNC_LFns_3000_3999,C16_CFNC_LFns_4000more,C16_CFNC_LFns_Ns,C16_CFNC_LFns_Tot,C16_CFNC_Tot_Neg_ni_inc,C16_CFNC_Tot_1_149,C16_CFNC_Tot_150_399,C16_CFNC_Tot_400_649,C16_CFNC_Tot_650_799,C16_CFNC_Tot_800_1249,C16_CFNC_Tot_1250_1999,C16_CFNC_Tot_2000_2499,C16_CFNC_Tot_2500_2999,C16_CFNC_Tot_3000_3999,C16_CFNC_Tot_4000more,C16_CFNC_Tot_Ns,C16_CFNC_Tot_Tot,C16_CFC_BFT_Neg_ni_inc,C16_CFC_BFT_1_149,C16_CFC_BFT_150_399,C16_CFC_BFT_400_649,C16_CFC_BFT_650_799,C16_CFC_BFT_800_1249,C16_CFC_BFT_1250_1999,C16_CFC_BFT_2000_2499,C16_CFC_BFT_2500_2999,C16_CFC_BFT_3000_3999,C16_CFC_BFT_4000more,C16_CFC_BFT_Ns,C16_CFC_BFT_Tot,C16_CFC_BPT_Neg_ni_inc,C16_CFC_BPT_1_149,C16_CFC_BPT_150_399,C16_CFC_BPT_400_649,C16_CFC_BPT_650_799,C16_CFC_BPT_800_1249,C16_CFC_BPT_1250_1999,C16_CFC_BPT_2000_2499,C16_CFC_BPT_2500_2999,C16_CFC_BPT_3000_3999,C16_CFC_BPT_4000more,C16_CFC_BPT_Ns,C16_CFC_BPT_Tot,C16_CFC_1F1P_Neg_ni_inc,C16_CFC_1F1P_1_149,C16_CFC_1F1P_150_399,C16_CFC_1F1P_400_649,C16_CFC_1F1P_650_799,C16_CFC_1F1P_800_1249,C16_CFC_1F1P_1250_1999,C16_CFC_1F1P_2000_2499,C16_CFC_1F1P_2500_2999,C16_CFC_1F1P_3000_3999,C16_CFC_1F1P_4000more,C16_CFC_1F1P_Ns,C16_CFC_1F1P_Tot,C16_CF_1E1A_Neg_ni_inc,C16_CF_1E1A_1_149,C16_CF_1E1A_150_399,C16_CF_1E1A_400_649,C16_CF_1E1A_650_799,C16_CF_1E1A_800_1249,C16_CF_1E1A_1250_1999,C16_CF_1E1A_2000_2499,C16_CF_1E1A_2500_2999,C16_CF_1E1A_3000_3999,C16_CF_1E1A_4000more,C16_CF_1E1A_Ns,C16_CF_1E1A_Tot,C16_CF_1F1NW_Neg_ni_inc,C16_CF_1F1NW_1_149,C16_CF_1F1NW_150_399,C16_CF_1F1NW_400_649,C16_CF_1F1NW_650_799,C16_CF_1F1NW_800_1249,C16_CF_1F1NW_1250_1999,C16_CF_1F1NW_2000_2499,C16_CF_1F1NW_2500_2999,C16_CF_1F1NW_3000_3999,C16_CF_1F1NW_4000more,C16_CF_1F1NW_Ns,C16_CF_1F1NW_Tot,C16_CF_1P1NW_Neg_ni_inc,C16_CF_1P1NW_1_149
50604,150,23,2018,5,4,0,10,38,118,144,56,24,14,17,6,431,0,0,0,11,11,130,524,309,192,105,59,25,1373,0,0,0,3,0,22,46,44,31,29,18,8,205,4,0,4,25,77,384,471,170,39,59,31,27,1295,0,12,39,121,121,242,113,23,16,10,6,15,711,0,0,3,7,11,29,39,4,0,5,4,12,120,0,0,0,0,0,6,19,9,8,5,3,6,62,218,58,86,433,1031,720,295,46,24,16,12,140,3064,8,0,0,9,27,13,4,0,0,0,0,629,693,238,77,134,621,1320,1703,2039,1279,745,625,300,898,9983,0,0,0,0,6,37,299,509,538,680,472,209,2754,0,0,3,20,21,96,176,90,56,53,29,37,570,4,0,3,11,9,169,1071,805,638,517,334,208,3776,0,0,3,0,7,21,121,112,103,102,62,27,561,3,0,12,53,118,699,1336,748,218,289,148,211,3840,0,3
50605,151,22,1196,0,0,0,8,11,50,78,25,8,13,9,3,212,0,0,0,0,0,58,259,165,107,94,76,17,792,0,0,3,0,0,10,29,29,16,20,17,4,122,0,0,0,10,18,135,240,131,41,66,43,22,698,0,6,13,50,61,135,108,41,16,9,9,12,463,0,0,0,4,4,19,15,4,0,7,0,5,64,0,0,0,0,0,5,6,6,4,9,3,12,51,85,33,55,222,605,570,266,67,31,31,37,73,2075,0,0,0,0,9,5,11,0,0,0,0,462,494,92,44,81,292,715,1007,1174,760,484,532,346,629,6164,5,0,0,0,4,16,101,194,239,325,320,127,1325,0,0,0,4,0,31,88,38,39,36,24,26,286,4,0,0,3,4,84,460,408,414,400,322,144,2238,0,0,0,0,0,15,45,46,52,67,48,23,294,4,4,5,7,14,194,475,312,106,211,141,87,1564,0,0
50606,72,17,708,0,0,0,0,4,20,36,9,6,0,6,0,81,0,0,0,4,4,33,160,100,66,35,31,8,440,0,0,0,0,0,5,6,22,16,10,7,5,71,3,0,0,8,13,54,119,43,18,25,14,8,306,0,5,7,23,16,44,47,6,6,0,10,3,173,0,0,0,0,0,3,5,0,0,0,4,0,20,0,0,0,0,0,0,3,3,3,0,0,0,17,40,11,26,82,185,152,55,21,8,12,6,30,626,0,0,3,0,4,5,4,0,0,0,0,210,220,46,19,44,116,230,335,563,397,264,226,142,280,2661,0,0,0,0,0,11,72,118,103,153,145,67,672,0,0,0,3,3,17,39,21,16,12,11,10,122,5,0,0,0,3,48,260,250,194,169,111,58,1099,0,0,0,0,0,3,33,31,31,23,13,14,146,0,0,5,5,15,108,324,154,59,81,57,54,870,0,3
50607,368,24,1182,0,0,5,12,11,68,56,30,27,15,34,4,256,0,0,0,0,5,28,149,106,96,95,116,5,606,0,0,0,0,0,9,10,14,16,24,19,8,94,0,0,7,4,9,80,137,89,42,78,79,12,523,0,9,11,28,32,76,74,31,22,22,28,8,336,0,0,0,6,0,12,13,5,4,3,8,9,58,0,0,0,0,0,0,0,6,0,8,11,0,21,79,27,31,90,193,279,227,64,40,42,50,32,1144,0,0,0,0,0,0,4,0,0,0,0,386,399,80,29,45,151,250,569,759,540,447,570,709,480,4626,0,0,0,5,0,5,40,60,67,163,410,44,794,0,0,0,3,5,9,25,13,19,30,44,15,161,4,0,0,0,0,18,93,131,161,222,569,60,1266,0,0,0,0,0,6,21,10,15,36,61,9,154,5,0,0,0,11,67,168,139,50,224,239,44,957,5,0
50701,337,47,2515,0,0,4,15,30,97,110,50,12,24,13,10,360,0,0,4,13,10,112,453,291,255,142,106,28,1419,4,0,0,0,0,12,47,43,41,38,34,9,228,4,5,0,28,53,204,389,163,68,104,52,24,1090,3,11,27,77,85,179,116,38,18,13,14,8,582,0,0,0,7,11,25,22,16,4,12,4,10,110,0,0,0,0,0,4,13,14,8,5,17,5,70,132,60,73,397,803,565,231,55,20,29,21,120,2512,0,0,0,3,16,13,6,3,0,0,5,785,834,149,74,109,540,1014,1241,1662,1250,984,1038,601,1049,9710,0,0,5,0,5,24,190,338,387,667,581,194,2389,0,0,0,3,9,53,128,80,49,58,43,38,469,4,0,5,8,13,131,823,820,824,777,643,260,4313,0,0,0,0,4,14,75,103,105,144,107,41,602,3,6,3,21,38,349,855,584,197,386,237,148,2826,0,4
50702,286,15,910,3,0,0,3,13,35,69,24,10,12,26,0,199,0,0,0,0,0,31,126,88,107,87,116,10,574,0,0,0,0,0,3,10,13,14,18,20,0,86,0,0,0,7,7,50,106,53,41,57,56,21,397,0,6,10,24,31,68,79,34,15,16,22,15,321,0,0,4,0,4,12,13,4,5,0,4,3,48,0,0,0,0,0,0,9,0,4,4,5,3,20,40,9,17,134,242,247,183,57,25,38,37,41,1064,0,0,0,0,4,0,7,0,0,0,0,352,363,39,16,35,173,298,457,669,413,355,498,576,451,3980,0,0,0,0,4,3,33,43,57,148,274,59,624,0,0,0,0,7,13,44,31,26,30,29,19,198,0,0,0,0,6,24,153,155,181,227,424,71,1249,0,0,0,0,0,4,16,12,19,33,61,15,153,0,0,0,0,6,33,125,126,41,150,134,29,654,0,0
50703,67,14,886,0,0,0,6,12,30,31,19,0,9,0,0,103,0,0,0,3,6,44,182,101,79,39,15,0,465,0,0,0,5,5,6,29,16,18,15,11,4,107,0,0,0,14,24,114,147,63,18,22,7,15,427,0,3,8,30,37,71,30,4,7,3,3,7,207,0,0,0,4,0,11,10,4,0,3,0,4,36,0,0,0,0,0,5,12,11,3,3,0,5,31,45,16,33,137,278,166,73,15,4,12,11,37,821,0,0,0,3,0,3,6,0,0,0,0,266,276,52,24,41,201,362,464,670,511,326,255,109,344,3359,0,0,0,0,5,7,105,160,157,182,97,49,765,0,0,0,3,12,21,53,28,9,10,6,3,145,0,0,0,0,6,62,361,248,217,116,67,68,1143,0,0,0,0,0,13,52,49,34,42,23,10,218,3,0,0,16,15,247,452,221,59,102,39,61,1217,3,0
50704,528,24,1888,5,3,0,16,35,96,119,56,54,38,59,8,485,0,0,0,0,3,72,285,205,202,179,238,22,1215,0,0,0,8,3,17,25,33,24,40,33,8,181,0,0,0,20,20,116,279,189,79,137,167,19,1029,7,7,29,97,84,219,202,85,52,39,67,14,900,0,0,0,5,0,27,26,15,8,11,13,6,119,0,0,0,0,0,0,3,3,4,10,9,4,38,161,86,88,361,721,1066,703,195,81,100,122,141,3823,4,0,0,5,9,5,7,4,3,0,5,655,696,172,100,116,521,882,1634,1801,1076,830,1089,1239,901,10371,0,0,0,5,0,25,91,163,249,564,1009,214,2322,0,0,0,8,9,65,113,64,57,79,88,50,538,5,0,0,10,9,80,426,524,695,795,1492,244,4278,0,0,0,0,0,6,38,60,67,100,165,38,477,6,0,4,25,17,169,449,500,186,570,513,139,2582,4,0
50705,274,36,2366,4,0,0,15,21,96,118,42,22,17,10,5,352,0,0,5,5,4,116,507,339,253,144,89,27,1490,0,0,0,3,7,23,47,35,60,52,46,10,286,5,4,3,19,43,300,454,273,60,121,43,30,1354,0,3,24,115,103,205,129,33,27,11,8,20,677,3,0,4,5,9,24,36,26,8,12,5,7,142,0,0,0,0,4,5,15,16,14,11,4,11,83,146,66,97,528,1257,939,450,81,23,30,32,204,3853,4,8,0,7,12,11,12,4,0,4,3,1096,1163,161,90,134,694,1459,1758,2109,1449,956,1000,520,1441,11764,3,0,0,0,3,25,200,444,439,726,585,258,2688,3,0,0,8,12,54,120,64,52,41,30,20,393,4,0,9,4,10,110,954,870,816,601,523,251,4150,4,0,0,4,5,27,110,121,109,131,104,65,676,9,0,0,31,44,432,1284,851,238,394,229,196,3701,0,0
50901,121,28,1272,0,0,7,29,36,120,137,52,27,23,18,20,461,3,0,4,23,19,123,358,184,126,79,55,22,982,0,0,0,0,10,23,47,33,20,20,13,10,174,5,6,8,23,36,161,193,74,24,26,21,18,577,3,9,20,68,98,182,118,25,13,6,12,16,567,5,0,3,8,11,24,20,13,0,6,3,5,92,0,0,0,0,3,18,18,6,11,9,6,6,89,51,39,44,323,809,564,310,42,31,17,27,115,2381,0,0,0,12,17,20,10,5,0,0,0,460,523,80,60,88,503,1037,1302,1528,732,443,384,277,697,7123,3,3,0,13,10,43,143,178,165,183,139,144,1014,0,0,3,3,11,66,102,52,26,20,11,27,323,6,0,0,13,14,174,526,332,283,209,165,134,1871,0,0,0,0,0,19,55,41,36,38,29,22,258,0,0,6,23,27,191,398,139,53,58,35,78,1009,0,5
50902,142,37,1338,3,3,3,14,37,83,108,33,19,18,18,8,343,7,7,0,28,14,121,336,192,123,106,71,20,1016,0,0,0,10,5,16,40,29,28,16,15,10,168,3,3,0,33,39,174,230,104,29,48,22,32,719,0,16,16,84,91,161,94,17,3,3,13,14,509,0,0,0,13,5,25,32,16,0,8,4,9,107,0,0,0,0,0,9,24,16,15,8,5,15,96,92,48,41,363,786,451,238,58,17,24,26,121,2264,5,0,0,7,14,14,5,5,0,0,6,544,595,125,82,77,560,1013,1115,1376,753,464,457,323,808,7161,4,3,4,16,16,33,123,163,141,181,134,178,995,0,0,0,5,9,38,48,28,15,15,21,24,197,3,4,5,12,12,122,419,265,230,164,163,157,1563,0,0,0,0,4,19,45,46,35,24,23,27,228,0,3,7,16,28,175,357,187,51,80,47,77,1036,0,0
50903,68,19,588,3,4,3,5,6,29,38,18,9,4,10,0,131,6,0,3,4,6,49,135,84,49,35,33,9,410,0,0,0,0,3,9,13,11,7,8,9,4,57,0,0,0,8,17,67,73,28,8,12,18,6,231,0,3,7,28,34,32,21,7,0,0,9,0,135,3,0,0,0,0,11,12,3,0,0,0,4,42,0,0,0,0,0,5,13,11,4,9,3,9,60,19,17,11,107,201,141,65,22,8,4,7,37,640,0,0,0,0,3,4,5,0,0,0,0,173,187,35,21,27,172,282,408,488,299,177,177,149,274,2496,0,0,4,3,5,17,61,52,45,62,47,87,386,0,0,0,0,0,10,21,8,5,6,0,10,65,0,0,0,10,12,62,155,119,84,69,64,81,663,0,0,0,0,0,7,15,21,11,15,13,5,95,0,3,0,3,7,80,113,46,15,23,15,24,337,0,0
51001,135,16,930,0,0,0,3,5,25,30,19,4,8,7,0,109,0,0,0,4,0,13,103,67,57,46,31,7,330,0,0,0,0,0,0,19,12,13,16,11,4,79,0,0,0,6,15,43,74,44,13,29,12,12,250,0,3,4,8,14,28,22,4,0,0,0,5,87,0,0,0,5,0,6,15,8,0,0,0,3,32,0,0,0,0,0,0,3,3,5,11,8,3,40,21,6,12,124,82,78,35,10,3,4,5,31,420,0,6,0,3,0,3,0,5,0,0,0,247,275,22,17,19,163,118,236,421,391,283,344,214,326,2551,0,0,0,3,0,21,69,114,126,173,111,62,681,0,0,0,7,0,14,21,24,6,5,4,16,106,0,0,0,4,3,24,133,129,126,110,82,41,653,0,0,0,0,0,0,12,27,28,38,22,20,152,0,0,0,16,22,79,105,83,19,37,25,32,425,0,0
51002,250,19,705,0,0,0,0,3,0,3,4,0,0,0,3,23,0,0,0,0,0,3,27,37,52,44,60,3,232,0,0,0,0,0,0,0,8,9,21,19,0,59,0,0,0,4,4,16,44,46,12,54,24,9,218,0,0,3,3,10,13,5,8,0,4,0,6,50,0,0,0,0,0,0,9,3,0,0,0,0,23,0,0,0,0,0,0,7,0,6,5,6,8,31,7,5,0,21,19,21,11,5,5,0,0,10,98,0,0,0,0,0,0,4,0,0,0,0,151,155,9,3,6,33,37,64,150,180,182,364,369,201,1598,0,0,0,0,0,0,16,38,50,130,239,43,524,0,0,0,0,7,9,8,5,0,4,7,4,47,0,0,0,0,0,3,65,70,101,95,189,26,550,0,0,0,0,0,0,3,5,14,36,37,6,103,0,0,0,0,0,28,100,156,32,154,72,31,571,0,0
51003,358,13,912,0,0,0,0,4,0,12,6,0,10,9,0,43,0,0,0,0,0,5,48,55,76,63,76,0,320,0,0,0,0,0,0,9,9,16,15,26,3,77,0,0,3,4,4,20,69,77,29,57,32,13,302,0,0,0,0,0,9,4,0,4,8,0,6,37,0,0,0,0,0,0,11,9,6,9,3,0,43,0,0,0,0,0,0,3,3,7,9,20,4,50,7,5,0,20,15,13,6,0,4,5,0,9,85,0,0,0,0,0,3,4,4,0,0,0,170,187,10,3,5,27,26,67,214,264,265,418,523,224,2042,0,0,0,0,0,0,22,47,69,202,306,68,725,0,0,0,0,0,10,4,11,11,12,12,5,71,0,0,0,0,0,13,72,126,171,146,333,63,924,0,0,0,0,0,3,13,17,24,51,70,9,184,0,0,0,0,7,36,121,288,61,242,141,40,941,0,0
51101,41,3,360,0,5,0,5,4,19,31,12,5,4,6,0,84,0,0,0,6,3,24,87,54,34,26,24,10,268,0,0,0,5,0,10,10,4,5,0,8,7,55,0,0,0,3,5,40,44,25,9,4,6,8,147,0,0,0,16,16,27,18,9,5,3,0,8,103,0,0,0,9,3,0,7,0,0,0,0,0,23,0,0,0,0,0,4,7,3,0,0,3,3,26,15,8,12,73,144,95,71,19,3,9,7,18,463,0,0,0,4,5,3,0,0,0,0,0,134,152,17,14,13,115,193,246,342,195,135,115,97,198,1683,5,0,0,5,0,15,32,49,55,64,58,46,312,0,0,0,5,0,5,17,7,10,0,3,9,57,0,0,0,8,0,34,153,93,101,63,58,46,554,0,0,0,3,3,8,5,15,8,11,7,9,70,0,0,0,6,3,46,117,58,11,20,10,28,302,0,0
51102,22,12,242,0,0,0,0,5,14,8,4,0,0,8,3,41,0,0,0,0,7,13,40,23,24,11,15,3,138,0,0,0,0,0,4,4,3,9,5,3,0,38,0,0,0,0,4,20,21,20,4,12,3,9,99,0,0,3,5,6,15,6,4,0,0,3,0,40,0,0,0,0,0,5,5,0,0,0,0,3,9,0,0,0,0,0,0,3,4,0,0,4,0,10,12,7,3,24,78,45,29,4,0,0,4,14,219,0,0,0,0,0,4,3,0,0,0,0,87,94,17,5,8,40,99,133,184,110,77,74,59,129,936,0,0,0,6,0,3,38,42,38,28,30,20,210,0,0,0,6,3,3,9,6,5,4,6,4,39,0,0,0,0,5,9,59,38,36,27,19,21,211,0,0,0,0,0,4,6,7,5,5,6,8,41,0,0,0,0,5,27,46,22,8,11,4,8,129,0,0
51103,209,24,1057,4,0,0,0,3,13,20,12,11,9,0,4,70,0,0,0,0,0,28,120,104,106,69,59,3,499,0,0,0,0,0,6,12,13,13,15,8,11,81,0,0,3,11,6,69,140,104,20,45,13,17,430,0,4,6,21,22,38,26,12,3,0,0,8,150,0,0,0,5,0,10,17,6,0,3,0,0,41,0,0,0,0,0,0,0,10,3,8,12,3,39,28,12,22,92,143,74,44,10,4,7,0,21,453,0,0,0,0,5,0,8,0,3,0,0,308,325,36,16,35,125,188,258,473,444,346,501,305,401,3139,0,0,0,3,0,7,38,106,127,292,267,72,920,0,0,0,3,4,6,19,4,12,12,8,6,67,0,0,0,3,0,33,159,192,260,219,233,44,1138,0,0,0,0,0,5,21,25,49,53,41,19,212,3,0,0,3,16,61,311,309,66,163,59,50,1045,0,0
51104,129,23,1146,3,0,3,7,15,59,55,30,12,9,14,11,224,3,0,3,10,21,79,249,179,98,83,51,16,803,0,0,0,5,4,10,40,26,15,23,13,3,139,4,0,3,23,32,138,180,87,29,47,19,17,581,0,5,15,64,72,109,62,27,8,8,12,12,401,0,0,0,5,11,19,24,12,0,4,3,9,84,0,4,0,5,3,0,18,8,5,10,7,4,71,68,46,35,269,595,393,210,48,14,27,39,108,1862,4,0,0,3,13,9,12,4,5,0,0,572,614,91,65,64,400,783,876,1077,649,413,426,299,787,5928,3,0,0,4,3,22,105,151,157,245,147,110,957,0,0,0,4,5,34,55,29,19,23,21,18,205,5,4,3,9,0,58,391,290,250,189,157,132,1488,0,0,4,0,3,12,47,40,34,49,46,29,265,0,0,5,16,21,143,330,183,58,73,56,67,949,3,0
59797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60101,15,4,314,0,0,0,3,5,20,12,0,6,0,0,0,52,0,0,0,5,3,30,104,42,18,7,4,3,216,0,0,0,0,0,3,18,9,0,0,0,0,39,0,0,0,0,15,66,48,18,4,7,0,9,160,4,0,6,17,18,41,24,4,0,0,0,4,122,0,0,0,0,0,8,3,0,0,0,0,0,10,0,0,0,0,0,0,4,4,0,0,0,0,20,13,8,9,63,210,111,56,3,0,3,0,30,515,0,0,0,0,4,0,0,0,0,0,0,71,84,14,9,16,97,263,295,374,189,80,48,26,125,1527,0,0,0,0,0,6,81,94,51,80,24,41,379,0,0,0,0,5,17,24,11,4,3,0,8,79,0,0,0,6,4,47,230,117,85,59,18,27,591,0,0,0,0,0,8,26,27,8,7,0,6,85,0,0,0,0,6,84,125,40,10,14,9,29,310,0,0
60102,81,18,1072,0,0,3,13,16,64,81,30,20,10,3,5,252,3,0,0,3,6,65,291,173,102,78,42,15,781,0,0,0,0,3,11,33,20,21,26,10,0,126,0,0,0,12,17,108,161,53,36,20,22,3,442,0,0,8,44,65,161,123,33,13,6,9,11,472,0,0,0,8,6,8,24,5,0,4,5,6,65,0,0,0,0,0,5,3,4,4,4,0,6,27,36,16,28,239,595,727,433,97,29,15,13,92,2329,0,0,0,3,8,8,0,0,0,3,0,292,318,49,15,38,326,725,1175,1351,717,449,396,196,438,5891,0,0,0,0,0,16,143,196,189,305,210,99,1154,0,0,0,6,5,36,84,50,28,25,14,14,253,0,3,0,3,0,84,550,437,395,328,184,135,2123,0,0,0,0,4,14,63,72,64,47,31,23,323,0,0,6,10,18,141,255,113,42,37,39,45,710,0,0
60103,25,14,926,0,0,0,8,19,73,68,16,11,0,0,0,201,0,0,0,0,9,95,351,132,63,37,19,9,707,0,0,0,3,5,14,42,25,14,13,4,0,115,0,4,0,19,35,175,166,47,18,4,5,13,489,0,3,15,65,62,130,71,16,0,3,0,8,375,0,0,0,4,8,17,7,0,0,0,0,10,45,0,0,0,0,0,5,6,6,6,0,0,6,28,44,23,29,246,686,478,207,27,15,5,10,91,1861,3,0,0,10,17,7,9,6,0,0,0,266,308,47,26,46,355,847,1012,1193,587,289,173,63,413,5057,0,0,0,4,5,8,192,228,172,168,58,93,924,0,0,0,7,12,66,101,36,20,11,0,13,269,0,0,0,5,8,115,557,343,192,121,51,106,1505,0,0,0,7,0,37,75,60,49,36,6,10,276,0,0,4,22,34,219,327,73,31,34,16,57,809,0,0
60104,47,4,649,0,4,0,8,11,48,63,24,8,8,7,7,188,0,0,0,0,12,38,167,110,60,47,20,9,464,0,0,0,0,0,10,20,17,4,12,5,5,66,0,0,0,9,13,74,113,39,25,17,11,7,310,0,7,7,30,39,94,81,25,14,9,9,4,319,0,0,0,3,6,7,17,5,0,0,0,0,41,0,0,0,0,0,4,11,6,0,4,0,0,23,28,9,18,120,317,424,252,46,17,23,11,34,1302,0,0,0,4,4,6,3,0,3,0,3,194,219,32,21,32,182,404,706,849,467,251,251,121,260,3572,0,0,0,0,0,8,81,111,127,218,128,70,742,0,0,0,0,4,51,74,55,42,14,15,17,273,0,0,0,3,14,54,322,321,235,237,151,97,1433,0,0,0,0,0,14,57,49,37,32,18,6,219,0,0,3,0,11,100,230,106,48,46,41,24,615,0,0
